timestamp,adcsErrFlags,estAngRateNorm,estAngRateVec_X,estAngRateVec_Y,estAngRateVec_Z,estAttAngles_Roll,estAttAngles_Pitch,estAttAngles_Yaw,measWheelSpeed_X,measWheelSpeed_Y,measWheelSpeed_Z
2024-11-17 17:40:41,0,0,0,0,0,-2200,-220,11550,0,-3667,0
2024-11-17 17:41:11,0,0,0,0,0,-2280,10,11960,0,-3643,0
2024-11-17 17:41:41,0,0,0,0,0,-2290,140,12300,0,-3634,0
2024-11-17 17:42:11,0,0,0,0,0,-2240,240,12600,0,-3627,0
2024-11-17 17:42:41,0,0,0,0,0,-2200,320,12880,0,-3622,0
2024-11-17 17:43:12,0,0,0,0,0,-1980,380,13030,0,-3623,0
2024-11-17 17:43:42,0,0,0,0,0,-1790,500,13170,0,-3616,0
2024-11-17 17:44:12,0,0,0,0,0,-1570,570,13260,0,-3618,0
2024-11-17 17:44:42,0,0,0,0,0,-1340,590,13330,0,-3628,0
2024-11-17 17:45:12,0,0,0,0,0,-1040,700,13270,0,-3635,0
2024-11-17 17:45:42,0,0,0,0,0,-650,910,13100,0,-3618,0
2024-11-17 17:46:12,0,0,0,0,0,-170,1000,12860,0,-3611,0
2024-11-17 17:46:42,0,0,0,0,0,270,1070,12610,0,-3608,0
2024-11-17 17:47:12,0,0,0,0,0,610,1080,12380,0,-3608,0
2024-11-17 17:47:42,0,0,0,0,0,970,1030,12140,0,-3617,0
2024-11-17 17:48:12,0,0,0,0,0,1420,1060,11760,0,-3619,0
2024-11-17 17:48:42,0,0,0,0,0,1910,1070,11460,0,-3614,0
2024-11-17 17:49:12,0,0,0,0,0,2440,1040,11040,0,-3621,0
2024-11-17 17:49:42,0,0,0,0,0,2870,940,10640,0,-3639,0
2024-11-17 17:50:12,0,0,0,0,0,3110,890,10240,0,-3653,0
2024-11-17 17:50:42,0,0,0,0,0,3230,940,9810,0,-3641,0
2024-11-17 17:51:12,0,0,0,0,0,3430,950,9370,0,-3628,0
2024-11-17 17:51:42,0,0,0,0,0,3580,900,8940,0,-3626,0
2024-11-17 17:52:12,0,0,0,0,0,3730,840,8490,0,-3623,0
2024-11-17 17:52:42,0,0,0,0,0,3720,740,7870,0,-3628,0
2024-11-17 17:53:12,0,0,0,0,0,3210,590,7100,0,-3624,0
2024-11-17 17:53:42,0,0,0,0,0,2140,400,6080,0,-3638,0
2024-11-17 17:54:12,0,1,-1,0,-1,850,250,4860,0,-3642,0
2024-11-17 17:54:42,0,1,0,0,-1,-390,150,3600,0,-3643,0
2024-11-17 17:55:12,0,0,0,0,0,-1380,20,2490,0,-3659,0
2024-11-17 17:55:42,0,0,0,0,0,-2340,-10,1380,0,-3672,0
2024-11-17 17:56:12,0,0,0,0,0,-3080,20,370,0,-3678,0
2024-11-17 17:56:42,0,0,0,0,0,-3540,40,-410,0,-3683,0
