timestamp,estQSet_Q1,estQSet_Q2,estQSet_Q3,estQSet_X,estQSet_Y,estQSet_Z
2024-11-17 15:37:03,49,2,9,4,1,3
2024-11-17 15:37:34,44,1,2,4,0,3
2024-11-17 15:38:04,39,1,-5,4,1,3
2024-11-17 15:38:34,35,1,-12,3,0,4
2024-11-17 15:39:04,33,1,-17,3,-1,2
2024-11-17 15:39:34,33,2,-21,1,0,2
2024-11-17 15:40:04,34,2,-23,3,0,1
2024-11-17 15:40:34,35,2,-25,1,1,1
2024-11-17 15:41:04,38,3,-24,1,1,0
2024-11-17 15:41:34,42,3,-23,1,0,-1
2024-11-17 15:42:04,46,4,-20,1,1,0
2024-11-17 15:42:34,50,4,-18,1,1,-1
2024-11-17 15:43:04,54,3,-15,2,2,-1
2024-11-17 15:43:34,58,3,-13,2,1,0
2024-11-17 15:44:04,61,3,-11,2,1,0
2024-11-17 15:44:34,63,3,-11,3,1,2
2024-11-17 15:45:04,64,3,-12,2,0,2
2024-11-17 15:45:34,64,3,-15,3,1,2
2024-11-17 15:46:04,64,4,-19,2,0,3
2024-11-17 15:46:34,64,4,-21,2,1,2
2024-11-17 15:47:04,65,3,-23,2,0,2
2024-11-17 15:47:34,65,4,-25,1,0,2
2024-11-17 15:48:04,65,4,-28,2,2,2
2024-11-17 15:48:34,65,4,-32,2,0,2
2024-11-17 15:49:04,65,3,-35,1,1,3
2024-11-17 15:49:34,64,3,-39,2,1,3
2024-11-17 15:50:04,63,3,-43,2,1,2
2024-11-17 15:50:34,63,3,-45,1,0,1
2024-11-17 15:51:04,62,3,-48,1,0,2
2024-11-17 15:51:34,61,3,-50,0,0,2
2024-11-17 15:52:04,60,4,-54,1,1,2
2024-11-17 15:52:34,59,4,-57,0,0,1
2024-11-17 15:53:04,57,5,-59,1,1,2
2024-11-17 15:53:34,56,5,-62,0,0,0
2024-11-17 15:54:04,55,5,-63,0,1,0
2024-11-17 15:54:34,54,5,-62,-1,1,0
2024-11-17 15:55:05,53,4,-62,0,1,0
2024-11-17 15:55:35,52,3,-62,0,1,0
2024-11-17 15:56:05,50,3,-65,1,0,1
2024-11-17 15:56:35,47,3,-69,1,1,1
2024-11-17 15:57:05,44,3,-76,1,0,2
2024-11-17 15:57:35,41,3,-84,1,0,3
2024-11-17 15:58:05,37,3,-94,0,1,4
2024-11-17 15:58:35,34,3,-106,0,1,5
2024-11-17 15:59:05,29,2,-121,0,1,6
2024-11-17 15:59:35,24,2,-140,0,0,6
2024-11-17 16:00:05,19,3,-158,0,0,6
2024-11-17 16:00:35,13,3,-179,0,1,7
2024-11-17 16:01:05,8,3,-199,-1,1,6
2024-11-17 16:01:35,4,2,-218,0,2,6
2024-11-17 16:02:05,0,2,-238,-1,2,6
2024-11-17 16:02:35,-4,1,-255,1,1,4
2024-11-17 16:03:22,-22,5,-313,0,-1,3
2024-11-17 16:03:52,-26,5,-325,0,1,2
2024-11-17 16:04:22,-27,3,-327,1,0,0
2024-11-17 16:04:52,-28,1,-323,1,0,-2
2024-11-17 16:05:22,-28,0,-319,1,-1,-4
2024-11-17 16:05:52,-29,0,-313,1,0,-5
2024-11-17 16:06:22,-30,-1,-306,2,-1,-6
2024-11-17 16:06:52,-31,-2,-299,2,-1,-7
2024-11-17 16:07:22,-33,-3,-289,1,-2,-7
2024-11-17 16:07:52,-35,-3,-279,3,-1,-7
2024-11-17 16:08:22,-37,-3,-264,2,-1,-8
2024-11-17 16:08:52,-39,-3,-244,3,-2,-10
2024-11-17 16:09:22,-42,-3,-220,3,-1,-10
2024-11-17 16:09:52,-45,-3,-190,3,-1,-10
2024-11-17 16:10:22,-48,-2,-163,4,-2,-10
2024-11-17 16:10:52,-52,-1,-128,3,-1,-11
2024-11-17 16:11:22,-56,-1,-92,3,-1,-11
2024-11-17 16:11:52,-60,0,-58,4,-1,-10
2024-11-17 16:12:22,-65,0,-24,3,-1,-9
2024-11-17 16:13:06,-70,1,19,3,0,-9
2024-11-17 16:13:37,-74,2,46,2,0,-7
2024-11-17 16:14:07,-77,3,68,2,0,-5
2024-11-17 16:14:37,-79,3,84,2,1,-4
2024-11-17 16:15:07,-82,7,141,1,0,-3
2024-11-17 16:15:37,-83,7,145,0,2,0
2024-11-17 16:16:07,-82,6,144,-2,2,1
2024-11-17 16:16:37,-80,5,140,-2,2,2
2024-11-17 16:17:07,-77,5,135,-3,1,3
2024-11-17 16:17:37,-73,5,128,-4,1,4
2024-11-17 16:18:07,-69,4,119,-5,1,5
2024-11-17 16:18:37,-63,4,108,-6,2,6
2024-11-17 16:19:07,-56,3,95,-7,1,8
2024-11-17 16:19:37,-48,3,80,-6,1,7
2024-11-17 16:20:07,-42,3,71,-6,1,6
2024-11-17 16:20:37,-32,3,57,-6,0,7
2024-11-17 16:21:07,-24,3,46,-6,1,6
2024-11-17 16:21:37,-16,4,34,-7,0,6
2024-11-17 16:22:07,-7,5,21,-5,0,5
2024-11-17 16:22:37,0,5,12,-5,1,5
2024-11-17 16:23:07,7,5,4,-4,2,4
2024-11-17 16:23:37,13,4,-1,-5,1,3
2024-11-17 16:24:07,18,3,-6,-2,0,2
2024-11-17 16:24:37,21,3,-9,-3,1,2
2024-11-17 16:25:07,24,2,-12,-2,1,1
2024-11-17 16:25:37,26,2,-13,0,0,0
2024-11-17 16:26:07,27,1,-14,-1,0,0
2024-11-17 16:26:37,27,1,-14,-2,0,1
2024-11-17 16:27:07,29,0,-16,-1,0,1
2024-11-17 16:27:37,30,0,-18,-2,0,0
2024-11-17 16:28:07,32,1,-21,-2,1,2
2024-11-17 16:28:37,35,0,-23,-3,0,2
2024-11-17 16:29:07,38,0,-26,-2,0,1
2024-11-17 16:29:37,39,0,-28,-1,0,2
2024-11-17 16:30:07,40,0,-29,-1,0,1
2024-11-17 16:30:37,39,1,-29,0,0,0
2024-11-17 16:31:08,37,2,-29,-1,1,0
2024-11-17 16:31:38,34,2,-29,1,-1,0
2024-11-17 16:32:08,30,3,-28,3,1,-1
2024-11-17 16:32:38,26,2,-26,3,1,-2
2024-11-17 16:33:08,19,2,-24,3,0,-1
2024-11-17 16:33:38,13,1,-22,3,1,-1
2024-11-17 16:34:08,7,1,-20,5,0,-1
2024-11-17 16:34:38,1,1,-18,4,1,-1
2024-11-17 16:35:08,-4,2,-16,4,0,-2
2024-11-17 16:35:38,-7,2,-15,3,0,-1
2024-11-17 16:36:08,-9,3,-14,2,0,-2
2024-11-17 16:36:38,-8,3,-13,1,1,0
2024-11-17 16:37:08,-5,3,-13,0,1,-2
2024-11-17 16:37:38,-3,4,-13,1,0,-1
2024-11-17 16:38:08,-1,4,-14,2,0,0
2024-11-17 16:38:38,-2,3,-14,3,1,0
