timestamp,adcsErrFlags,estAngRateNorm,estAngRateVec_X,estAngRateVec_Y,estAngRateVec_Z,estAttAngles_Roll,estAttAngles_Pitch,estAttAngles_Yaw,measWheelSpeed_X,measWheelSpeed_Y,measWheelSpeed_Z
2024-11-18 04:59:39,0,0,0,0,0,5200,-120,-5200,0,-3571,0
2024-11-18 05:00:09,0,0,0,0,0,5550,-10,-5150,0,-3550,0
2024-11-18 05:00:39,0,0,0,0,0,5750,90,-5110,0,0,0
2024-11-18 05:01:09,0,0,0,0,0,5910,170,-4990,0,-3501,0
2024-11-18 05:01:39,0,0,0,0,0,5980,230,-4810,0,-3472,0
2024-11-18 05:02:09,0,0,0,0,0,5990,150,-4680,0,-3470,0
2024-11-18 05:02:39,0,0,0,0,0,5920,70,-4440,0,-3470,0
2024-11-18 05:03:09,0,0,0,0,0,6020,30,-4210,0,-3463,0
2024-11-18 05:03:39,0,0,0,0,0,6230,-90,-4030,0,-3475,0
2024-11-18 05:04:09,0,0,0,0,0,6370,-130,-3790,0,-3478,0
2024-11-18 05:04:39,0,0,0,0,0,6500,-160,-3490,0,-3484,0
2024-11-18 05:05:09,0,0,0,0,0,6560,-140,-3250,0,-3476,0
2024-11-18 05:05:39,0,0,0,0,0,6570,-140,-2960,0,-3471,0
2024-11-18 05:06:09,0,0,0,0,0,6530,-230,-2670,0,-3489,0
2024-11-18 05:06:39,0,0,0,0,0,6570,-230,-2330,0,-3495,0
2024-11-18 05:07:09,0,0,0,0,0,6500,-170,-2010,0,-3490,0
2024-11-18 05:07:39,0,0,0,0,0,6370,-90,-1720,0,-3480,0
2024-11-18 05:08:09,0,0,0,0,0,6110,-50,-1480,0,-3469,0
2024-11-18 05:08:39,0,0,0,0,0,5780,-70,-1300,0,-3466,0
2024-11-18 05:09:09,0,0,0,0,0,5260,-140,-1270,0,-3468,0
2024-11-18 05:09:39,0,0,0,0,0,4430,-220,-1330,0,-3476,0
2024-11-18 05:10:09,0,0,0,0,0,3660,-400,-1400,0,-3503,0
2024-11-18 05:10:39,0,0,0,0,0,2830,-500,-1510,0,-3518,0
2024-11-18 05:11:09,0,0,0,0,0,2110,-530,-1590,0,-3525,0
2024-11-18 05:11:39,0,0,0,0,0,1520,-600,-1560,0,-3542,0
2024-11-18 05:12:09,0,0,0,0,0,1060,-570,-1460,0,-3544,0
2024-11-18 05:12:39,0,0,0,0,0,690,-550,-1290,0,-3540,0
2024-11-18 05:13:09,0,0,0,0,0,350,-530,-1140,0,-3535,0
2024-11-18 05:13:39,0,0,0,0,0,-40,-490,-970,0,-3518,0
2024-11-18 05:14:09,0,0,0,0,0,-380,-620,-800,0,-3532,0
2024-11-18 05:14:39,0,0,0,0,0,-710,-660,-640,0,-3534,0
2024-11-18 05:15:10,0,0,0,0,0,-970,-740,-460,0,-3541,0
2024-11-18 05:15:40,0,0,0,0,0,-1230,-780,-310,0,-3549,0
2024-11-18 05:16:10,0,0,0,0,0,-1470,-800,-140,0,-3549,0
2024-11-18 05:16:40,0,0,0,0,0,-1580,-780,110,0,-3541,0
2024-11-18 05:17:10,0,0,0,0,0,-1680,-810,420,0,-3531,0
2024-11-18 05:17:40,0,0,0,0,0,-1680,-870,730,0,-3535,0
2024-11-18 05:18:10,0,0,0,0,0,-1690,-990,1030,0,-3542,0
2024-11-18 05:18:40,0,0,0,0,0,-1680,-1130,1370,0,-3572,0
2024-11-18 05:19:10,0,0,0,0,0,-1590,-1140,1770,0,-3584,0
2024-11-18 05:19:40,0,0,0,0,0,-1470,-1130,2220,0,-3593,0
2024-11-18 05:20:10,0,0,0,0,0,-1270,-1070,2780,0,-3603,0
2024-11-18 05:20:40,0,0,0,0,0,-1030,-930,3390,0,-3593,0
2024-11-18 05:21:10,0,0,0,0,0,-720,-760,4140,0,-3577,0
2024-11-18 05:21:40,0,0,0,0,0,-470,-640,4790,0,-3566,0
2024-11-18 05:22:10,0,0,0,0,0,-170,-480,5490,0,-3545,0
2024-11-18 05:22:40,0,0,0,0,0,120,-450,6230,0,-3545,0
2024-11-18 05:23:10,0,0,0,0,0,480,-400,7080,0,-3539,0
2024-11-18 05:23:40,0,0,0,0,0,800,-380,7880,0,-3545,0
2024-11-18 05:24:10,0,0,0,0,0,1170,-240,8800,0,-3539,0
2024-11-18 05:24:40,0,0,0,0,0,1580,-90,9870,0,-3528,0
2024-11-18 05:25:10,0,0,0,0,0,2040,80,11020,0,-3513,0
