timestamp,int32__battCapacity,int32__battVoltage,int32__battCurrent,int32__battTemperature
2024-11-17 11:30:19,97092,0,2,167
2024-11-17 11:30:49,97092,0,2,167
2024-11-17 11:31:19,97092,0,2,167
2024-11-17 11:31:49,96911,0,2,167
2024-11-17 11:32:19,97273,0,2,167
2024-11-17 11:32:49,96911,0,2,167
2024-11-17 11:33:19,97092,0,2,167
2024-11-17 11:33:49,97092,0,2,167
2024-11-17 11:34:19,97092,0,2,167
2024-11-17 11:34:49,97273,0,2,167
2024-11-17 11:35:19,97273,0,2,167
2024-11-17 11:35:49,97092,0,2,167
2024-11-17 11:36:19,97092,0,2,167
2024-11-17 11:36:49,97273,0,2,167
2024-11-17 11:37:19,96911,0,2,167
2024-11-17 11:37:49,97092,0,2,167
2024-11-17 11:38:19,96911,0,2,167
2024-11-17 11:38:49,96911,0,2,167
2024-11-17 11:39:19,96911,0,2,167
2024-11-17 11:39:49,97092,0,2,167
2024-11-17 11:40:19,97092,0,2,167
2024-11-17 11:40:49,96911,0,2,167
2024-11-17 11:41:19,96911,0,2,167
2024-11-17 11:41:49,97092,0,2,167
2024-11-17 11:42:19,97092,0,2,167
2024-11-17 11:42:49,96911,0,2,167
2024-11-17 11:43:20,97092,0,2,167
2024-11-17 11:43:50,96911,0,2,167
2024-11-17 11:44:20,96911,0,2,167
2024-11-17 11:44:50,97092,0,2,167
2024-11-17 11:45:20,97092,0,2,167
2024-11-17 11:45:50,97092,0,2,167
2024-11-17 11:46:20,96911,0,2,167
2024-11-17 11:46:50,97092,0,2,167
2024-11-17 11:47:20,97092,0,2,167
2024-11-17 11:47:50,97092,0,2,167
2024-11-17 11:48:20,97092,0,2,167
2024-11-17 11:48:50,97092,0,2,167
2024-11-17 11:49:20,97092,0,2,167
2024-11-17 11:49:50,96911,0,2,167
2024-11-17 11:50:20,96911,0,2,167
2024-11-17 11:50:50,96911,0,2,167
2024-11-17 11:51:20,97092,0,2,167
2024-11-17 11:51:50,96911,0,2,167
2024-11-17 11:52:20,97092,0,2,167
2024-11-17 11:52:50,96911,0,2,167
2024-11-17 11:53:20,97092,0,2,167
2024-11-17 11:53:50,97092,0,2,167
2024-11-17 11:54:20,96911,0,2,167
2024-11-17 11:54:50,96911,0,2,167
2024-11-17 11:55:20,97092,0,2,167
2024-11-17 11:55:50,97092,0,2,167
2024-11-17 11:56:20,96911,0,2,167
2024-11-17 11:56:50,97273,0,2,167
2024-11-17 11:57:20,97092,0,2,167
2024-11-17 11:57:50,96911,0,2,167
2024-11-17 11:58:20,97092,0,2,167
2024-11-17 11:58:50,97092,0,2,167
2024-11-17 11:59:20,97092,0,2,167
2024-11-17 11:59:50,97092,0,2,167
2024-11-17 12:00:20,97092,0,2,167
2024-11-17 12:00:50,97092,0,2,167
2024-11-17 12:01:20,96911,0,2,167
2024-11-17 12:01:51,97092,0,2,167
2024-11-17 12:02:21,96911,0,2,167
2024-11-17 12:02:51,97092,0,2,167
2024-11-17 12:03:21,97092,0,2,167
2024-11-17 12:03:51,97092,0,2,167
2024-11-17 12:04:21,97092,0,2,167
2024-11-17 12:04:51,97092,0,2,167
2024-11-17 12:05:21,97273,0,2,167
2024-11-17 12:05:51,97092,0,2,167
2024-11-17 12:06:21,97092,0,2,167
2024-11-17 12:06:51,97092,0,2,167
2024-11-17 12:07:21,97092,0,2,167
2024-11-17 12:07:51,96911,0,2,167
2024-11-17 12:08:21,96911,0,2,167
2024-11-17 12:08:51,97092,0,2,167
2024-11-17 12:09:21,97273,0,2,167
2024-11-17 12:09:51,97092,0,2,167
2024-11-17 12:10:21,97092,0,2,167
2024-11-17 12:10:51,97092,0,2,167
2024-11-17 12:11:21,96911,0,2,167
2024-11-17 12:11:51,96911,0,2,167
2024-11-17 12:12:21,97092,0,2,167
2024-11-17 12:12:51,97092,0,2,167
2024-11-17 12:13:21,97092,0,2,167
2024-11-17 12:13:51,96911,0,2,167
2024-11-17 12:14:21,97092,0,2,167
2024-11-17 12:14:51,97092,0,2,167
2024-11-17 12:15:21,97092,0,2,167
2024-11-17 12:15:51,97092,0,2,167
2024-11-17 12:16:21,97092,0,2,167
2024-11-17 12:16:51,96911,0,2,167
2024-11-17 12:17:21,97092,0,2,167
2024-11-17 12:17:51,97092,0,2,167
2024-11-17 12:18:21,96911,0,2,167
2024-11-17 12:18:51,96911,0,2,167
2024-11-17 12:19:21,97092,0,2,167
2024-11-17 12:19:51,97092,0,2,167
2024-11-17 12:20:22,97092,0,2,167
2024-11-17 12:20:52,97092,0,2,167
2024-11-17 12:21:22,97092,0,2,167
2024-11-17 12:21:52,97092,0,2,167
2024-11-17 12:22:22,96911,0,2,166
2024-11-17 12:22:52,96911,0,2,167
2024-11-17 12:23:22,97092,0,2,167
2024-11-17 12:23:52,97092,0,2,167
2024-11-17 12:24:22,97092,0,2,167
2024-11-17 12:24:52,97092,0,2,167
2024-11-17 12:25:22,96911,0,2,167
2024-11-17 12:25:52,96911,0,2,167
2024-11-17 12:26:22,97092,0,2,167
2024-11-17 12:26:52,97092,0,2,167
2024-11-17 12:27:22,96911,0,2,167
2024-11-17 12:27:52,96911,0,2,167
2024-11-17 12:28:22,96911,0,2,167
2024-11-17 12:28:52,97092,0,2,167
2024-11-17 12:29:22,97092,0,2,167
2024-11-17 12:29:52,97092,0,2,167
2024-11-17 12:30:22,97092,0,2,167
2024-11-17 12:30:52,97092,0,2,167
2024-11-17 12:31:22,96911,0,2,167
