timestamp,estQSet_Q1,estQSet_Q2,estQSet_Q3,estQSet_X,estQSet_Y,estQSet_Z
2024-11-17 19:43:48,-43,5,-19,0,1,-2
2024-11-17 19:44:18,-46,5,-16,1,1,-3
2024-11-17 19:44:48,-48,5,-11,1,1,-3
2024-11-17 19:45:18,-50,5,-8,2,1,-2
2024-11-17 19:45:48,-52,3,-4,2,1,-3
2024-11-17 19:46:18,-54,2,0,1,0,-2
2024-11-17 19:46:48,-55,0,2,0,1,-2
2024-11-17 19:47:18,-55,0,4,0,0,-1
2024-11-17 19:47:48,-54,0,5,-1,0,-1
2024-11-17 19:48:18,-54,0,6,0,0,-1
2024-11-17 19:48:48,-53,1,8,0,-1,-1
2024-11-17 19:49:19,-51,1,8,-1,-1,0
2024-11-17 19:49:49,-50,1,8,-1,1,-1
2024-11-17 19:50:19,-48,0,7,-1,0,-1
2024-11-17 19:50:49,-46,1,7,-2,0,-1
2024-11-17 19:51:19,-44,0,5,-2,0,0
2024-11-17 19:51:49,-42,0,3,-2,-1,1
2024-11-17 19:52:19,-40,0,0,-2,0,1
2024-11-17 19:52:49,-37,-2,-3,-3,0,2
2024-11-17 19:53:19,-34,-3,-7,-1,-1,1
2024-11-17 19:53:49,-31,-2,-11,-1,-1,2
2024-11-17 19:54:19,-28,-3,-14,-2,0,1
2024-11-17 19:54:49,-26,-3,-16,-1,0,1
2024-11-17 19:55:19,-24,-3,-18,-2,-1,0
2024-11-17 19:55:49,-22,-2,-19,-2,-1,0
2024-11-17 19:56:19,-19,-2,-23,-1,0,1
2024-11-17 19:56:49,-15,-1,-26,-2,0,1
2024-11-17 19:57:19,-11,-1,-28,-3,0,0
2024-11-17 19:57:49,-7,0,-31,-2,-1,-1
2024-11-17 19:58:19,-2,0,-34,-3,1,1
2024-11-17 19:58:49,2,0,-37,-2,0,0
2024-11-17 19:59:19,9,0,-41,-4,0,1
2024-11-17 19:59:49,16,0,-45,-4,-1,1
2024-11-17 20:00:19,22,1,-48,-3,0,0
2024-11-17 20:00:49,26,1,-49,-1,0,0
2024-11-17 20:01:19,28,2,-49,-2,0,1
2024-11-17 20:01:49,29,2,-48,0,0,0
2024-11-17 20:02:19,26,3,-45,1,0,-1
2024-11-17 20:02:49,20,2,-42,2,0,0
2024-11-17 20:03:19,13,2,-38,1,0,0
2024-11-17 20:03:49,6,2,-34,1,0,1
2024-11-17 20:04:19,-2,3,-30,1,1,0
2024-11-17 20:04:49,-9,3,-26,2,0,1
2024-11-17 20:05:19,-15,3,-23,0,1,0
2024-11-17 20:05:49,-19,2,-20,-1,1,0
2024-11-17 20:06:19,-22,3,-18,-1,0,0
2024-11-17 20:06:50,-26,2,-16,0,1,0
2024-11-17 20:07:20,-32,1,-14,1,1,0
2024-11-17 20:07:50,-38,2,-12,0,0,0
2024-11-17 20:08:20,-41,2,-12,0,0,1
2024-11-17 20:08:50,-44,2,-10,-1,0,0
2024-11-17 20:09:20,-47,1,-10,0,0,0
2024-11-17 20:09:50,-52,2,-11,0,1,1
2024-11-17 20:10:20,-57,2,-12,0,1,1
2024-11-17 20:10:50,-63,2,-15,1,1,2
2024-11-17 20:11:20,-70,2,-18,2,-1,2
2024-11-17 20:11:50,-77,1,-23,1,1,3
2024-11-17 20:12:20,-86,0,-29,1,1,3
2024-11-17 20:12:50,-93,-1,-35,1,0,3
2024-11-17 20:13:20,-100,-1,-40,1,0,3
2024-11-17 20:13:50,-106,-1,-45,1,-1,2
2024-11-17 20:14:20,-111,-1,-50,0,0,2
2024-11-17 20:14:50,-114,-2,-53,0,0,2
2024-11-17 20:15:20,-117,-2,-56,-1,-1,1
2024-11-17 20:15:50,-118,-2,-58,-1,-1,2
2024-11-17 20:16:20,-120,-2,-59,-1,-1,1
2024-11-17 20:16:50,-121,-2,-61,0,-1,0
2024-11-17 20:17:20,-122,-2,-61,-2,-1,-1
2024-11-17 20:17:50,-121,-1,-60,-1,-1,0
2024-11-17 20:18:20,-120,-2,-58,-2,0,-2
2024-11-17 20:18:50,-117,-2,-53,-1,-1,-3
2024-11-17 20:19:20,-114,-1,-47,-2,-1,-2
2024-11-17 20:19:50,-110,0,-41,-2,-1,-4
