timestamp,estQSet_Q1,estQSet_Q2,estQSet_Q3,estQSet_X,estQSet_Y,estQSet_Z
2024-11-17 20:46:01,59,0,-47,4,0,-2
2024-11-17 20:46:31,55,-1,-3,2,0,-2
2024-11-17 20:47:01,52,0,2,2,-1,-2
2024-11-17 20:47:31,49,0,4,1,-1,-1
2024-11-17 20:48:01,47,1,6,2,1,0
2024-11-17 20:48:31,46,0,6,1,0,0
2024-11-17 20:49:01,45,0,5,0,0,1
2024-11-17 20:49:31,45,0,3,-1,0,2
2024-11-17 20:50:01,45,0,1,0,-1,2
2024-11-17 20:50:31,46,0,0,0,0,2
2024-11-17 20:51:01,47,0,-2,-1,1,2
2024-11-17 20:51:31,48,-1,-6,-2,1,2
2024-11-17 20:52:01,50,-1,-10,-2,0,3
2024-11-17 20:52:31,53,-1,-16,-3,0,4
2024-11-17 20:53:01,56,0,-21,-2,0,3
2024-11-17 20:53:31,59,0,-25,-2,0,3
2024-11-17 20:54:01,60,0,-28,-2,-1,2
2024-11-17 20:54:31,61,0,-30,-2,0,1
2024-11-17 20:55:01,61,0,-31,0,0,1
2024-11-17 20:55:31,60,1,-31,-1,-1,1
2024-11-17 20:56:01,58,2,-30,2,0,0
2024-11-17 20:56:31,55,1,-29,1,0,0
2024-11-17 20:57:01,53,0,-28,1,0,0
2024-11-17 20:57:31,51,0,-28,1,-1,1
2024-11-17 20:58:01,48,0,-26,2,-1,0
2024-11-17 20:58:31,43,-1,-24,4,0,1
2024-11-17 20:59:01,39,-1,-22,2,0,0
2024-11-17 20:59:31,34,0,-20,3,0,0
2024-11-17 21:00:01,29,0,-19,3,0,0
2024-11-17 21:00:31,24,0,-17,3,1,1
2024-11-17 21:01:01,17,0,-15,5,0,0
2024-11-17 21:01:32,9,0,-12,5,-1,-1
2024-11-17 21:02:02,1,0,-10,4,-1,-1
2024-11-17 21:02:32,-6,0,-8,5,0,-1
2024-11-17 21:03:02,-13,0,-6,5,0,1
2024-11-17 21:03:32,-21,0,-3,3,-1,0
2024-11-17 21:04:02,-26,0,-2,2,0,1
2024-11-17 21:04:32,-28,0,-1,0,0,0
2024-11-17 21:05:02,-29,1,0,0,0,0
2024-11-17 21:05:32,-28,2,1,-1,1,-1
2024-11-17 21:06:02,-25,3,2,-3,0,-1
2024-11-17 21:06:32,-21,3,4,-3,0,0
2024-11-17 21:07:02,-17,3,7,-2,1,-1
2024-11-17 21:07:32,-14,4,9,-3,0,-1
2024-11-17 21:08:02,-10,3,12,-3,2,-2
2024-11-17 21:08:32,-5,3,14,-4,1,-2
2024-11-17 21:09:02,0,4,17,-4,1,-2
2024-11-17 21:09:32,4,3,19,-3,1,-2
2024-11-17 21:10:02,7,3,21,-3,0,-1
2024-11-17 21:10:32,7,2,22,-1,1,-1
2024-11-17 21:11:02,7,1,23,-2,0,0
2024-11-17 21:11:32,8,0,24,-2,0,-2
2024-11-17 21:12:02,9,0,26,-2,0,-2
2024-11-17 21:12:32,11,0,29,-4,0,-2
2024-11-17 21:13:02,13,0,31,-2,0,-1
2024-11-17 21:13:32,13,0,32,-2,0,0
2024-11-17 21:14:02,12,0,32,-1,0,0
2024-11-17 21:14:32,11,-1,31,-1,-1,0
2024-11-17 21:15:02,9,-1,31,1,0,1
2024-11-17 21:15:32,7,-1,28,0,0,2
2024-11-17 21:16:02,4,-1,25,2,0,2
2024-11-17 21:16:32,1,-2,22,0,0,2
2024-11-17 21:17:02,0,-2,18,1,-2,2
2024-11-17 21:17:32,-2,-1,15,1,0,2
2024-11-17 21:18:02,-5,0,10,1,0,3
2024-11-17 21:18:32,-8,1,6,0,-1,3
2024-11-17 21:19:02,-11,1,1,1,0,2
2024-11-17 21:19:32,-14,1,-3,1,1,3
2024-11-17 21:20:02,-15,2,-6,0,0,2
2024-11-17 21:20:33,-18,2,-10,1,-1,4
2024-11-17 21:21:03,-21,4,-15,0,1,4
2024-11-17 21:21:33,-24,4,-21,2,0,4
2024-11-17 21:22:03,-28,3,-27,1,2,6
2024-11-17 21:22:33,-32,3,-35,1,1,5
2024-11-17 21:23:03,-37,4,-43,1,0,6
2024-11-17 21:23:33,-42,5,-52,2,1,6
2024-11-17 21:24:03,-48,5,-61,2,1,6
2024-11-17 21:24:33,-52,5,-70,1,1,6
2024-11-17 21:25:03,-56,4,-76,-1,1,5
2024-11-17 21:25:33,-59,5,-82,0,1,4
2024-11-17 21:26:03,-60,5,-84,0,1,2
2024-11-17 21:26:33,-61,4,-86,-1,0,2
2024-11-17 21:27:03,-61,4,-86,-1,1,0
2024-11-17 21:27:33,-61,4,-85,-1,1,-1
2024-11-17 21:28:03,-61,3,-83,-1,0,-2
2024-11-17 21:28:33,-60,2,-79,-1,0,-3
2024-11-17 21:29:03,-59,1,-75,-1,0,-3
2024-11-17 21:29:33,-59,0,-70,-1,0,-3
2024-11-17 21:30:03,-59,0,-65,0,-1,-4
2024-11-17 21:30:33,-58,-1,-58,0,0,-3
2024-11-17 21:31:03,-58,-1,-52,0,-2,-3
2024-11-17 21:31:33,-58,-1,-46,0,-2,-4
2024-11-17 21:32:03,-58,-2,-40,0,0,-3
2024-11-17 21:32:33,-59,-2,-35,0,-1,-4
2024-11-17 21:33:03,-60,-2,-30,1,-1,-3
2024-11-17 21:33:33,-60,-3,-22,-1,-1,-5
2024-11-17 21:34:03,-60,-3,-14,0,-1,-5
2024-11-17 21:34:33,-61,-4,-6,1,-1,-5
2024-11-17 21:35:03,-61,-4,3,1,-1,-5
2024-11-17 21:35:33,-61,-4,12,0,-1,-6
2024-11-17 21:36:03,-61,-4,20,1,-1,-5
2024-11-17 21:36:33,-62,-4,28,1,-2,-4
2024-11-17 21:37:03,-62,-4,36,0,-1,-5
2024-11-17 21:37:33,-63,-3,42,0,-1,-3
2024-11-17 21:38:03,-64,-2,49,0,-1,-4
2024-11-17 21:38:34,-64,-3,53,0,-1,-2
2024-11-17 21:39:04,-64,-3,55,0,-1,-2
2024-11-17 21:39:34,-64,-3,55,-1,-2,0
