timestamp,timestamp,dc_id,uint8__opMode,uint32__upTime,uint16__totalResetCount,uint16__resetReasonBitField,uint16__payloadModesStatus
2024-12-03 00:05:33,OBC_0,2,177139,9836,890,0
2024-12-03 00:06:03,OBC_0,2,177169,9836,890,0
2024-12-03 00:06:33,OBC_0,2,177199,9836,890,0
2024-12-03 00:07:03,OBC_0,2,177229,9836,890,0
2024-12-03 00:07:33,OBC_0,2,177259,9836,890,0
2024-12-03 00:08:03,OBC_0,2,177289,9836,890,0
2024-12-03 00:08:33,OBC_0,2,177319,9836,890,0
2024-12-03 00:09:03,OBC_0,2,177349,9836,890,0
2024-12-03 00:09:33,OBC_0,2,177379,9836,890,0
2024-12-03 00:10:03,OBC_0,2,177409,9836,890,0
2024-12-03 00:10:33,OBC_0,2,177439,9836,890,0
2024-12-03 00:11:03,OBC_0,2,177469,9836,890,0
2024-12-03 00:11:33,OBC_0,2,177499,9836,890,0
2024-12-03 00:12:03,OBC_0,2,177529,9836,890,0
2024-12-03 00:12:33,OBC_0,2,177559,9836,890,0
2024-12-03 00:13:03,OBC_0,2,177589,9836,890,0
2024-12-03 00:13:33,OBC_0,2,177619,9836,890,0
2024-12-03 00:14:03,OBC_0,2,177649,9836,890,0
2024-12-03 00:14:33,OBC_0,2,177679,9836,890,0
2024-12-03 00:15:03,OBC_0,2,177709,9836,890,0
2024-12-03 00:15:33,OBC_0,2,177739,9836,890,0
2024-12-03 00:16:03,OBC_0,2,177769,9836,890,0
2024-12-03 00:16:33,OBC_0,2,177799,9836,890,0
2024-12-03 00:17:03,OBC_0,2,177829,9836,890,0
2024-12-03 00:17:33,OBC_0,2,177859,9836,890,0
2024-12-03 00:18:03,OBC_0,2,177889,9836,890,0
2024-12-03 00:18:34,OBC_0,2,177919,9836,890,0
2024-12-03 00:19:04,OBC_0,2,177949,9836,890,0
2024-12-03 00:19:34,OBC_0,2,177979,9836,890,0
2024-12-03 00:20:04,OBC_0,2,178009,9836,890,0
2024-12-03 00:20:34,OBC_0,2,178039,9836,890,0
2024-12-03 00:21:04,OBC_0,2,178069,9836,890,0
2024-12-03 00:21:34,OBC_0,2,178099,9836,890,0
2024-12-03 00:22:04,OBC_0,2,178129,9836,890,0
2024-12-03 00:22:34,OBC_0,2,178159,9836,890,0
2024-12-03 00:23:04,OBC_0,2,178189,9836,890,0
2024-12-03 00:23:34,OBC_0,2,178219,9836,890,0
2024-12-03 00:24:04,OBC_0,2,178249,9836,890,0
2024-12-03 00:24:34,OBC_0,2,178279,9836,890,0
2024-12-03 00:25:04,OBC_0,2,178309,9836,890,0
2024-12-03 00:25:34,OBC_0,2,178339,9836,890,0
2024-12-03 00:26:04,OBC_0,2,178369,9836,890,0
2024-12-03 00:26:34,OBC_0,2,178399,9836,890,0
2024-12-03 00:27:04,OBC_0,2,178429,9836,890,0
2024-12-03 00:27:34,OBC_0,2,178459,9836,890,0
