timestamp,timestamp,dc_id,estQSet_Q1,estQSet_Q2,estQSet_Q3,estQSet_X,estQSet_Y,estQSet_Z
2024-12-03 00:05:33,ADCS_1,9,-1,19,0,0,-2
2024-12-03 00:06:03,ADCS_1,9,0,17,0,0,-2
2024-12-03 00:06:33,ADCS_1,9,0,11,0,0,-3
2024-12-03 00:07:03,ADCS_1,9,1,4,0,0,-3
2024-12-03 00:07:33,ADCS_1,8,3,-5,0,0,-4
2024-12-03 00:08:03,ADCS_1,8,2,-17,0,-1,-5
2024-12-03 00:08:33,ADCS_1,7,1,-28,1,0,-3
2024-12-03 00:09:03,ADCS_1,8,1,-35,1,0,-2
2024-12-03 00:09:33,ADCS_1,8,0,-42,1,-1,-2
2024-12-03 00:10:03,ADCS_1,9,0,-49,0,-1,-3
2024-12-03 00:10:33,ADCS_1,9,-1,-54,0,0,-2
2024-12-03 00:11:03,ADCS_1,9,0,-58,0,0,-1
2024-12-03 00:11:33,ADCS_1,9,0,-61,0,0,-1
2024-12-03 00:12:03,ADCS_1,9,0,-62,0,-1,0
2024-12-03 00:12:33,ADCS_1,9,0,-59,-1,0,1
2024-12-03 00:13:03,ADCS_1,8,0,-54,-1,0,2
2024-12-03 00:13:33,ADCS_1,7,0,-45,-1,0,2
2024-12-03 00:14:03,ADCS_1,5,0,-36,-1,0,2
2024-12-03 00:14:33,ADCS_1,3,-1,-27,-1,0,2
2024-12-03 00:15:03,ADCS_1,0,-2,-17,-2,0,2
2024-12-03 00:15:33,ADCS_1,-4,-2,-4,-2,0,3
2024-12-03 00:16:03,ADCS_1,-9,-2,10,-3,0,3
2024-12-03 00:16:33,ADCS_1,-14,-4,27,-3,0,4
2024-12-03 00:17:03,ADCS_1,-19,-5,42,-3,1,4
2024-12-03 00:17:33,ADCS_1,-25,-7,60,-3,1,4
2024-12-03 00:18:03,ADCS_1,-30,-7,74,-2,2,3
2024-12-03 00:18:34,ADCS_1,-34,-7,86,-2,1,2
2024-12-03 00:19:04,ADCS_1,-37,-7,95,-1,2,2
2024-12-03 00:19:34,ADCS_1,-38,-7,101,0,1,1
2024-12-03 00:20:04,ADCS_1,-37,-8,104,1,1,0
2024-12-03 00:20:34,ADCS_1,-34,-7,104,2,2,-1
2024-12-03 00:21:04,ADCS_1,-28,-6,100,3,2,-2
2024-12-03 00:21:34,ADCS_1,-19,-5,94,4,2,-2
2024-12-03 00:22:04,ADCS_1,-9,-4,85,5,1,-3
2024-12-03 00:22:34,ADCS_1,4,-2,73,5,1,-3
2024-12-03 00:23:04,ADCS_1,17,-1,62,5,1,-2
2024-12-03 00:23:34,ADCS_1,34,0,49,5,1,-2
2024-12-03 00:24:04,ADCS_1,51,0,37,5,0,-1
2024-12-03 00:24:34,ADCS_1,69,0,24,5,0,-1
2024-12-03 00:25:04,ADCS_1,88,0,10,5,0,-1
2024-12-03 00:25:34,ADCS_1,107,0,-1,4,0,-1
2024-12-03 00:26:04,ADCS_1,127,0,-13,4,1,0
2024-12-03 00:26:34,ADCS_1,146,0,-24,3,0,0
2024-12-03 00:27:04,ADCS_1,166,0,-33,3,0,1
2024-12-03 00:27:34,ADCS_1,185,0,-42,3,0,0
2024-12-03 00:28:04,ADCS_1,200,1,-48,1,0,1
2024-12-03 00:28:34,ADCS_1,211,2,-52,1,0,1
2024-12-03 00:29:04,ADCS_1,219,2,-55,0,0,1
