timestamp,uint8__opMode,uint32__upTime,uint16__totalResetCount,uint16__resetReasonBitField,uint16__payloadModesStatus
2024-11-17 11:30:19,2,160004,9516,890,0
2024-11-17 11:30:49,2,160034,9516,890,0
2024-11-17 11:31:19,2,160064,9516,890,0
2024-11-17 11:31:49,2,160094,9516,890,0
2024-11-17 11:32:19,2,160124,9516,890,0
2024-11-17 11:32:49,2,160154,9516,890,0
2024-11-17 11:33:19,2,160184,9516,890,0
2024-11-17 11:33:49,2,160214,9516,890,0
2024-11-17 11:34:19,2,160244,9516,890,0
2024-11-17 11:34:49,2,160274,9516,890,0
2024-11-17 11:35:19,2,160304,9516,890,0
2024-11-17 11:35:49,2,160334,9516,890,0
2024-11-17 11:36:19,2,160364,9516,890,0
2024-11-17 11:36:49,2,160394,9516,890,0
2024-11-17 11:37:19,2,160424,9516,890,0
2024-11-17 11:37:49,2,160454,9516,890,0
2024-11-17 11:38:19,2,160484,9516,890,0
2024-11-17 11:38:49,2,160514,9516,890,0
2024-11-17 11:39:19,2,160544,9516,890,0
2024-11-17 11:39:49,2,160574,9516,890,0
2024-11-17 11:40:19,2,160604,9516,890,0
2024-11-17 11:40:49,2,160634,9516,890,0
2024-11-17 11:41:19,2,160664,9516,890,0
2024-11-17 11:41:49,2,160694,9516,890,0
2024-11-17 11:42:19,2,160724,9516,890,0
2024-11-17 11:42:49,2,160754,9516,890,0
2024-11-17 11:43:20,2,160784,9516,890,0
2024-11-17 11:43:50,2,160814,9516,890,0
2024-11-17 11:44:20,2,160844,9516,890,0
2024-11-17 11:44:50,2,160874,9516,890,0
2024-11-17 11:45:20,2,160904,9516,890,0
2024-11-17 11:45:50,2,160934,9516,890,0
2024-11-17 11:46:20,2,160964,9516,890,0
2024-11-17 11:46:50,2,160994,9516,890,0
2024-11-17 11:47:20,2,161024,9516,890,0
2024-11-17 11:47:50,2,161054,9516,890,0
2024-11-17 11:48:20,2,161084,9516,890,0
2024-11-17 11:48:50,2,161114,9516,890,0
2024-11-17 11:49:20,2,161144,9516,890,0
2024-11-17 11:49:50,2,161174,9516,890,0
2024-11-17 11:50:20,2,161204,9516,890,0
2024-11-17 11:50:50,2,161234,9516,890,0
2024-11-17 11:51:20,2,161264,9516,890,0
2024-11-17 11:51:50,2,161294,9516,890,0
2024-11-17 11:52:20,2,161324,9516,890,0
2024-11-17 11:52:50,2,161354,9516,890,0
2024-11-17 11:53:20,2,161384,9516,890,0
2024-11-17 11:53:50,2,161414,9516,890,0
2024-11-17 11:54:20,2,161444,9516,890,0
2024-11-17 11:54:50,2,161474,9516,890,0
2024-11-17 11:55:20,2,161504,9516,890,0
2024-11-17 11:55:50,2,161534,9516,890,0
2024-11-17 11:56:20,2,161564,9516,890,0
2024-11-17 11:56:50,2,161594,9516,890,0
2024-11-17 11:57:20,2,161624,9516,890,0
2024-11-17 11:57:50,2,161654,9516,890,0
2024-11-17 11:58:20,2,161684,9516,890,0
2024-11-17 11:58:50,2,161714,9516,890,0
2024-11-17 11:59:20,2,161744,9516,890,0
2024-11-17 11:59:50,2,161774,9516,890,0
2024-11-17 12:00:20,2,161804,9516,890,0
2024-11-17 12:00:50,2,161834,9516,890,0
2024-11-17 12:01:20,2,161864,9516,890,0
2024-11-17 12:01:51,2,161894,9516,890,0
2024-11-17 12:02:21,2,161924,9516,890,0
2024-11-17 12:02:51,2,161954,9516,890,0
2024-11-17 12:03:21,2,161984,9516,890,0
2024-11-17 12:03:51,2,162014,9516,890,0
2024-11-17 12:04:21,2,162044,9516,890,0
