timestamp,int16__VOLT_BRDSUP,int16__TEMP_MCU,int16__VIP_INPUT_Voltage,int16__VIP_INPUT_Current,int16__VIP_INPUT_Power,uint16__STAT_CH_ON,uint16__STAT_CH_OCF,int16__VIP_Voltage_VD0,int16__VIP_Current_VD0,int16__VIP_Voltage_VD4,int16__VIP_Current_VD4,int16__VIP_Voltage_VD6,int16__VIP_Current_VD6,int16__VIP_Voltage_VD7,int16__VIP_Current_VD7,int16__VIP_Voltage_VD8,int16__VIP_Current_VD8,int16__VIP_Voltage_VD9,int16__VIP_Current_VD9,int16__VIP_Voltage_VD10,int16__VIP_Current_VD10,int16__VIP_Voltage_VD11,int16__VIP_Current_VD11
2024-11-17 18:42:15,0,806,0,0,0,65535,0,772,9,860,5,914,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:42:45,0,807,0,0,0,65535,0,773,6,859,5,912,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:43:15,0,806,0,0,0,65535,0,773,7,860,5,913,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:43:45,0,807,0,0,0,65535,0,772,9,860,5,914,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:44:15,0,807,0,0,0,65535,0,771,5,860,5,913,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:44:45,0,806,0,0,0,65535,0,773,6,860,5,913,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:45:15,0,806,0,0,0,65535,0,772,8,859,5,914,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:45:45,0,806,0,0,0,65535,0,773,6,860,4,913,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:46:15,0,807,0,0,0,65535,0,772,9,859,5,914,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:46:45,0,806,0,0,0,65535,0,773,6,860,6,913,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:47:15,0,806,0,0,0,65535,0,772,6,860,5,914,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:47:45,0,806,0,0,0,65535,0,772,9,860,5,912,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:48:15,0,807,0,0,0,65535,0,771,6,860,5,914,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:48:45,0,806,0,0,0,65535,0,773,6,860,5,914,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:49:15,0,807,0,0,0,65535,0,771,5,860,5,914,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:49:45,0,807,0,0,0,65535,0,773,9,860,5,913,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:50:15,0,807,0,0,0,65535,0,772,9,860,5,912,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:50:45,0,806,0,0,0,65535,0,772,8,859,5,913,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:51:15,0,807,0,0,0,65535,0,771,8,859,5,914,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:51:45,0,807,0,0,0,65535,0,771,9,859,5,913,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:52:15,0,806,0,0,0,65535,0,772,8,859,4,913,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:52:45,0,807,0,0,0,65535,0,773,6,859,5,912,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:53:15,0,807,0,0,0,65535,0,772,6,860,5,914,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:53:45,0,807,0,0,0,65535,0,772,7,860,5,914,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:54:15,0,807,0,0,0,65535,0,771,9,860,5,913,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:54:46,0,807,0,0,0,65535,0,771,8,860,6,912,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:55:16,0,807,0,0,0,65535,0,771,6,860,5,913,1,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:55:46,0,806,0,0,0,65535,0,772,9,860,5,914,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:56:16,0,807,0,0,0,65535,0,772,6,859,4,914,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:56:46,0,807,0,0,0,65535,0,771,9,859,5,913,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:57:16,0,806,0,0,0,65535,0,772,7,859,5,913,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:57:46,0,807,0,0,0,65535,0,771,9,860,5,912,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:58:16,0,807,0,0,0,65535,0,771,6,859,5,912,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:58:46,0,807,0,0,0,65535,0,771,9,860,5,914,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:59:16,0,806,0,0,0,65535,0,772,8,860,5,913,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 18:59:46,0,807,0,0,0,65535,0,772,6,860,5,913,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 19:00:16,0,806,0,0,0,65535,0,772,6,860,5,914,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 19:00:46,0,806,0,0,0,65535,0,771,7,859,5,914,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 19:01:16,0,807,0,0,0,65535,0,772,6,859,5,914,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 19:01:46,0,806,0,0,0,65535,0,772,6,859,5,912,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 19:02:16,0,807,0,0,0,65535,0,771,9,860,5,912,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
2024-11-17 19:02:46,0,806,0,0,0,65535,0,772,8,860,5,912,2,0,0,32767,32767,32767,32767,32767,32767,32767,32767
