timestamp,timestamp,dc_id,uint8__opMode,uint32__upTime,uint16__totalResetCount,uint16__resetReasonBitField,uint16__payloadModesStatus
2024-12-02 23:03:47,OBC_0,2,173437,9836,890,0
2024-12-02 23:04:17,OBC_0,2,173467,9836,890,0
2024-12-02 23:04:47,OBC_0,2,173497,9836,890,0
2024-12-02 23:05:17,OBC_0,2,173527,9836,890,0
2024-12-02 23:05:47,OBC_0,2,173557,9836,890,0
2024-12-02 23:06:17,OBC_0,2,173587,9836,890,0
2024-12-02 23:06:47,OBC_0,2,173617,9836,890,0
2024-12-02 23:07:18,OBC_0,2,173647,9836,890,0
2024-12-02 23:07:48,OBC_0,2,173677,9836,890,0
2024-12-02 23:08:18,OBC_0,2,173707,9836,890,0
2024-12-02 23:08:48,OBC_0,2,173737,9836,890,0
2024-12-02 23:09:18,OBC_0,2,173767,9836,890,0
2024-12-02 23:09:48,OBC_0,2,173797,9836,890,0
2024-12-02 23:10:18,OBC_0,2,173827,9836,890,0
2024-12-02 23:10:48,OBC_0,2,173857,9836,890,0
2024-12-02 23:11:18,OBC_0,2,173887,9836,890,0
2024-12-02 23:11:48,OBC_0,2,173917,9836,890,0
2024-12-02 23:12:18,OBC_0,2,173947,9836,890,0
2024-12-02 23:12:48,OBC_0,2,173977,9836,890,0
2024-12-02 23:13:18,OBC_0,2,174007,9836,890,0
2024-12-02 23:13:48,OBC_0,2,174037,9836,890,0
2024-12-02 23:14:18,OBC_0,2,174067,9836,890,0
2024-12-02 23:14:48,OBC_0,2,174097,9836,890,0
2024-12-02 23:15:18,OBC_0,2,174127,9836,890,0
2024-12-02 23:15:56,OBC_0,4,174165,9836,890,0
2024-12-02 23:16:26,OBC_0,4,174195,9836,890,0
2024-12-02 23:16:56,OBC_0,4,174225,9836,890,0
2024-12-02 23:17:26,OBC_0,4,174255,9836,890,0
2024-12-02 23:17:56,OBC_0,4,174285,9836,890,0
2024-12-02 23:18:26,OBC_0,4,174315,9836,890,0
2024-12-02 23:18:56,OBC_0,4,174345,9836,890,0
2024-12-02 23:19:26,OBC_0,4,174375,9836,890,0
2024-12-02 23:19:56,OBC_0,4,174405,9836,890,0
2024-12-02 23:20:26,OBC_0,4,174435,9836,890,0
2024-12-02 23:20:56,OBC_0,4,174465,9836,890,0
2024-12-02 23:21:26,OBC_0,4,174495,9836,890,0
2024-12-02 23:21:56,OBC_0,4,174525,9836,890,0
2024-12-02 23:22:26,OBC_0,4,174555,9836,890,0
2024-12-02 23:22:56,OBC_0,4,174585,9836,890,0
2024-12-02 23:23:30,OBC_0,2,174619,9836,890,0
2024-12-02 23:24:00,OBC_0,2,174649,9836,890,0
2024-12-02 23:24:30,OBC_0,2,174679,9836,890,0
2024-12-02 23:25:01,OBC_0,2,174709,9836,890,0
2024-12-02 23:25:31,OBC_0,2,174739,9836,890,0
2024-12-02 23:26:01,OBC_0,2,174769,9836,890,0
2024-12-02 23:26:31,OBC_0,2,174799,9836,890,0
