timestamp,a__int16__taskStackMaxUnusedSize
2024-11-07 17:06:56,"[464, 1356, 496, 2376, 628, 10336, -1, 1552, 3924, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 836, 2812, 1924, 1488, -1, -1, 340, -1, -1]"
2024-11-07 17:07:26,"[464, 1356, 496, 2376, 628, 10336, -1, 1552, 3924, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 836, 2812, 1924, 1488, -1, -1, 340, -1, -1]"
2024-11-07 17:07:56,"[464, 1356, 496, 2376, 628, 10336, -1, 1552, 3924, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 836, 2812, 1924, 1488, -1, -1, 340, -1, -1]"
2024-11-07 17:08:26,"[464, 1356, 496, 2376, 628, 10336, -1, 1552, 3924, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 836, 2812, 1924, 1488, -1, -1, 340, -1, -1]"
2024-11-07 17:08:56,"[464, 1356, 496, 2376, 628, 10336, -1, 1552, 3924, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 836, 2812, 1924, 1488, -1, -1, 340, -1, -1]"
2024-11-07 17:09:27,"[464, 1356, 496, 2376, 628, 10336, -1, 1552, 3924, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 836, 2812, 1924, 1488, -1, -1, 340, -1, -1]"
2024-11-07 17:09:57,"[464, 1356, 496, 2376, 628, 10336, -1, 1552, 3924, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 836, 2812, 1924, 1488, -1, -1, 340, -1, -1]"
2024-11-07 17:10:27,"[464, 1356, 496, 2376, 628, 10336, -1, 1552, 3924, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 836, 2812, 1924, 1488, -1, -1, 340, -1, -1]"
2024-11-07 17:10:57,"[464, 1356, 496, 2376, 628, 10336, -1, 1552, 3924, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 836, 2812, 1924, 1488, -1, -1, 340, -1, -1]"
2024-11-07 17:11:27,"[464, 1356, 496, 2376, 628, 10336, -1, 1552, 3924, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 836, 2812, 1924, 1488, -1, -1, 340, -1, -1]"
2024-11-07 17:11:57,"[464, 1356, 496, 2376, 628, 10336, -1, 1552, 3924, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 836, 2812, 1924, 1488, -1, -1, 340, -1, -1]"
2024-11-07 17:12:27,"[464, 1356, 496, 2376, 628, 10336, -1, 1552, 3924, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 836, 2812, 1924, 1488, -1, -1, 340, -1, -1]"
