timestamp,int32__battCapacity,int32__battVoltage,int32__battCurrent,int32__battTemperature
2024-11-17 13:33:26,97092,0,2,167
2024-11-17 13:33:56,97092,0,2,167
2024-11-17 13:34:26,97273,0,2,167
2024-11-17 13:34:56,97092,0,2,167
2024-11-17 13:35:26,97092,0,2,167
2024-11-17 13:35:56,96911,0,2,167
2024-11-17 13:36:26,96911,0,2,167
2024-11-17 13:36:56,97092,0,2,167
2024-11-17 13:37:26,97092,0,2,167
2024-11-17 13:37:56,97273,0,2,167
2024-11-17 13:38:26,97092,0,2,167
2024-11-17 13:38:56,97092,0,2,167
2024-11-17 13:39:26,97092,0,2,167
2024-11-17 13:39:56,97092,0,2,167
2024-11-17 13:40:26,97092,0,2,167
2024-11-17 13:40:56,97092,0,2,167
2024-11-17 13:41:26,97092,0,2,167
2024-11-17 13:41:56,96911,0,2,167
2024-11-17 13:42:26,96911,0,2,167
2024-11-17 13:43:13,96880,0,3,167
2024-11-17 13:43:43,96594,0,6,167
2024-11-17 13:44:13,96783,0,6,167
2024-11-17 13:44:43,96816,0,5,167
2024-11-17 13:45:13,96749,0,7,167
2024-11-17 13:45:43,96559,0,7,167
2024-11-17 13:46:13,96629,0,5,167
2024-11-17 13:46:43,96559,0,7,167
2024-11-17 13:47:13,96715,0,8,167
2024-11-17 13:47:43,96816,0,5,167
2024-11-17 13:48:13,96816,0,5,167
2024-11-17 13:48:44,96783,0,6,167
2024-11-17 13:49:14,96783,0,6,167
2024-11-17 13:49:44,96715,0,8,167
2024-11-17 13:50:14,96559,0,7,167
2024-11-17 13:50:44,96629,0,5,167
2024-11-17 13:51:14,96594,0,6,167
2024-11-17 13:51:44,96447,0,10,167
2024-11-17 13:52:14,96848,0,4,167
2024-11-17 13:52:44,96559,0,7,167
2024-11-17 13:53:14,96594,0,6,167
2024-11-17 13:53:44,96816,0,5,167
2024-11-17 13:54:28,97063,0,3,167
2024-11-17 13:54:58,97092,0,2,167
2024-11-17 13:55:28,96880,0,3,167
2024-11-17 13:55:58,97092,0,2,167
2024-11-17 13:56:28,97092,0,2,167
2024-11-17 13:56:58,96911,0,2,167
2024-11-17 13:57:28,97092,0,2,167
2024-11-17 13:57:58,97092,0,2,167
2024-11-17 13:58:28,96911,0,2,167
2024-11-17 13:58:58,97092,0,2,167
2024-11-17 13:59:28,97092,0,2,167
2024-11-17 13:59:58,97092,0,2,167
2024-11-17 14:00:28,97092,0,2,167
2024-11-17 14:00:58,97092,0,2,167
2024-11-17 14:01:28,97092,0,2,167
2024-11-17 14:01:58,97092,0,2,167
2024-11-17 14:02:28,97092,0,2,167
2024-11-17 14:02:58,97092,0,2,167
2024-11-17 14:03:28,96911,0,2,167
2024-11-17 14:03:58,97092,0,2,167
2024-11-17 14:04:28,96911,0,2,167
2024-11-17 14:04:58,96911,0,2,167
2024-11-17 14:05:28,97092,0,2,167
2024-11-17 14:05:58,97092,0,2,167
2024-11-17 14:06:28,97092,0,2,167
2024-11-17 14:06:59,97092,0,2,167
2024-11-17 14:07:29,97092,0,2,167
2024-11-17 14:07:59,97092,0,2,167
2024-11-17 14:08:29,97092,0,2,167
2024-11-17 14:08:59,97092,0,2,167
2024-11-17 14:09:29,96911,0,2,167
2024-11-17 14:09:59,97092,0,2,167
2024-11-17 14:10:29,96911,0,2,167
2024-11-17 14:10:59,96911,0,2,167
2024-11-17 14:11:29,97092,0,2,167
2024-11-17 14:11:59,97092,0,2,167
2024-11-17 14:12:29,96911,0,2,167
2024-11-17 14:12:59,97092,0,2,167
2024-11-17 14:13:29,96911,0,2,167
2024-11-17 14:13:59,97092,0,2,167
2024-11-17 14:14:29,97092,0,2,167
2024-11-17 14:14:59,96911,0,2,167
2024-11-17 14:15:29,97092,0,2,167
2024-11-17 14:15:59,97092,0,2,167
2024-11-17 14:16:29,97092,0,2,167
2024-11-17 14:16:59,97092,0,2,167
2024-11-17 14:17:29,97092,0,2,167
2024-11-17 14:17:59,96911,0,2,167
2024-11-17 14:18:29,97092,0,2,167
2024-11-17 14:18:59,97092,0,2,167
2024-11-17 14:19:29,96911,0,2,167
2024-11-17 14:19:59,96911,0,2,167
2024-11-17 14:20:29,97092,0,2,167
2024-11-17 14:20:59,97092,0,2,167
2024-11-17 14:21:29,97092,0,2,167
2024-11-17 14:21:59,97092,0,2,167
2024-11-17 14:22:29,96911,0,2,167
2024-11-17 14:22:59,96911,0,2,167
2024-11-17 14:23:29,97092,0,2,167
2024-11-17 14:23:59,96911,0,2,167
2024-11-17 14:24:29,96911,0,2,167
2024-11-17 14:25:00,97092,0,2,167
2024-11-17 14:25:30,96911,0,2,167
2024-11-17 14:26:00,96911,0,2,167
2024-11-17 14:26:30,96911,0,2,167
2024-11-17 14:27:00,96911,0,2,167
2024-11-17 14:27:30,97092,0,2,167
2024-11-17 14:28:00,97092,0,2,167
2024-11-17 14:28:30,97092,0,2,167
2024-11-17 14:29:00,97092,0,2,167
2024-11-17 14:29:30,97092,0,2,167
2024-11-17 14:30:00,97092,0,2,167
2024-11-17 14:30:30,97092,0,2,167
2024-11-17 14:31:00,97092,0,2,167
2024-11-17 14:31:30,97273,0,2,167
2024-11-17 14:32:00,96911,0,2,167
2024-11-17 14:32:30,96911,0,2,167
2024-11-17 14:33:00,96911,0,2,167
2024-11-17 14:33:30,97092,0,2,167
2024-11-17 14:34:00,97092,0,2,167
2024-11-17 14:34:30,97092,0,2,167
2024-11-17 14:35:00,97092,0,2,167
