timestamp,magFieldVec_X,magFieldVec_Y,magFieldVec_Z,coarseSunVec_X,coarseSunVec_Y,coarseSunVec_Z,fineSunVec_X,fineSunVec_Y,fineSunVec_Z,nadirVec_X,nadirVec_Y,nadirVec_Z,angRateVec_X,angRateVec_Y,angRateVec_Z,wheelSpeedArr_X,wheelSpeedArr_Y,wheelSpeedArr_Z
2024-11-17 13:33:26,785,324,4317,0,0,0,0,0,0,0,0,0,2,-12,-5,0,-3629,0
2024-11-17 13:33:56,741,308,4337,0,0,0,0,0,0,0,0,0,2,-12,-5,0,-3628,0
2024-11-17 13:34:26,690,291,4354,0,0,0,0,0,0,0,0,0,3,-12,-6,0,-3634,0
2024-11-17 13:34:56,640,280,4373,0,0,0,0,0,0,0,0,0,3,-12,-5,0,-3635,0
2024-11-17 13:35:26,597,264,4388,0,0,0,0,0,0,0,0,0,4,-13,-5,0,-3653,0
2024-11-17 13:35:56,541,257,4402,0,0,0,0,0,0,0,0,0,4,-12,-4,0,-3664,0
2024-11-17 13:36:26,486,257,4416,0,0,0,0,0,0,0,0,0,4,-11,-3,0,-3668,0
2024-11-17 13:36:56,433,261,4430,0,0,0,0,0,0,0,0,0,5,-12,-2,0,-3662,0
2024-11-17 13:37:26,387,255,4438,0,0,0,0,0,0,0,0,0,3,-11,-2,0,-3660,0
2024-11-17 13:37:56,337,250,4449,0,0,0,0,0,0,0,0,0,4,-12,-2,0,-3662,0
2024-11-17 13:38:26,295,241,4459,0,0,0,0,0,0,0,0,0,4,-12,-1,0,-3657,0
2024-11-17 13:38:56,263,242,4464,0,0,0,0,0,0,0,0,0,4,-12,1,0,-3654,0
2024-11-17 13:39:26,226,239,4480,0,0,0,0,0,0,0,0,0,4,-12,2,0,-3648,0
2024-11-17 13:39:56,193,250,4483,0,0,0,0,0,0,0,0,0,3,-12,1,0,-3639,0
2024-11-17 13:40:26,179,256,4492,0,0,0,0,0,0,0,0,0,3,-13,4,0,-3621,0
2024-11-17 13:40:56,175,252,4497,0,0,0,0,0,0,0,0,0,2,-12,4,0,-3613,0
2024-11-17 13:41:26,173,239,4506,0,0,0,0,0,0,0,0,0,3,-13,6,0,-3602,0
2024-11-17 13:41:56,167,233,4519,0,0,0,0,0,0,0,0,0,2,-13,5,0,-3594,0
2024-11-17 13:42:26,170,227,4525,0,0,0,0,0,0,0,0,0,2,-13,7,0,-3595,0
2024-11-17 13:43:13,167,208,4541,9216,-761,3807,0,0,0,80,-120,9999,1,-12,7,0,-3591,0
2024-11-17 13:43:43,159,178,4552,9706,-1141,2121,0,0,0,148,-169,9997,0,-13,6,0,-3590,0
2024-11-17 13:44:13,152,154,4560,9607,-1521,2322,0,0,0,185,-190,9996,0,-11,5,0,-3592,0
2024-11-17 13:44:43,140,129,4576,9067,-3222,2722,0,0,0,223,-199,9996,0,-11,5,0,-3604,0
2024-11-17 13:45:13,128,114,4582,9813,-481,1863,0,0,0,274,-220,9994,1,-11,4,0,-3613,0
2024-11-17 13:45:43,108,99,4593,9617,-1543,2264,0,0,0,291,-223,9993,1,-11,4,0,-3623,0
2024-11-17 13:46:13,85,81,4602,9378,-2805,2044,0,0,0,326,-237,9992,0,-10,2,0,-3618,0
2024-11-17 13:46:43,66,64,4613,9478,-2184,2324,0,0,0,361,-246,9990,1,-10,2,0,-3624,0
2024-11-17 13:47:13,33,42,4624,9652,-2002,1682,0,0,0,408,-298,9987,2,-11,0,0,-3625,0
2024-11-17 13:47:43,7,14,4632,9728,-1942,1261,0,0,0,445,-344,9984,1,-10,-1,0,-3645,0
2024-11-17 13:48:13,-28,-7,4635,9107,-3403,2342,0,0,0,441,-359,9984,1,-9,-1,0,-3650,0
2024-11-17 13:48:44,-64,-29,4644,9512,-1983,2363,0,0,0,459,-372,9983,1,-9,-2,0,-3657,0
2024-11-17 13:49:14,-108,-41,4644,9754,-1422,1682,0,0,0,490,-387,9980,1,-9,-3,0,-3657,0
2024-11-17 13:49:44,-152,-44,4644,9907,-1281,460,0,0,0,527,-385,9979,1,-9,-4,0,-3664,0
2024-11-17 13:50:14,-194,-37,4643,9511,-3044,-521,0,0,0,556,-354,9978,1,-7,-3,0,-3670,0
2024-11-17 13:50:44,-243,-25,4637,9833,-1822,20,0,0,0,555,-286,9981,1,-8,-3,0,-3676,0
2024-11-17 13:51:14,-307,-1,4632,9951,-360,-921,0,0,0,563,-228,9982,1,-7,-3,0,-3689,0
2024-11-17 13:51:44,-371,17,4618,9966,-700,-440,0,0,0,530,-167,9985,3,-8,-2,0,-3688,0
2024-11-17 13:52:14,-451,20,4603,9776,-1903,-901,0,0,0,502,-131,9987,1,-7,-2,0,-3695,0
2024-11-17 13:52:44,-530,23,4578,9545,840,-2861,0,0,0,506,-113,9987,2,-6,-2,0,-3702,0
2024-11-17 13:53:14,-612,38,4557,9787,-540,-1981,0,0,0,434,-61,9990,2,-7,-1,0,-3706,0
2024-11-17 13:53:44,-692,49,4524,9368,-2402,-2542,0,0,0,405,-30,9992,1,-8,-2,0,-3698,0
2024-11-17 13:54:28,-813,46,4474,9566,-801,-2802,0,0,0,339,-9,9994,2,-7,0,0,-3695,0
2024-11-17 13:54:58,-891,50,4428,9325,-3322,-1421,9717,-1379,-1918,270,10,9996,2,-7,-1,0,-3688,0
2024-11-17 13:55:28,-957,48,4391,9599,-461,-2765,9683,-1392,-2075,269,23,9996,2,-6,-2,0,-3684,0
2024-11-17 13:55:58,-1029,47,4344,9701,-1624,-1804,9641,-1366,-2278,222,28,9998,1,-7,-1,0,-3672,0
2024-11-17 13:56:28,-1092,30,4292,9631,-681,-2603,9592,-1341,-2487,232,23,9997,2,-8,-1,0,-3666,0
2024-11-17 13:56:58,-1149,21,4235,9242,-540,-3781,9543,-1295,-2693,253,17,9997,2,-7,-1,0,-3668,0
2024-11-17 13:57:28,-1206,17,4181,9956,381,-861,9478,-1245,-2935,188,23,9998,1,-7,-1,0,-3669,0
2024-11-17 13:57:58,-1259,19,4125,9399,-1543,-3046,9432,-1184,-3105,232,58,9997,2,-8,-2,0,-3679,0
2024-11-17 13:58:28,-1319,21,4058,9051,-1181,-4085,9376,-1142,-3285,230,101,9997,2,-8,-1,0,-3692,0
2024-11-17 13:58:58,-1390,16,3982,9071,-1161,-4045,9321,-1092,-3454,181,124,9998,2,-7,-1,0,-3708,0
2024-11-17 13:59:28,-1465,15,3905,9071,-461,-4185,9268,-1050,-3607,122,157,9998,3,-6,-2,0,-3706,0
2024-11-17 13:59:58,-1535,11,3826,8948,20,-4464,9213,-1007,-3757,63,192,9998,3,-7,-1,0,-3704,0
2024-11-17 14:00:28,-1604,14,3737,9232,-1963,-3304,9151,-957,-3916,2,204,9998,3,-7,-1,0,-3704,0
2024-11-17 14:00:58,-1670,14,3652,9272,120,-3745,9086,-945,-4068,-47,248,9997,2,-7,-2,0,-3685,0
2024-11-17 14:01:28,-1710,16,3572,9533,-300,-3004,9012,-922,-4235,-63,260,9996,2,-7,-1,0,-3667,0
2024-11-17 14:01:58,-1757,18,3491,8999,-1283,-4169,8927,-904,-4414,-77,319,9995,2,-8,-1,0,-3670,0
2024-11-17 14:02:28,-1797,18,3395,9018,-681,-4268,8828,-900,-4611,-79,339,9994,2,-8,1,0,-3656,0
2024-11-17 14:02:58,-1835,15,3313,9315,-1282,-3405,8721,-882,-4813,-73,326,9994,1,-8,0,0,-3669,0
2024-11-17 14:03:28,-1870,13,3219,8715,-381,-4889,8630,-882,-4974,-103,372,9993,1,-9,1,0,-3679,0
2024-11-17 14:03:58,-1918,4,3133,8278,-1243,-5472,8548,-868,-5117,-134,391,9991,2,-9,2,0,-3681,0
2024-11-17 14:04:28,-1954,-8,3036,8111,-2543,-5267,8446,-840,-5288,-155,382,9991,1,-8,1,0,-3668,0
2024-11-17 14:04:58,-1989,-11,2949,8629,-1942,-4665,8325,-829,-5477,-154,370,9992,0,-9,1,0,-3650,0
2024-11-17 14:05:28,-2012,-13,2858,8573,461,-5128,8193,-841,-5671,-141,394,9991,1,-10,2,0,-3636,0
2024-11-17 14:05:58,-2025,-20,2769,7290,-701,-6809,8058,-825,-5864,-120,448,9989,1,-10,2,0,-3634,0
2024-11-17 14:06:28,-2054,-28,2679,8451,-461,-5327,7905,-814,-6070,-92,407,9991,0,-10,2,0,-3647,0
2024-11-17 14:06:59,-2071,-28,2597,7247,-220,-6887,7787,-802,-6222,-92,450,9989,0,-8,2,0,-3642,0
2024-11-17 14:07:29,-2094,-39,2505,6689,200,-7430,7640,-804,-6402,-77,483,9988,0,-10,2,0,-3642,0
2024-11-17 14:07:59,-2118,-37,2413,7551,601,-6529,7484,-815,-6582,-65,482,9988,2,-9,2,0,-3656,0
2024-11-17 14:08:29,-2142,-42,2315,7256,-601,-6855,7340,-816,-6743,-65,504,9987,0,-9,3,0,-3648,0
2024-11-17 14:08:59,-2166,-55,2215,8176,-261,-5751,7180,-809,-6914,-61,459,9989,0,-9,2,0,-3652,0
2024-11-17 14:09:29,-2193,-56,2116,5848,-160,-8111,7045,-816,-7050,-75,536,9985,0,-8,2,0,-3648,0
2024-11-17 14:09:59,-2211,-60,2027,6376,-1002,-7639,6898,-823,-7193,-68,529,9986,0,-10,2,0,-3650,0
2024-11-17 14:10:29,-2230,-62,1931,5929,40,-8053,6741,-848,-7338,-77,543,9985,-1,-8,3,0,-3646,0
2024-11-17 14:10:59,-2251,-69,1824,7307,-1041,-6747,6560,-835,-7501,-65,476,9988,-1,-9,2,0,-3638,0
2024-11-17 14:11:29,-2272,-79,1727,8168,-1281,-5625,6382,-824,-7655,-58,415,9991,-1,-10,2,0,-3646,0
2024-11-17 14:11:59,-2289,-86,1617,7234,-1122,-6813,6233,-809,-7778,-80,417,9991,0,-9,3,0,-3656,0
2024-11-17 14:12:29,-2316,-95,1506,5951,-180,-8035,6087,-804,-7893,-110,436,9990,0,-9,1,0,-3649,0
2024-11-17 14:12:59,-2328,-109,1412,6549,-841,-7510,5934,-786,-8011,-117,407,9991,0,-10,2,0,-3642,0
2024-11-17 14:13:29,-2348,-123,1305,4883,-140,-8726,5784,-793,-8119,-150,459,9988,1,-10,2,0,-3648,0
2024-11-17 14:13:59,-2366,-133,1189,6891,-2304,-6871,5611,-796,-8239,-155,429,9990,2,-10,2,0,-3645,0
2024-11-17 14:14:29,-2381,-145,1073,5129,-1082,-8516,5468,-845,-8330,-204,536,9984,2,-11,2,0,-3641,0
2024-11-17 14:14:59,-2395,-149,961,5366,-1582,-8289,5307,-896,-8428,-232,583,9980,1,-10,2,0,-3636,0
2024-11-17 14:15:29,-2402,-152,849,6433,-1904,-7415,5116,-938,-8541,-228,583,9980,1,-11,3,0,-3606,0
2024-11-17 14:15:59,-2410,-159,752,5746,-2322,-7848,4940,-946,-8643,-223,586,9980,0,-10,2,0,-3593,0
2024-11-17 14:16:29,-2420,-173,646,5413,-1343,-8300,4729,-937,-8761,-206,555,9982,-1,-11,3,0,-3578,0
2024-11-17 14:16:59,-2425,-191,543,4445,-1922,-8749,4507,-899,-8882,-173,509,9986,0,-10,3,0,-3565,0
2024-11-17 14:17:29,-2427,-200,444,3408,0,-9401,4276,-864,-8998,-143,461,9988,-2,-11,2,0,-3563,0
2024-11-17 14:17:59,-2431,-212,336,3184,-340,-9473,4040,-806,-9112,-101,384,9992,-2,-10,2,0,-3571,0
2024-11-17 14:18:29,-2433,-220,229,2585,-621,-9640,3810,-744,-9216,-70,309,9995,-2,-10,1,0,-3571,0
2024-11-17 14:18:59,-2432,-224,126,3502,-120,-9366,3592,-679,-9308,-40,190,9998,-4,-10,1,0,-3572,0
2024-11-17 14:19:29,-2431,-228,26,1941,-340,-9804,3369,-559,-9399,-19,77,10000,-4,-11,1,0,-3581,0
2024-11-17 14:19:59,-2433,-230,-89,2985,-361,-9537,3139,-417,-9485,0,-117,9999,-3,-10,0,0,-3596,0
2024-11-17 14:20:29,-2435,-237,-209,2943,340,-9551,2925,-282,-9559,3,-267,9996,-5,-10,-1,0,-3607,0
2024-11-17 14:20:59,-2427,-241,-323,80,0,-10000,2723,-153,-9621,17,-466,9989,-4,-10,-1,0,-3588,0
2024-11-17 14:21:29,-2426,-241,-427,540,20,-9985,2462,-48,-9692,65,-560,9984,-2,-10,0,0,-3579,0
2024-11-17 14:21:59,-2421,-245,-522,1481,320,-9885,2224,12,-9750,99,-604,9981,-1,-10,-1,0,-3596,0
2024-11-17 14:22:29,-2416,-238,-627,1001,0,-9950,1990,83,-9800,117,-687,9976,-2,-10,0,0,-3604,0
2024-11-17 14:22:59,-2409,-238,-744,2184,160,-9757,1745,148,-9845,131,-731,9972,-2,-9,-1,0,-3601,0
