timestamp,adcsErrFlags,estAngRateNorm,estAngRateVec_X,estAngRateVec_Y,estAngRateVec_Z,estAttAngles_Roll,estAttAngles_Pitch,estAttAngles_Yaw,measWheelSpeed_X,measWheelSpeed_Y,measWheelSpeed_Z
2024-11-17 15:37:03,0,0,0,0,0,-5640,-230,-980,0,-3667,0
2024-11-17 15:37:34,0,0,0,0,0,-5130,-180,-190,0,-3644,0
2024-11-17 15:38:04,0,0,0,0,0,-4580,-220,660,0,-3634,0
2024-11-17 15:38:34,0,0,0,0,0,-4090,-230,1440,0,-3621,0
2024-11-17 15:39:04,0,0,0,0,0,-3870,-300,2020,0,-3618,0
2024-11-17 15:39:34,0,0,0,0,0,-3870,-410,2460,0,-3628,0
2024-11-17 15:40:04,0,0,0,0,0,-3910,-420,2760,0,-3621,0
2024-11-17 15:40:34,0,0,0,0,0,-4060,-440,2920,0,-3620,0
2024-11-17 15:41:04,0,0,0,0,0,-4420,-530,2870,0,-3631,0
2024-11-17 15:41:34,0,0,0,0,0,-4870,-540,2660,0,-3630,0
2024-11-17 15:42:04,0,0,0,0,0,-5340,-590,2390,0,-3639,0
2024-11-17 15:42:34,0,0,0,0,0,-5780,-620,2130,0,-3651,0
2024-11-17 15:43:04,0,0,0,0,0,-6210,-500,1830,0,-3633,0
2024-11-17 15:43:34,0,0,0,0,0,-6650,-460,1540,0,-3618,0
2024-11-17 15:44:04,0,0,0,0,0,-7020,-490,1340,0,-3623,0
2024-11-17 15:44:34,0,0,0,0,0,-7240,-490,1330,0,-3618,0
2024-11-17 15:45:04,0,0,0,0,0,-7360,-500,1510,0,-3615,0
2024-11-17 15:45:34,0,0,0,0,0,-7360,-500,1860,0,-3610,0
2024-11-17 15:46:04,0,0,0,0,0,-7350,-610,2280,0,-3620,0
2024-11-17 15:46:34,0,0,0,0,0,-7400,-630,2560,0,-3623,0
2024-11-17 15:47:04,0,0,0,0,0,-7470,-630,2800,0,-3623,0
2024-11-17 15:47:34,0,0,0,0,0,-7540,-670,3020,0,-3624,0
2024-11-17 15:48:04,0,0,0,0,0,-7520,-700,3390,0,-3631,0
2024-11-17 15:48:34,0,0,0,0,0,-7480,-700,3770,0,-3629,0
2024-11-17 15:49:04,0,0,0,0,0,-7450,-700,4180,0,-3629,0
2024-11-17 15:49:34,0,0,0,0,0,-7320,-680,4650,0,-3623,0
2024-11-17 15:50:04,0,0,0,0,0,-7250,-680,5030,0,-3618,0
2024-11-17 15:50:34,0,0,0,0,0,-7210,-710,5340,0,-3615,0
2024-11-17 15:51:04,0,0,0,0,0,-7120,-700,5630,0,-3606,0
2024-11-17 15:51:34,0,0,0,0,0,-7040,-800,5920,0,-3607,0
2024-11-17 15:52:04,0,0,0,0,0,-6890,-870,6300,0,-3616,0
2024-11-17 15:52:34,0,0,0,0,0,-6740,-880,6650,0,-3612,0
2024-11-17 15:53:04,0,0,0,0,0,-6590,-1010,6940,0,-3630,0
2024-11-17 15:53:34,0,0,0,0,0,-6430,-1030,7210,0,-3639,0
2024-11-17 15:54:04,0,0,0,0,0,-6290,-1040,7320,0,-3654,0
