timestamp,estQSet_Q1,estQSet_Q2,estQSet_Q3,estQSet_X,estQSet_Y,estQSet_Z
2024-11-17 23:51:23,-35,5,24,1,1,-5
2024-11-17 23:51:53,-34,6,33,0,1,-5
2024-11-17 23:52:23,-34,7,44,2,2,-5
2024-11-17 23:52:53,-34,7,55,2,2,-6
2024-11-17 23:53:23,-34,6,68,2,1,-6
2024-11-17 23:53:53,-34,6,78,2,1,-6
2024-11-17 23:54:23,-33,5,90,2,1,-5
2024-11-17 23:54:53,-34,4,101,2,1,-5
2024-11-17 23:55:23,-34,2,110,1,1,-4
2024-11-17 23:55:53,-34,1,119,2,1,-3
2024-11-17 23:56:23,-33,0,126,3,0,-4
2024-11-17 23:56:53,-33,0,134,1,0,-3
2024-11-17 23:57:23,-32,0,142,1,1,-3
2024-11-17 23:57:53,-32,-1,149,1,1,-3
2024-11-17 23:58:23,-30,-1,155,1,-1,-2
2024-11-17 23:58:53,-29,0,158,2,0,-2
2024-11-17 23:59:23,-27,0,161,0,0,0
2024-11-17 23:59:53,-25,0,163,0,0,0
2024-11-18 00:00:23,-22,1,164,-1,-1,0
2024-11-18 00:00:53,-19,2,164,-1,0,0
2024-11-18 00:01:23,-17,3,163,0,0,1
2024-11-18 00:01:53,-13,3,161,-1,0,1
2024-11-18 00:02:23,-10,3,157,0,1,1
2024-11-18 00:02:53,-6,3,153,0,1,1
2024-11-18 00:03:23,-2,3,149,-1,1,2
2024-11-18 00:03:53,1,4,145,-1,0,1
2024-11-18 00:04:23,6,4,142,-1,1,2
2024-11-18 00:04:54,10,4,139,0,0,2
2024-11-18 00:05:24,14,4,136,-1,2,3
2024-11-18 00:05:54,18,5,133,-1,2,2
2024-11-18 00:06:24,22,5,129,-2,2,2
2024-11-18 00:06:54,27,6,125,-1,1,3
2024-11-18 00:07:24,31,6,121,0,2,2
2024-11-18 00:07:54,35,6,117,-1,1,2
2024-11-18 00:08:24,40,5,113,-1,1,2
2024-11-18 00:08:54,44,6,109,-1,1,2
2024-11-18 00:09:24,48,6,105,0,1,1
2024-11-18 00:09:54,52,6,100,-1,0,2
2024-11-18 00:10:24,55,6,95,0,1,2
2024-11-18 00:10:54,59,7,90,0,1,2
2024-11-18 00:11:24,62,7,84,0,1,2
2024-11-18 00:11:54,66,7,78,0,2,2
2024-11-18 00:12:24,69,7,72,-1,1,4
2024-11-18 00:12:54,72,7,65,0,1,4
2024-11-18 00:13:24,75,7,58,-1,2,4
2024-11-18 00:13:54,78,7,52,-2,2,3
2024-11-18 00:14:24,81,7,45,-1,1,4
2024-11-18 00:14:54,85,7,38,-1,1,4
2024-11-18 00:15:24,88,7,31,0,0,2
2024-11-18 00:15:54,89,7,26,0,1,2
2024-11-18 00:16:24,89,6,22,0,2,2
2024-11-18 00:16:54,87,4,20,2,2,2
2024-11-18 00:17:24,85,3,18,2,0,1
2024-11-18 00:17:54,81,2,18,3,1,0
2024-11-18 00:18:24,78,2,18,2,0,2
2024-11-18 00:18:54,75,2,18,1,1,1
2024-11-18 00:19:24,71,2,17,2,0,1
2024-11-18 00:19:54,67,2,19,4,0,2
2024-11-18 00:20:24,62,3,21,2,0,1
2024-11-18 00:20:54,57,4,22,3,0,1
2024-11-18 00:21:24,54,5,23,3,1,1
2024-11-18 00:21:54,50,5,24,3,1,1
2024-11-18 00:22:24,46,6,25,1,0,2
2024-11-18 00:22:54,43,6,27,2,2,0
2024-11-18 00:23:25,40,5,28,2,1,0
2024-11-18 00:23:55,35,5,29,2,1,1
2024-11-18 00:24:25,31,5,31,3,1,0
2024-11-18 00:24:55,26,4,34,3,0,0
2024-11-18 00:25:25,21,3,35,3,0,1
2024-11-18 00:25:55,15,2,36,3,1,0
2024-11-18 00:26:25,8,2,39,4,0,0
2024-11-18 00:26:55,-1,2,40,4,0,1
2024-11-18 00:27:25,-9,2,41,4,0,0
2024-11-18 00:27:55,-17,2,42,3,0,1
2024-11-18 00:28:25,-22,1,41,2,1,2
2024-11-18 00:28:55,-26,1,39,2,-1,1
2024-11-18 00:29:25,-33,0,37,3,0,2
2024-11-18 00:29:55,-43,0,35,5,0,2
2024-11-18 00:30:25,-53,0,31,5,-1,2
2024-11-18 00:30:55,-64,0,26,6,-1,3
2024-11-18 00:31:25,-76,0,21,5,0,3
2024-11-18 00:31:55,-86,-1,15,5,0,3
2024-11-18 00:32:25,-96,-2,9,5,-1,3
2024-11-18 00:32:55,-102,-4,4,3,-1,2
2024-11-18 00:33:25,-105,-5,0,2,-1,2
2024-11-18 00:33:55,-104,-6,-2,2,-2,1
2024-11-18 00:34:25,-101,-7,-4,1,-2,0
2024-11-18 00:34:55,-94,-8,-4,0,-2,-2
2024-11-18 00:35:25,-86,-9,-2,0,-3,-2
2024-11-18 00:35:55,-75,-10,0,-1,-2,-2
2024-11-18 00:36:25,-65,-11,1,0,-3,-1
2024-11-18 00:36:55,-54,-11,4,-1,-3,-1
2024-11-18 00:37:25,-44,-11,7,-1,-3,-2
2024-11-18 00:37:55,-34,-11,10,0,-2,-2
2024-11-18 00:38:25,-23,-10,13,0,-3,-3
2024-11-18 00:38:55,-12,-10,17,0,-3,-2
2024-11-18 00:39:25,-1,-9,21,0,-2,-1
2024-11-18 00:39:55,5,-9,23,0,-2,-1
2024-11-18 00:40:25,14,-9,24,1,-2,0
2024-11-18 00:40:55,20,-8,22,1,-3,2
2024-11-18 00:41:25,24,-8,19,1,-3,2
2024-11-18 00:41:56,26,-8,13,1,-1,3
2024-11-18 00:42:26,28,-9,8,1,-3,3
2024-11-18 00:42:56,28,-9,0,2,-3,4
2024-11-18 00:43:26,27,-9,-8,2,-2,6
2024-11-18 00:43:56,25,-8,-20,2,-2,6
2024-11-18 00:44:26,21,-7,-32,2,-1,6
2024-11-18 00:44:56,17,-6,-45,3,-3,8
2024-11-18 00:45:26,12,-4,-61,2,-2,8
2024-11-18 00:45:56,5,-1,-79,2,-2,9
2024-11-18 00:46:26,-2,0,-97,3,-2,9
2024-11-18 00:46:56,-8,2,-114,3,-1,9
2024-11-18 00:47:26,-16,3,-132,1,-1,9
2024-11-18 00:47:56,-23,5,-149,1,1,8
2024-11-18 00:48:26,-29,5,-165,1,0,6
2024-11-18 00:48:56,-34,6,-179,1,2,6
2024-11-18 00:49:26,-38,6,-191,1,1,5
2024-11-18 00:49:56,-42,6,-203,1,2,5
2024-11-18 00:50:26,-46,6,-215,1,0,5
2024-11-18 00:50:56,-50,6,-225,2,2,4
2024-11-18 00:51:26,-53,6,-232,1,1,2
2024-11-18 00:51:56,-56,7,-239,1,2,0
2024-11-18 00:52:26,-58,7,-243,1,0,0
