timestamp,uint8__opMode,uint32__upTime,uint16__totalResetCount,uint16__resetReasonBitField,uint16__payloadModesStatus
2024-11-18 00:52:56,2,208119,9516,890,0
2024-11-18 00:53:26,2,208149,9516,890,0
2024-11-18 00:53:56,2,208179,9516,890,0
2024-11-18 00:54:26,2,208209,9516,890,0
2024-11-18 00:54:56,2,208239,9516,890,0
2024-11-18 00:55:26,2,208269,9516,890,0
2024-11-18 00:55:56,2,208299,9516,890,0
2024-11-18 00:56:26,2,208329,9516,890,0
2024-11-18 00:56:56,2,208359,9516,890,0
2024-11-18 00:57:26,2,208389,9516,890,0
2024-11-18 00:57:56,2,208419,9516,890,0
2024-11-18 00:58:26,2,208449,9516,890,0
2024-11-18 00:58:56,2,208479,9516,890,0
2024-11-18 00:59:26,2,208509,9516,890,0
2024-11-18 00:59:57,2,208539,9516,890,0
2024-11-18 01:00:27,2,208569,9516,890,0
2024-11-18 01:00:57,2,208599,9516,890,0
2024-11-18 01:01:27,2,208629,9516,890,0
2024-11-18 01:01:57,2,208659,9516,890,0
2024-11-18 01:02:27,2,208689,9516,890,0
2024-11-18 01:02:57,2,208719,9516,890,0
2024-11-18 01:03:27,2,208749,9516,890,0
2024-11-18 01:03:57,2,208779,9516,890,0
2024-11-18 01:04:27,2,208809,9516,890,0
2024-11-18 01:04:57,2,208839,9516,890,0
2024-11-18 01:05:27,4,208869,9516,890,0
2024-11-18 01:05:57,4,208899,9516,890,0
2024-11-18 01:06:27,4,208929,9516,890,0
2024-11-18 01:06:57,4,208959,9516,890,0
2024-11-18 01:07:27,4,208989,9516,890,0
2024-11-18 01:07:57,4,209019,9516,890,0
2024-11-18 01:08:27,4,209049,9516,890,0
2024-11-18 01:08:57,4,209079,9516,890,0
2024-11-18 01:09:27,4,209109,9516,890,0
2024-11-18 01:09:57,4,209139,9516,890,0
2024-11-18 01:10:27,4,209169,9516,890,0
2024-11-18 01:10:57,4,209199,9516,890,0
2024-11-18 01:11:27,4,209229,9516,890,0
2024-11-18 01:11:57,4,209259,9516,890,0
2024-11-18 01:12:27,4,209289,9516,890,0
2024-11-18 01:12:57,4,209319,9516,890,0
2024-11-18 01:13:27,4,209349,9516,890,0
2024-11-18 01:13:57,4,209379,9516,890,0
2024-11-18 01:14:27,4,209409,9516,890,0
2024-11-18 01:14:57,4,209439,9516,890,0
2024-11-18 01:15:27,4,209469,9516,890,0
2024-11-18 01:16:12,2,209514,9516,890,0
2024-11-18 01:16:42,2,209544,9516,890,0
2024-11-18 01:17:12,2,209574,9516,890,0
2024-11-18 01:17:42,2,209604,9516,890,0
2024-11-18 01:18:13,2,209634,9516,890,0
2024-11-18 01:18:43,2,209664,9516,890,0
2024-11-18 01:19:13,2,209694,9516,890,0
2024-11-18 01:19:43,2,209724,9516,890,0
2024-11-18 01:20:13,2,209754,9516,890,0
2024-11-18 01:20:43,2,209784,9516,890,0
2024-11-18 01:21:13,2,209814,9516,890,0
2024-11-18 01:21:43,2,209844,9516,890,0
2024-11-18 01:22:13,2,209874,9516,890,0
2024-11-18 01:22:43,2,209904,9516,890,0
2024-11-18 01:23:13,2,209934,9516,890,0
2024-11-18 01:23:43,2,209964,9516,890,0
2024-11-18 01:24:13,2,209994,9516,890,0
2024-11-18 01:24:43,2,210024,9516,890,0
2024-11-18 01:25:13,2,210054,9516,890,0
2024-11-18 01:25:43,2,210084,9516,890,0
2024-11-18 01:26:13,2,210114,9516,890,0
2024-11-18 01:26:43,2,210144,9516,890,0
2024-11-18 01:27:13,2,210174,9516,890,0
2024-11-18 01:27:43,2,210204,9516,890,0
2024-11-18 01:28:13,2,210234,9516,890,0
2024-11-18 01:28:43,2,210264,9516,890,0
2024-11-18 01:29:13,2,210294,9516,890,0
2024-11-18 01:29:43,2,210324,9516,890,0
2024-11-18 01:30:13,2,210354,9516,890,0
2024-11-18 01:30:43,2,210384,9516,890,0
2024-11-18 01:31:13,2,210414,9516,890,0
2024-11-18 01:31:43,2,210444,9516,890,0
2024-11-18 01:32:13,2,210474,9516,890,0
2024-11-18 01:32:43,2,210504,9516,890,0
2024-11-18 01:33:13,2,210534,9516,890,0
2024-11-18 01:33:43,2,210564,9516,890,0
2024-11-18 01:34:13,2,210594,9516,890,0
2024-11-18 01:34:43,2,210624,9516,890,0
