timestamp,uint8__opMode,uint32__upTime,uint16__totalResetCount,uint16__resetReasonBitField,uint16__payloadModesStatus
2024-11-17 20:46:01,2,193317,9516,890,0
2024-11-17 20:46:31,2,193347,9516,890,0
2024-11-17 20:47:01,2,193377,9516,890,0
2024-11-17 20:47:31,2,193407,9516,890,0
2024-11-17 20:48:01,2,193437,9516,890,0
2024-11-17 20:48:31,2,193467,9516,890,0
2024-11-17 20:49:01,2,193497,9516,890,0
2024-11-17 20:49:31,2,193527,9516,890,0
2024-11-17 20:50:01,2,193557,9516,890,0
2024-11-17 20:50:31,2,193587,9516,890,0
2024-11-17 20:51:01,2,193617,9516,890,0
2024-11-17 20:51:31,2,193647,9516,890,0
2024-11-17 20:52:01,2,193677,9516,890,0
2024-11-17 20:52:31,2,193707,9516,890,0
2024-11-17 20:53:01,2,193737,9516,890,0
2024-11-17 20:53:31,2,193767,9516,890,0
2024-11-17 20:54:01,2,193797,9516,890,0
2024-11-17 20:54:31,2,193827,9516,890,0
2024-11-17 20:55:01,2,193857,9516,890,0
2024-11-17 20:55:31,2,193887,9516,890,0
2024-11-17 20:56:01,2,193917,9516,890,0
2024-11-17 20:56:31,2,193947,9516,890,0
2024-11-17 20:57:01,2,193977,9516,890,0
2024-11-17 20:57:31,2,194007,9516,890,0
2024-11-17 20:58:01,2,194037,9516,890,0
2024-11-17 20:58:31,2,194067,9516,890,0
2024-11-17 20:59:01,2,194097,9516,890,0
2024-11-17 20:59:31,2,194127,9516,890,0
2024-11-17 21:00:01,2,194157,9516,890,0
2024-11-17 21:00:31,2,194187,9516,890,0
2024-11-17 21:01:01,2,194217,9516,890,0
2024-11-17 21:01:32,2,194247,9516,890,0
2024-11-17 21:02:02,2,194277,9516,890,0
2024-11-17 21:02:32,2,194307,9516,890,0
2024-11-17 21:03:02,2,194337,9516,890,0
2024-11-17 21:03:32,2,194367,9516,890,0
2024-11-17 21:04:02,2,194397,9516,890,0
2024-11-17 21:04:32,2,194427,9516,890,0
