timestamp,adcsErrFlags,estAngRateNorm,estAngRateVec_X,estAngRateVec_Y,estAngRateVec_Z,estAttAngles_Roll,estAttAngles_Pitch,estAttAngles_Yaw,measWheelSpeed_X,measWheelSpeed_Y,measWheelSpeed_Z
2024-11-17 21:47:34,0,0,0,0,0,3710,80,3510,0,-3677,0
2024-11-17 21:48:04,0,0,0,0,0,3660,20,3640,0,-3667,0
2024-11-17 21:48:34,0,0,0,0,0,3590,-120,3730,0,-3679,0
2024-11-17 21:49:04,0,0,0,0,0,3520,-210,3810,0,-3694,0
2024-11-17 21:49:34,0,0,0,0,0,3440,-250,3880,0,-3698,0
2024-11-17 21:50:04,0,0,0,0,0,3470,-350,3800,0,-3715,0
2024-11-17 21:50:34,0,0,0,0,0,3560,-410,3510,0,-3736,0
2024-11-17 21:51:04,0,0,0,0,0,3700,-330,3170,0,-3734,0
2024-11-17 21:51:34,0,0,0,0,0,3880,-290,2830,0,-3729,0
2024-11-17 21:52:04,0,0,0,0,0,4080,-280,2400,0,-3731,0
2024-11-17 21:52:34,0,0,0,0,0,4350,-270,1880,0,-3734,0
2024-11-17 21:53:04,0,0,0,0,0,4620,-300,1330,0,-3744,0
2024-11-17 21:53:34,0,0,0,0,0,4930,-270,740,0,-3746,0
2024-11-17 21:54:04,0,0,0,0,0,5300,-230,10,0,-3747,0
2024-11-17 21:54:34,0,0,0,0,0,5660,-190,-680,0,-3736,0
2024-11-17 21:55:04,0,0,0,0,0,6030,-230,-1390,0,-3733,0
2024-11-17 21:55:34,0,0,0,0,0,6440,-280,-2200,0,-3735,0
2024-11-17 21:56:04,0,0,0,0,0,6830,-340,-3010,0,-3726,0
2024-11-17 21:56:34,0,0,0,0,0,7190,-420,-3780,0,-3721,0
2024-11-17 21:57:05,0,0,0,0,0,7540,-600,-4580,0,-3727,0
2024-11-17 21:57:35,0,0,0,0,0,7830,-850,-5290,0,-3760,0
2024-11-17 21:58:05,0,0,0,0,0,8120,-890,-6010,0,-3766,0
2024-11-17 21:58:35,0,0,0,0,0,8390,-920,-6750,0,-3768,0
2024-11-17 21:59:05,0,0,0,0,0,8620,-940,-7400,0,-3762,0
2024-11-17 21:59:35,0,0,0,0,0,8750,-1020,-7970,0,-3771,0
2024-11-17 22:00:05,0,0,0,0,0,8840,-1080,-8520,0,-3776,0
2024-11-17 22:00:35,0,0,0,0,0,8820,-1080,-8820,0,-3782,0
2024-11-17 22:01:05,0,0,0,0,0,9040,-1040,-9300,0,-3771,0
