timestamp,magFieldVec_X,magFieldVec_Y,magFieldVec_Z,coarseSunVec_X,coarseSunVec_Y,coarseSunVec_Z,fineSunVec_X,fineSunVec_Y,fineSunVec_Z,nadirVec_X,nadirVec_Y,nadirVec_Z,angRateVec_X,angRateVec_Y,angRateVec_Z,wheelSpeedArr_X,wheelSpeedArr_Y,wheelSpeedArr_Z
2024-11-17 21:47:34,1385,-159,-3359,-9489,-1241,-2903,-9747,-244,-2220,37,821,9966,-9,-9,7,0,-3676,0
2024-11-17 21:48:04,1378,-149,-3274,-9139,1022,-3928,-9807,-188,-1945,89,807,9967,-8,-9,8,0,-3666,0
2024-11-17 21:48:34,1366,-142,-3195,-9835,-881,-1582,0,0,0,131,739,9972,-8,-10,7,0,-3675,0
2024-11-17 21:49:04,1360,-139,-3108,-9915,1182,-541,0,0,0,164,713,9973,-9,-8,8,0,-3694,0
2024-11-17 21:49:34,1353,-137,-3032,-9938,561,-962,0,0,0,185,701,9974,-8,-8,8,0,-3699,0
2024-11-17 21:50:04,1348,-128,-2944,-9782,1100,-1760,0,0,0,206,696,9974,-8,-9,7,0,-3713,0
2024-11-17 21:50:34,1349,-126,-2854,-9986,520,40,0,0,0,183,651,9977,-7,-7,6,0,-3736,0
2024-11-17 21:51:04,1344,-124,-2767,-9763,2161,100,0,0,0,160,652,9977,-7,-7,5,0,-3734,0
2024-11-17 21:51:34,1340,-124,-2695,-9959,-862,-261,0,0,0,148,677,9976,-7,-7,6,0,-3728,0
2024-11-17 21:52:04,1325,-122,-2619,-9892,-1462,-60,0,0,0,138,685,9976,-7,-7,4,0,-3731,0
2024-11-17 21:52:34,1319,-125,-2542,-9725,-2301,360,0,0,0,124,699,9975,-6,-8,5,0,-3734,0
2024-11-17 21:53:04,1307,-124,-2468,-9926,1121,-460,0,0,0,117,736,9972,-6,-8,5,0,-3744,0
2024-11-17 21:53:34,1289,-123,-2404,-9931,1141,280,0,0,0,96,748,9972,-5,-8,4,0,-3744,0
2024-11-17 21:54:04,1279,-127,-2336,-9517,180,3065,0,0,0,65,736,9973,-5,-7,3,0,-3748,0
2024-11-17 21:54:34,1259,-139,-2277,-9627,-160,2702,0,0,0,58,802,9968,-3,-7,3,0,-3736,0
2024-11-17 21:55:04,1236,-143,-2220,-9643,380,2621,0,0,0,59,851,9964,-4,-8,3,0,-3734,0
2024-11-17 21:55:34,1219,-150,-2175,-9615,1042,2544,0,0,0,64,894,9960,-4,-8,3,0,-3735,0
2024-11-17 21:56:04,1193,-154,-2125,-9898,-701,1242,0,0,0,75,967,9953,-3,-7,2,0,-3726,0
2024-11-17 21:56:34,1168,-165,-2077,-9317,-421,3607,0,0,0,94,958,9954,-2,-7,3,0,-3721,0
2024-11-17 21:57:05,1142,-173,-2040,-9751,-1261,1822,0,0,0,127,1061,9943,-3,-7,2,0,-3727,0
2024-11-17 21:57:35,1128,-180,-1999,-9899,561,1302,0,0,0,143,1118,9936,-3,-8,2,0,-3756,0
2024-11-17 21:58:05,1112,-193,-1965,-8690,-901,4866,0,0,0,115,1083,9940,-3,-7,2,0,-3767,0
2024-11-17 21:58:35,1100,-205,-1920,-9026,-2922,3162,0,0,0,94,1158,9932,-3,-7,3,0,-3768,0
2024-11-17 21:59:05,1091,-215,-1895,-9744,740,2121,0,0,0,96,1219,9925,-2,-8,3,0,-3762,0
2024-11-17 21:59:35,1085,-225,-1865,-9196,-1242,3727,0,0,0,85,1219,9925,-1,-8,4,0,-3769,0
2024-11-17 22:00:05,1072,-236,-1835,-9410,380,3363,0,0,0,82,1248,9921,-1,-6,4,0,-3778,0
2024-11-17 22:00:35,1070,-244,-1808,-9313,-2143,2944,0,0,0,63,1250,9921,-3,-6,4,0,-3783,0
2024-11-17 22:01:05,1060,-250,-1777,0,0,0,0,0,0,0,0,0,-3,-7,4,0,-3771,0
2024-11-17 22:01:35,1053,-253,-1762,0,0,0,0,0,0,0,0,0,-1,-6,3,0,-3760,0
2024-11-17 22:02:05,1049,-259,-1744,0,0,0,0,0,0,0,0,0,-1,-7,3,0,-3747,0
2024-11-17 22:02:35,1041,-261,-1731,0,0,0,0,0,0,0,0,0,-1,-7,4,0,-3744,0
2024-11-17 22:03:05,1037,-267,-1719,0,0,0,0,0,0,0,0,0,-2,-7,5,0,-3758,0
2024-11-17 22:03:35,1036,-272,-1707,0,0,0,0,0,0,0,0,0,-2,-7,5,0,-3779,0
2024-11-17 22:04:05,1047,-270,-1686,0,0,0,0,0,0,0,0,0,-1,-6,5,0,-3810,0
2024-11-17 22:04:35,1055,-271,-1670,0,0,0,0,0,0,0,0,0,0,-6,3,0,-3816,0
2024-11-17 22:05:05,1075,-272,-1652,0,0,0,0,0,0,0,0,0,0,-6,3,0,-3840,0
2024-11-17 22:05:35,1107,-275,-1623,0,0,0,0,0,0,0,0,0,1,-5,4,0,-3875,0
2024-11-17 22:06:05,1142,-284,-1596,0,0,0,0,0,0,0,0,0,-1,-5,5,0,-3880,0
2024-11-17 22:06:35,1178,-287,-1564,0,0,0,0,0,0,0,0,0,-2,-4,5,0,-3864,0
2024-11-17 22:07:05,1212,-290,-1534,0,0,0,0,0,0,0,0,0,-2,-4,6,0,-3878,0
2024-11-17 22:07:35,1247,-291,-1507,0,0,0,0,0,0,0,0,0,-4,-5,6,0,-3872,0
2024-11-17 22:08:05,1284,-288,-1472,0,0,0,0,0,0,0,0,0,-5,-5,7,0,-3863,0
2024-11-17 22:08:35,1330,-285,-1444,0,0,0,0,0,0,0,0,0,-5,-5,7,0,-3862,0
2024-11-17 22:09:05,1366,-283,-1411,0,0,0,0,0,0,0,0,0,-5,-5,7,0,-3849,0
2024-11-17 22:09:35,1407,-279,-1369,0,0,0,0,0,0,0,0,0,-4,-5,6,0,-3849,0
2024-11-17 22:10:05,1451,-270,-1326,0,0,0,0,0,0,0,0,0,-5,-5,7,0,-3854,0
2024-11-17 22:10:35,1501,-269,-1281,0,0,0,0,0,0,0,0,0,-4,-5,6,0,-3833,0
2024-11-17 22:11:05,1544,-269,-1234,0,0,0,0,0,0,0,0,0,-5,-5,7,0,-3817,0
2024-11-17 22:11:35,1587,-261,-1190,0,0,0,0,0,0,0,0,0,-6,-6,8,0,-3818,0
2024-11-17 22:12:05,1633,-260,-1136,0,0,0,0,0,0,0,0,0,-6,-6,6,0,-3810,0
2024-11-17 22:12:35,1683,-257,-1076,0,0,0,0,0,0,0,0,0,-6,-6,6,0,-3796,0
2024-11-17 22:13:05,1731,-260,-1014,0,0,0,0,0,0,0,0,0,-6,-7,6,0,-3792,0
2024-11-17 22:13:35,1780,-264,-953,0,0,0,0,0,0,0,0,0,-8,-6,5,0,-3783,0
2024-11-17 22:14:05,1827,-260,-881,0,0,0,0,0,0,0,0,0,-7,-6,6,0,-3766,0
2024-11-17 22:14:35,1876,-263,-801,0,0,0,0,0,0,0,0,0,-7,-8,5,0,-3745,0
2024-11-17 22:15:05,1920,-264,-722,0,0,0,0,0,0,0,0,0,-6,-7,5,0,-3719,0
2024-11-17 22:15:36,1969,-271,-638,0,0,0,0,0,0,0,0,0,-5,-8,5,0,-3692,0
