timestamp,estQSet_Q1,estQSet_Q2,estQSet_Q3,estQSet_X,estQSet_Y,estQSet_Z
2024-11-18 02:56:18,-91,5,-113,0,2,2
2024-11-18 02:56:48,-99,5,-119,0,1,1
2024-11-18 02:57:18,-107,3,-126,0,2,2
2024-11-18 02:57:48,-114,2,-131,0,1,2
2024-11-18 02:58:18,-120,2,-137,0,0,2
2024-11-18 02:58:48,-128,1,-145,0,0,2
2024-11-18 02:59:18,-135,1,-151,0,1,2
2024-11-18 02:59:48,-142,1,-157,-1,1,3
2024-11-18 03:00:18,-146,0,-162,0,1,1
2024-11-18 03:00:48,-151,-1,-165,-1,1,1
2024-11-18 03:01:18,-155,-2,-168,-1,0,1
2024-11-18 03:01:48,-158,-2,-169,-1,-1,1
2024-11-18 03:02:18,-160,-1,-169,0,-1,-1
2024-11-18 03:02:48,-161,-2,-167,-1,-1,-2
2024-11-18 03:03:18,-161,-2,-163,-1,0,-2
2024-11-18 03:03:48,-161,-2,-160,-1,-1,-3
2024-11-18 03:04:18,-160,-1,-155,0,-1,-3
2024-11-18 03:04:48,-158,-1,-149,-1,-1,-4
2024-11-18 03:05:18,-155,0,-142,-1,0,-3
2024-11-18 03:05:48,-152,0,-132,-2,-1,-4
2024-11-18 03:06:18,-148,0,-122,-1,0,-5
2024-11-18 03:06:48,-144,2,-112,-1,0,-5
2024-11-18 03:07:19,-139,3,-102,-2,0,-5
2024-11-18 03:07:49,-134,4,-90,-2,0,-5
2024-11-18 03:08:19,-128,4,-76,-2,1,-6
2024-11-18 03:08:49,-122,4,-61,-2,1,-6
2024-11-18 03:09:19,-116,5,-48,-2,0,-5
2024-11-18 03:09:49,-110,7,-34,-2,0,-4
2024-11-18 03:10:19,-105,8,-21,-2,2,-4
2024-11-18 03:10:49,-99,9,-8,-2,2,-3
2024-11-18 03:11:19,-94,10,2,-1,3,-3
2024-11-18 03:11:49,-89,11,14,-1,2,-4
2024-11-18 03:12:19,-84,12,27,-1,3,-3
2024-11-18 03:12:49,-79,12,39,-1,3,-3
2024-11-18 03:13:19,-74,12,51,-2,3,-2
2024-11-18 03:13:49,-69,13,63,-2,2,-1
2024-11-18 03:14:19,-65,13,71,-2,3,-1
2024-11-18 03:14:49,-60,14,80,-2,2,0
2024-11-18 03:15:19,-56,13,86,-2,4,1
2024-11-18 03:15:49,-52,11,90,-2,3,3
2024-11-18 03:16:19,-49,10,92,-1,3,3
2024-11-18 03:16:49,-46,10,94,-2,2,3
2024-11-18 03:17:19,-42,10,95,-2,2,3
2024-11-18 03:17:49,-39,10,93,-2,2,5
2024-11-18 03:18:19,-36,9,89,-3,3,6
2024-11-18 03:18:49,-33,9,82,-3,2,6
2024-11-18 03:19:19,-31,8,74,-2,2,7
2024-11-18 03:19:49,-28,7,64,-2,2,7
2024-11-18 03:20:19,-26,6,50,-3,3,9
2024-11-18 03:20:49,-24,4,35,-3,1,9
2024-11-18 03:21:19,-30,14,64,-2,2,8
2024-11-18 03:21:49,-30,12,61,-3,3,7
2024-11-18 03:22:19,-28,8,52,-3,3,8
2024-11-18 03:22:49,-27,6,41,-2,2,8
2024-11-18 03:23:19,-25,3,24,-3,2,8
2024-11-18 03:23:49,-24,2,1,-4,1,9
2024-11-18 03:24:19,-23,2,-21,-4,1,8
2024-11-18 03:24:49,-22,2,-49,-3,1,9
2024-11-18 03:25:20,-21,3,-73,-3,0,7
2024-11-18 03:25:50,-21,4,-92,-1,1,6
2024-11-18 03:26:20,-20,4,-106,-3,1,6
2024-11-18 03:26:50,-18,3,-117,-2,1,6
2024-11-18 03:27:20,-17,2,-124,-2,0,4
2024-11-18 03:27:50,-15,2,-129,-2,-1,3
2024-11-18 03:28:20,-14,1,-132,-1,0,1
2024-11-18 03:28:50,-13,0,-134,0,0,0
2024-11-18 03:29:20,-13,-2,-134,0,0,-2
2024-11-18 03:29:50,-13,-4,-134,0,-1,-3
2024-11-18 03:30:20,-14,-4,-133,0,-1,-2
2024-11-18 03:30:50,-15,-5,-130,0,-1,-3
2024-11-18 03:31:20,-17,-4,-126,0,-2,-3
2024-11-18 03:31:50,-18,-3,-121,1,-1,-3
2024-11-18 03:32:34,-21,-2,-111,1,-1,-4
2024-11-18 03:33:04,-23,0,-102,0,-1,-4
2024-11-18 03:33:34,-25,1,-73,2,-2,-5
2024-11-18 03:34:04,-28,1,-60,2,0,-5
2024-11-18 03:34:34,-31,1,-51,1,-2,-4
2024-11-18 03:35:04,-35,0,-41,2,-1,-6
2024-11-18 03:35:34,-38,0,-30,2,-1,-7
