timestamp,uint8__opMode,uint32__upTime,uint16__totalResetCount,uint16__resetReasonBitField,uint16__payloadModesStatus
2024-11-17 21:47:34,2,197007,9516,890,0
2024-11-17 21:48:04,2,197037,9516,890,0
2024-11-17 21:48:34,2,197067,9516,890,0
2024-11-17 21:49:04,2,197097,9516,890,0
2024-11-17 21:49:34,2,197127,9516,890,0
2024-11-17 21:50:04,2,197157,9516,890,0
2024-11-17 21:50:34,2,197187,9516,890,0
2024-11-17 21:51:04,2,197217,9516,890,0
2024-11-17 21:51:34,2,197247,9516,890,0
2024-11-17 21:52:04,2,197277,9516,890,0
2024-11-17 21:52:34,2,197307,9516,890,0
2024-11-17 21:53:04,2,197337,9516,890,0
2024-11-17 21:53:34,2,197367,9516,890,0
2024-11-17 21:54:04,2,197397,9516,890,0
2024-11-17 21:54:34,2,197427,9516,890,0
2024-11-17 21:55:04,2,197457,9516,890,0
2024-11-17 21:55:34,2,197487,9516,890,0
2024-11-17 21:56:04,2,197517,9516,890,0
2024-11-17 21:56:34,2,197547,9516,890,0
2024-11-17 21:57:05,2,197577,9516,890,0
2024-11-17 21:57:35,2,197607,9516,890,0
2024-11-17 21:58:05,2,197637,9516,890,0
2024-11-17 21:58:35,2,197667,9516,890,0
2024-11-17 21:59:05,2,197697,9516,890,0
2024-11-17 21:59:35,2,197727,9516,890,0
2024-11-17 22:00:05,2,197757,9516,890,0
2024-11-17 22:00:35,2,197787,9516,890,0
2024-11-17 22:01:05,2,197817,9516,890,0
2024-11-17 22:01:35,2,197847,9516,890,0
2024-11-17 22:02:05,2,197877,9516,890,0
2024-11-17 22:02:35,2,197907,9516,890,0
2024-11-17 22:03:05,2,197937,9516,890,0
2024-11-17 22:03:35,2,197967,9516,890,0
2024-11-17 22:04:05,2,197997,9516,890,0
2024-11-17 22:04:35,2,198027,9516,890,0
2024-11-17 22:05:05,2,198057,9516,890,0
2024-11-17 22:05:35,2,198087,9516,890,0
2024-11-17 22:06:05,2,198117,9516,890,0
2024-11-17 22:06:35,2,198147,9516,890,0
2024-11-17 22:07:05,2,198177,9516,890,0
2024-11-17 22:07:35,2,198207,9516,890,0
2024-11-17 22:08:05,2,198237,9516,890,0
2024-11-17 22:08:35,2,198267,9516,890,0
2024-11-17 22:09:05,2,198297,9516,890,0
2024-11-17 22:09:35,2,198327,9516,890,0
2024-11-17 22:10:05,2,198357,9516,890,0
2024-11-17 22:10:35,2,198387,9516,890,0
2024-11-17 22:11:05,2,198417,9516,890,0
2024-11-17 22:11:35,2,198447,9516,890,0
2024-11-17 22:12:05,2,198477,9516,890,0
2024-11-17 22:12:35,2,198507,9516,890,0
2024-11-17 22:13:05,2,198537,9516,890,0
2024-11-17 22:13:35,2,198567,9516,890,0
2024-11-17 22:14:05,2,198597,9516,890,0
2024-11-17 22:14:35,2,198627,9516,890,0
2024-11-17 22:15:05,2,198657,9516,890,0
2024-11-17 22:15:36,2,198687,9516,890,0
2024-11-17 22:16:06,2,198717,9516,890,0
2024-11-17 22:16:36,2,198747,9516,890,0
2024-11-17 22:17:06,2,198777,9516,890,0
2024-11-17 22:17:36,2,198807,9516,890,0
2024-11-17 22:18:06,2,198837,9516,890,0
2024-11-17 22:18:36,2,198867,9516,890,0
2024-11-17 22:19:06,2,198897,9516,890,0
2024-11-17 22:19:36,2,198927,9516,890,0
2024-11-17 22:20:06,2,198957,9516,890,0
2024-11-17 22:20:36,2,198987,9516,890,0
2024-11-17 22:21:06,2,199017,9516,890,0
2024-11-17 22:21:36,2,199047,9516,890,0
2024-11-17 22:22:06,2,199077,9516,890,0
2024-11-17 22:22:36,2,199107,9516,890,0
2024-11-17 22:23:06,2,199137,9516,890,0
2024-11-17 22:23:36,2,199167,9516,890,0
2024-11-17 22:24:06,2,199197,9516,890,0
2024-11-17 22:24:36,2,199227,9516,890,0
2024-11-17 22:25:06,2,199257,9516,890,0
2024-11-17 22:25:36,2,199287,9516,890,0
2024-11-17 22:26:06,2,199317,9516,890,0
2024-11-17 22:26:36,2,199347,9516,890,0
2024-11-17 22:27:06,2,199377,9516,890,0
2024-11-17 22:27:36,2,199407,9516,890,0
2024-11-17 22:28:06,2,199437,9516,890,0
2024-11-17 22:28:36,2,199467,9516,890,0
2024-11-17 22:29:06,2,199497,9516,890,0
2024-11-17 22:29:36,2,199527,9516,890,0
2024-11-17 22:30:06,2,199557,9516,890,0
2024-11-17 22:30:36,2,199587,9516,890,0
2024-11-17 22:31:06,2,199617,9516,890,0
2024-11-17 22:31:36,2,199647,9516,890,0
2024-11-17 22:32:06,2,199677,9516,890,0
2024-11-17 22:32:36,2,199707,9516,890,0
2024-11-17 22:33:06,2,199737,9516,890,0
2024-11-17 22:33:37,2,199767,9516,890,0
2024-11-17 22:34:07,2,199797,9516,890,0
2024-11-17 22:34:37,2,199827,9516,890,0
2024-11-17 22:35:07,2,199857,9516,890,0
2024-11-17 22:35:37,2,199887,9516,890,0
2024-11-17 22:36:07,2,199917,9516,890,0
2024-11-17 22:36:37,2,199947,9516,890,0
2024-11-17 22:37:07,2,199977,9516,890,0
2024-11-17 22:37:37,2,200007,9516,890,0
2024-11-17 22:38:07,2,200037,9516,890,0
2024-11-17 22:38:37,2,200067,9516,890,0
2024-11-17 22:39:07,2,200097,9516,890,0
2024-11-17 22:39:37,2,200127,9516,890,0
2024-11-17 22:40:07,2,200157,9516,890,0
2024-11-17 22:40:37,2,200187,9516,890,0
2024-11-17 22:41:07,2,200217,9516,890,0
2024-11-17 22:41:37,2,200247,9516,890,0
2024-11-17 22:42:07,2,200277,9516,890,0
2024-11-17 22:42:37,2,200307,9516,890,0
2024-11-17 22:43:07,2,200337,9516,890,0
2024-11-17 22:43:37,2,200367,9516,890,0
2024-11-17 22:44:07,2,200397,9516,890,0
2024-11-17 22:44:37,2,200427,9516,890,0
2024-11-17 22:45:07,2,200457,9516,890,0
2024-11-17 22:45:37,2,200487,9516,890,0
2024-11-17 22:46:07,2,200517,9516,890,0
2024-11-17 22:46:37,2,200547,9516,890,0
