timestamp,timestamp,dc_id,magFieldVec_X,magFieldVec_Y,magFieldVec_Z,coarseSunVec_X,coarseSunVec_Y,coarseSunVec_Z,fineSunVec_X,fineSunVec_Y,fineSunVec_Z,nadirVec_X,nadirVec_Y,nadirVec_Z,angRateVec_X,angRateVec_Y,angRateVec_Z,wheelSpeedArr_X,wheelSpeedArr_Y,wheelSpeedArr_Z
2024-12-02 16:04:54,ADCS_0,312,897,-4239,-7333,-2625,-6271,-7756,-2129,-5943,26,560,9984,-1,-2,8,0,-3592,0
2024-12-02 16:05:24,ADCS_0,370,921,-4181,-7196,-2846,-6334,-7928,-2129,-5710,7,551,9985,-1,-2,8,0,-3597,0
2024-12-02 16:05:54,ADCS_0,429,946,-4116,-8158,-3087,-4891,-8107,-2108,-5462,-3,495,9988,-1,-2,9,0,-3592,0
2024-12-02 16:06:24,ADCS_0,484,969,-4049,-8436,-2264,-4869,-8297,-2075,-5182,-3,459,9989,-1,-3,9,0,-3603,0
2024-12-02 16:06:54,ADCS_0,547,992,-3982,-7855,-2184,-5791,-8468,-2025,-4918,-26,441,9990,-2,-2,8,0,-3612,0
2024-12-02 16:07:24,ADCS_0,607,1017,-3908,-7635,-2505,-5952,-8628,-1976,-4653,-59,400,9992,-1,-3,8,0,-3614,0
2024-12-02 16:07:54,ADCS_0,666,1019,-3837,-8230,-1682,-5426,-8774,-1940,-4389,-86,373,9993,-1,-3,9,0,-3630,0
2024-12-02 16:08:24,ADCS_0,734,1020,-3774,-8180,-822,-5694,-8897,-1885,-4158,-147,373,9992,-1,-3,9,0,-3640,0
2024-12-02 16:08:54,ADCS_0,794,1009,-3705,-7756,-862,-6253,-9037,-1787,-3890,-202,387,9990,-2,-3,10,0,-3643,0
2024-12-02 16:09:24,ADCS_0,856,1005,-3626,-8420,-160,-5393,-9177,-1656,-3611,-222,351,9991,-2,-4,10,0,-3656,0
2024-12-02 16:09:54,ADCS_0,901,994,-3559,-7707,-300,-6365,-9326,-1496,-3285,-225,363,9991,-3,-4,11,0,-3652,0
2024-12-02 16:10:24,ADCS_0,942,977,-3486,-8675,-922,-4888,-9472,-1298,-2933,-157,307,9994,-3,-5,10,0,-3684,0
2024-12-02 16:10:54,ADCS_0,988,968,-3417,-9413,-781,-3284,-9578,-1122,-2646,-117,225,9997,-4,-4,11,0,-3703,0
2024-12-02 16:11:24,ADCS_0,1031,954,-3338,-9451,-1141,-3063,-9696,-932,-2263,-54,175,9998,-4,-4,11,0,-3735,0
2024-12-02 16:11:54,ADCS_0,1081,928,-3254,-9766,-1081,-1861,-9787,-749,-1910,-17,124,9999,-4,-4,10,0,-3777,0
2024-12-02 16:12:24,ADCS_0,1135,900,-3164,-9793,-641,-1922,0,0,0,-23,93,10000,-4,-4,10,0,-3784,0
2024-12-02 16:12:54,ADCS_0,1184,865,-3078,-9895,-341,-1402,0,0,0,14,45,10000,-5,-4,10,0,-3775,0
2024-12-02 16:13:24,ADCS_0,1221,833,-3006,-9951,-661,-741,0,0,0,51,0,10000,-5,-3,10,0,-3782,0
2024-12-02 16:13:54,ADCS_0,1253,791,-2912,-9912,601,-1181,0,0,0,126,-47,9999,-5,-3,9,0,-3801,0
2024-12-02 16:14:24,ADCS_0,1288,744,-2825,-9889,1021,-1081,0,0,0,164,-110,9998,-5,-3,9,0,-3825,0
2024-12-02 16:14:54,ADCS_0,1335,701,-2725,-9893,401,-1402,0,0,0,178,-201,9996,-5,-3,8,0,-3847,0
2024-12-02 16:15:24,ADCS_0,1380,669,-2622,-9825,1181,-1441,0,0,0,155,-293,9994,-6,-2,8,0,-3863,0
2024-12-02 16:15:54,ADCS_0,1414,628,-2528,-9848,1721,-240,0,0,0,120,-344,9993,-6,-2,8,0,-3870,0
2024-12-02 16:16:24,ADCS_0,1451,583,-2425,-9791,1842,-861,0,0,0,82,-419,9991,-5,-2,8,0,-3876,0
2024-12-02 16:16:54,ADCS_0,1484,537,-2321,-9850,1722,80,0,0,0,24,-457,9990,-6,-2,7,0,-3879,0
2024-12-02 16:17:24,ADCS_0,1514,486,-2220,-9548,2422,1721,0,0,0,-33,-445,9990,-5,-3,7,0,-3871,0
2024-12-02 16:17:54,ADCS_0,1535,441,-2119,-9600,2606,1022,0,0,0,-72,-504,9987,-6,-3,6,0,-3849,0
2024-12-02 16:18:24,ADCS_0,1544,400,-2033,-9766,1741,1261,0,0,0,-59,-537,9985,-5,-4,6,0,-3837,0
2024-12-02 16:18:54,ADCS_0,1554,365,-1953,-9507,2642,1621,0,0,0,-52,-543,9985,-4,-3,4,0,-3833,0
2024-12-02 16:19:24,ADCS_0,1554,326,-1876,-9672,1922,1662,0,0,0,-30,-518,9987,-4,-3,5,0,-3821,0
2024-12-02 16:19:54,ADCS_0,1561,286,-1793,-9657,1923,1743,0,0,0,-24,-468,9989,-3,-3,3,0,-3826,0
2024-12-02 16:20:24,ADCS_0,1573,252,-1705,-9533,2243,2023,0,0,0,-51,-375,9993,-2,-3,3,0,-3811,0
2024-12-02 16:20:54,ADCS_0,1580,209,-1630,0,0,0,0,0,0,0,0,0,-2,-3,3,0,-3778,0
2024-12-02 16:21:24,ADCS_0,1592,166,-1566,0,0,0,0,0,0,0,0,0,-3,-3,3,0,-3768,0
2024-12-02 16:21:54,ADCS_0,1602,122,-1488,0,0,0,0,0,0,0,0,0,-4,-3,3,0,-3747,0
2024-12-02 16:22:25,ADCS_0,1618,92,-1416,0,0,0,0,0,0,0,0,0,-3,-3,3,0,-3740,0
2024-12-02 16:22:55,ADCS_0,1629,68,-1349,0,0,0,0,0,0,0,0,0,-3,-3,3,0,-3728,0
2024-12-02 16:23:25,ADCS_0,1647,41,-1274,0,0,0,0,0,0,0,0,0,-2,-3,3,0,-3727,0
2024-12-02 16:23:55,ADCS_0,1666,18,-1206,0,0,0,0,0,0,0,0,0,-2,-3,3,0,-3708,0
2024-12-02 16:24:25,ADCS_0,1689,-4,-1134,0,0,0,0,0,0,0,0,0,-1,-3,2,0,-3715,0
2024-12-02 16:24:55,ADCS_0,1713,-27,-1056,0,0,0,0,0,0,0,0,0,-1,-3,3,0,-3730,0
2024-12-02 16:25:25,ADCS_0,1742,-46,-968,0,0,0,0,0,0,0,0,0,-1,-3,3,0,-3732,0
2024-12-02 16:25:55,ADCS_0,1779,-58,-876,0,0,0,0,0,0,0,0,0,0,-3,3,0,-3748,0
2024-12-02 16:26:25,ADCS_0,1819,-64,-771,0,0,0,0,0,0,0,0,0,1,-2,3,0,-3758,0
2024-12-02 16:26:55,ADCS_0,1855,-71,-675,0,0,0,0,0,0,0,0,0,1,-2,4,0,-3741,0
2024-12-02 16:27:25,ADCS_0,1893,-71,-565,0,0,0,0,0,0,0,0,0,0,-3,4,0,-3727,0
2024-12-02 16:27:55,ADCS_0,1929,-64,-464,0,0,0,0,0,0,0,0,0,-1,-3,4,0,-3731,0
2024-12-02 16:28:25,ADCS_0,1968,-52,-352,0,0,0,0,0,0,0,0,0,-3,-2,5,0,-3727,0
2024-12-02 16:28:55,ADCS_0,2001,-32,-236,0,0,0,0,0,0,0,0,0,-2,-2,5,0,-3737,0
2024-12-02 16:29:25,ADCS_0,2035,-12,-125,0,0,0,0,0,0,0,0,0,-1,-2,5,0,-3747,0
2024-12-02 16:29:55,ADCS_0,2066,10,3,0,0,0,0,0,0,0,0,0,-1,-2,5,0,-3734,0
