timestamp,estQSet_Q1,estQSet_Q2,estQSet_Q3,estQSet_X,estQSet_Y,estQSet_Z
2024-11-18 03:58:05,37,6,55,2,1,2
2024-11-18 03:58:35,35,8,52,0,1,2
2024-11-18 03:59:05,34,8,50,1,2,2
2024-11-18 03:59:35,32,7,47,1,2,1
2024-11-18 04:00:05,31,7,44,2,2,2
2024-11-18 04:00:35,31,8,42,1,1,1
2024-11-18 04:01:05,32,8,41,-1,2,0
2024-11-18 04:01:35,34,8,41,0,3,0
2024-11-18 04:02:06,36,9,42,-1,2,0
2024-11-18 04:02:36,38,10,42,-1,2,0
2024-11-18 04:03:06,40,11,42,1,3,0
2024-11-18 04:03:36,40,11,41,1,2,0
2024-11-18 04:04:06,39,11,38,2,1,2
2024-11-18 04:04:36,39,11,36,1,2,1
2024-11-18 04:05:06,38,11,33,1,2,3
2024-11-18 04:05:36,37,10,29,2,3,3
2024-11-18 04:06:06,35,10,25,2,2,2
2024-11-18 04:06:36,35,10,22,1,1,1
2024-11-18 04:07:06,35,10,20,0,2,1
2024-11-18 04:07:36,35,8,18,1,3,0
2024-11-18 04:08:06,35,7,17,0,1,1
2024-11-18 04:08:36,35,7,14,1,2,1
2024-11-18 04:09:06,34,7,11,0,1,1
2024-11-18 04:09:36,33,7,7,2,2,3
2024-11-18 04:10:06,32,7,4,1,2,2
2024-11-18 04:10:36,32,6,2,1,2,2
2024-11-18 04:11:06,31,6,0,1,1,1
2024-11-18 04:11:36,30,6,-3,1,1,2
2024-11-18 04:12:06,30,5,-6,0,1,2
2024-11-18 04:12:36,29,5,-8,0,0,2
2024-11-18 04:13:06,28,5,-11,0,0,2
2024-11-18 04:13:36,26,5,-15,0,-1,4
2024-11-18 04:14:06,25,4,-20,-1,0,3
2024-11-18 04:14:36,23,3,-25,0,1,4
2024-11-18 04:15:06,21,2,-30,1,0,4
2024-11-18 04:15:36,20,1,-36,0,0,4
2024-11-18 04:16:06,18,1,-41,-1,-1,4
2024-11-18 04:16:36,15,0,-47,0,0,4
2024-11-18 04:17:06,14,-1,-51,-1,-1,4
2024-11-18 04:17:36,12,-1,-56,0,-1,3
2024-11-18 04:18:06,10,-2,-60,-1,-1,2
2024-11-18 04:18:36,9,-3,-63,0,0,2
2024-11-18 04:19:06,8,-4,-65,0,-2,1
2024-11-18 04:19:36,7,-4,-68,0,-1,1
2024-11-18 04:20:07,6,-3,-70,-1,-2,1
2024-11-18 04:20:37,5,-3,-72,-1,-2,0
2024-11-18 04:21:07,4,-3,-73,0,0,0
2024-11-18 04:21:37,2,-3,-73,1,-1,-1
2024-11-18 04:22:07,1,-2,-73,0,0,-2
2024-11-18 04:22:37,0,-1,-72,0,0,-1
2024-11-18 04:23:07,0,-1,-71,1,0,-2
2024-11-18 04:23:37,-1,-2,-68,1,1,-3
2024-11-18 04:24:07,-1,-2,-65,1,-1,-3
2024-11-18 04:24:37,-2,-3,-62,0,0,-2
