timestamp,a__int16__taskStackMaxUnusedSize
2024-11-07 11:32:00,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:32:30,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:33:00,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:33:30,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:34:00,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:34:30,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:35:00,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:35:30,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:36:00,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:36:31,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:37:01,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:37:31,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:38:01,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:38:31,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:39:01,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:39:31,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:40:01,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:40:31,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:41:01,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:41:31,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:42:01,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:42:31,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:43:01,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:43:31,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
2024-11-07 11:44:01,"[464, 1356, 496, 2376, 580, 11460, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 2220, 4880, 2340, 3980, 2320, 2388, 1408, 876, 2812, 1936, 1488, -1, -1, 440, -1, -1]"
