timestamp,estQSet_Q1,estQSet_Q2,estQSet_Q3,estQSet_X,estQSet_Y,estQSet_Z
2024-11-17 22:49:07,38,-1,114,1,0,-2
2024-11-17 22:50:05,36,-11,120,2,-1,-4
2024-11-17 22:50:35,36,-10,123,1,-3,-3
2024-11-17 22:51:05,36,-7,124,1,-2,-4
2024-11-17 22:51:35,34,-4,124,0,-2,-3
2024-11-17 22:52:06,33,-3,123,2,-1,-4
2024-11-17 22:52:36,32,-1,117,1,-2,-4
2024-11-17 22:53:06,31,0,108,1,0,-3
2024-11-17 22:53:36,30,0,102,0,0,-4
2024-11-17 22:54:06,29,0,95,1,-1,-3
2024-11-17 22:54:36,28,0,90,1,0,-2
2024-11-17 22:55:06,27,-1,85,2,0,-2
2024-11-17 22:55:36,27,-1,80,1,-1,-1
2024-11-17 22:56:06,27,-2,72,1,-1,0
2024-11-17 22:56:36,27,-2,67,0,-1,-1
2024-11-17 22:57:06,27,-3,61,0,0,-1
2024-11-17 22:57:36,27,-3,55,0,-1,-1
2024-11-17 22:58:06,27,-3,51,1,-1,-1
2024-11-17 22:58:36,28,-2,48,1,-1,-1
2024-11-17 22:59:06,28,-2,45,2,-2,-1
2024-11-17 22:59:36,28,-1,42,1,0,0
2024-11-17 23:00:06,28,-2,38,0,-1,0
2024-11-17 23:00:50,29,-2,32,0,-2,0
2024-11-17 23:01:20,30,-2,30,1,0,0
2024-11-17 23:01:50,30,-2,21,1,-1,1
2024-11-17 23:02:20,31,-2,16,0,-1,1
2024-11-17 23:02:50,31,-2,16,1,-1,0
2024-11-17 23:03:20,31,-1,16,2,-1,-1
2024-11-17 23:03:50,31,0,17,2,-1,-1
2024-11-17 23:04:20,31,0,18,1,0,-1
2024-11-17 23:04:50,31,0,18,1,0,-1
2024-11-17 23:05:20,31,0,19,1,0,1
2024-11-17 23:05:50,30,0,20,0,-1,-1
2024-11-17 23:06:20,30,0,20,-1,0,1
2024-11-17 23:06:50,30,0,18,-1,-1,1
2024-11-17 23:07:20,31,0,16,-2,-1,1
2024-11-17 23:07:50,33,0,13,0,-1,1
2024-11-17 23:08:20,35,-1,10,-1,0,1
2024-11-17 23:08:50,37,-2,6,-1,0,2
2024-11-17 23:09:20,39,-2,2,-2,-1,2
2024-11-17 23:09:50,43,-2,-3,-3,0,2
2024-11-17 23:10:21,47,-2,-9,-4,-1,2
2024-11-17 23:10:51,52,-4,-16,-4,0,3
2024-11-17 23:11:21,57,-5,-23,-4,-1,2
2024-11-17 23:11:51,63,-6,-30,-5,0,3
2024-11-17 23:12:21,68,-6,-37,-5,-1,3
2024-11-17 23:12:51,73,-6,-43,-4,-1,2
2024-11-17 23:13:21,77,-6,-49,-5,-1,2
2024-11-17 23:13:51,81,-5,-54,-4,-2,2
2024-11-17 23:14:21,83,-4,-58,-2,-1,1
2024-11-17 23:14:51,84,-2,-60,-2,-2,1
2024-11-17 23:15:21,84,0,-62,0,-1,-1
2024-11-17 23:15:51,82,1,-63,-1,-1,1
2024-11-17 23:16:21,80,2,-65,0,1,0
2024-11-17 23:16:51,77,3,-66,1,0,0
2024-11-17 23:17:21,73,4,-66,1,0,-1
2024-11-17 23:17:51,67,4,-66,2,0,-1
2024-11-17 23:18:21,59,5,-66,4,0,0
2024-11-17 23:18:51,50,6,-64,4,1,-2
2024-11-17 23:19:21,41,6,-63,5,1,0
2024-11-17 23:19:51,34,5,-62,3,1,0
2024-11-17 23:20:21,29,4,-62,3,1,0
2024-11-17 23:20:51,24,3,-62,3,0,0
2024-11-17 23:21:21,17,2,-63,4,1,0
2024-11-17 23:21:51,12,2,-63,4,1,-1
2024-11-17 23:22:21,7,2,-63,3,0,0
2024-11-17 23:22:51,2,1,-63,2,0,0
2024-11-17 23:23:21,0,0,-63,1,0,0
2024-11-17 23:23:51,-3,0,-63,1,-1,-1
2024-11-17 23:24:21,-5,0,-63,1,0,0
2024-11-17 23:24:51,-9,-1,-64,2,-1,0
2024-11-17 23:25:21,-13,-1,-64,1,-1,0
