timestamp,estQSet_Q1,estQSet_Q2,estQSet_Q3,estQSet_X,estQSet_Y,estQSet_Z
2024-11-17 11:30:19,133,-6,-36,2,-2,0
2024-11-17 11:30:49,133,-7,-34,1,-1,0
2024-11-17 11:31:19,132,-6,-33,1,-3,1
2024-11-17 11:31:49,131,-5,-34,1,-2,1
2024-11-17 11:32:19,130,-4,-36,0,-2,1
2024-11-17 11:32:49,129,-3,-38,1,-2,3
2024-11-17 11:33:19,128,-4,-42,1,-2,4
2024-11-17 11:33:49,126,-3,-46,0,-1,4
2024-11-17 11:34:19,124,-2,-52,1,-2,4
2024-11-17 11:34:49,123,-1,-59,0,-1,3
2024-11-17 11:35:19,122,0,-67,1,-1,5
2024-11-17 11:35:49,121,0,-76,1,-1,4
2024-11-17 11:36:19,121,0,-86,-1,0,3
2024-11-17 11:36:49,120,0,-96,1,0,4
2024-11-17 11:37:19,120,3,-125,0,-1,3
2024-11-17 11:37:49,119,3,-130,1,1,2
2024-11-17 11:38:19,117,3,-134,1,0,2
2024-11-17 11:38:49,115,4,-137,2,0,1
2024-11-17 11:39:19,113,3,-138,0,1,0
2024-11-17 11:39:49,111,2,-139,1,0,1
2024-11-17 11:40:19,109,2,-140,1,1,1
2024-11-17 11:40:49,106,1,-140,1,1,0
2024-11-17 11:41:19,103,1,-139,2,0,-1
2024-11-17 11:41:49,100,1,-138,1,1,-1
2024-11-17 11:42:19,96,1,-135,2,0,-2
2024-11-17 11:42:49,93,0,-131,3,1,-2
2024-11-17 11:43:20,89,0,-125,3,0,-4
2024-11-17 11:43:50,84,-2,-118,3,0,-4
2024-11-17 11:44:20,79,-2,-111,4,-1,-5
2024-11-17 11:44:50,73,-2,-101,4,0,-6
2024-11-17 11:45:20,67,-2,-92,4,0,-6
2024-11-17 11:45:50,60,-2,-83,4,-2,-6
2024-11-17 11:46:20,53,0,-75,6,-1,-6
2024-11-17 11:46:50,47,0,-66,4,0,-6
2024-11-17 11:47:20,40,0,-57,5,-1,-5
2024-11-17 11:47:50,34,-1,-49,5,-1,-3
2024-11-17 11:48:20,28,-2,-43,4,0,-3
2024-11-17 11:48:50,21,-3,-36,4,-1,-3
2024-11-17 11:49:20,16,-3,-30,4,-2,-3
2024-11-17 11:49:50,11,-4,-25,3,-1,-3
2024-11-17 11:50:20,5,-4,-21,3,-1,-2
2024-11-17 11:50:50,1,-4,-17,3,0,-1
2024-11-17 11:51:20,-2,-4,-13,2,-2,-1
2024-11-17 11:51:50,-5,-4,-10,2,-1,-1
