timestamp,uint16__STAT_CH_ON,uint16__STAT_CH_OCF,uint16__OCF_CNT_CH00,uint16__OCF_CNT_CH04,uint16__OCF_CNT_CH06,uint16__OCF_CNT_CH07,uint16__OCF_CNT_CH08,uint16__OCF_CNT_CH09,uint16__OCF_CNT_CH10,uint16__OCF_CNT_CH11
2024-10-31 10:53:00,0,0,0,0,0,0,0,0,0,0
2024-10-31 10:53:30,0,0,0,0,0,0,0,0,0,0
2024-10-31 10:54:00,0,0,0,0,0,0,0,0,0,0
2024-10-31 10:54:30,0,0,0,0,0,0,0,0,0,0
2024-10-31 10:55:00,0,0,0,0,0,0,0,0,0,0
2024-10-31 10:58:00,0,0,0,0,0,0,0,0,0,0
2024-10-31 10:58:31,0,0,0,0,0,0,0,0,0,0
2024-10-31 10:59:01,0,0,0,0,0,0,0,0,0,0
2024-10-31 10:59:31,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:00:01,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:00:31,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:01:01,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:01:31,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:02:34,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:03:04,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:03:34,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:04:04,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:04:34,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:05:04,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:05:34,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:06:04,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:06:34,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:07:04,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:07:34,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:08:04,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:08:34,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:09:04,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:09:34,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:10:04,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:10:34,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:11:04,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:11:34,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:12:04,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:12:35,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:13:05,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:13:35,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:14:05,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:14:35,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:15:39,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:16:09,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:16:39,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:17:09,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:17:39,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:18:09,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:18:39,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:19:09,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:19:39,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:20:09,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:20:39,0,0,0,0,0,0,0,0,0,0
2024-10-31 11:21:32,0,0,0,0,0,0,0,0,0,0
