timestamp,adcsErrFlags,estAngRateNorm,estAngRateVec_X,estAngRateVec_Y,estAngRateVec_Z,estAttAngles_Roll,estAttAngles_Pitch,estAttAngles_Yaw,measWheelSpeed_X,measWheelSpeed_Y,measWheelSpeed_Z
2024-11-08 04:46:52,0,0,0,0,0,-4000,-490,5620,0,-3730,0
2024-11-08 04:47:22,0,1,0,0,1,-4090,-460,6970,0,-3721,0
2024-11-08 04:47:52,0,1,0,0,1,-4110,-540,8580,0,-3723,0
2024-11-08 04:48:22,0,1,0,0,1,-4060,-720,10460,0,-3748,0
2024-11-08 04:48:52,0,1,0,0,1,-3920,-930,12680,0,-3788,0
2024-11-08 04:49:22,0,1,0,0,1,-3810,-950,15110,0,-3806,0
2024-11-08 04:49:52,0,1,0,0,1,-3720,-920,17550,0,-3806,0
2024-11-08 04:50:22,0,1,0,0,1,-3590,-1030,20160,0,-3833,0
2024-11-08 04:50:52,0,1,0,0,1,-3560,-980,22420,0,-3834,0
2024-11-08 04:51:22,0,1,0,0,1,-3600,-910,24400,0,-3824,0
2024-11-08 04:51:52,0,0,0,0,0,-3650,-890,25840,0,-3821,0
2024-11-08 04:52:22,0,0,0,0,0,-3710,-880,26760,0,-3821,0
2024-11-08 04:52:52,0,0,0,0,0,-3730,-830,26940,0,-3819,0
2024-11-08 04:53:34,0,0,0,0,0,-4300,-540,25500,0,-3808,0
2024-11-08 04:54:04,0,0,0,0,0,-4280,-410,25300,0,-3799,0
2024-11-08 04:54:34,0,0,0,0,0,-4150,-250,24990,0,-3777,0
2024-11-08 04:55:04,0,0,0,0,0,-3980,-170,24420,0,-3761,0
2024-11-08 04:55:34,0,0,0,0,0,-3680,-80,23250,0,-3771,0
2024-11-08 04:56:04,0,0,0,0,0,-3450,220,21560,0,-3755,0
2024-11-08 04:56:34,0,0,0,0,0,-3180,580,19150,0,-3719,0
2024-11-08 04:57:04,0,0,0,0,0,-2790,830,16280,0,-3676,0
2024-11-08 04:57:34,0,0,0,0,0,-2250,790,13110,0,-3687,0
2024-11-08 04:58:04,0,0,0,0,0,-1760,830,10150,0,-3678,0
2024-11-08 04:58:34,0,0,0,0,0,-1210,700,7390,0,-3686,0
2024-11-08 04:59:04,0,0,0,0,0,-740,570,5270,0,-3690,0
2024-11-08 04:59:34,0,0,0,0,0,-380,390,3880,0,-3713,0
2024-11-08 05:00:04,0,0,0,0,0,-190,350,3150,0,-3716,0
2024-11-08 05:00:34,0,0,0,0,0,-140,340,3140,0,-3701,0
2024-11-08 05:01:19,0,0,0,0,0,-350,300,4130,0,-3660,0
2024-11-08 05:01:49,0,0,0,0,0,-610,270,6210,0,-3627,0
2024-11-08 05:02:19,0,0,0,0,0,-970,340,9390,0,-3574,0
