timestamp,estQSet_Q1,estQSet_Q2,estQSet_Q3,estQSet_X,estQSet_Y,estQSet_Z
2024-11-08 04:46:52,-35,-2,48,1,0,5
2024-11-08 04:47:22,-35,-1,60,1,0,7
2024-11-08 04:47:52,-36,-1,74,1,0,7
2024-11-08 04:48:22,-35,-3,90,0,0,7
2024-11-08 04:48:52,-35,-4,108,1,0,8
2024-11-08 04:49:22,-34,-3,129,0,1,8
2024-11-08 04:49:52,-33,-3,151,0,1,8
2024-11-08 04:50:22,-32,-3,173,0,0,7
2024-11-08 04:50:52,-32,-2,193,0,0,7
2024-11-08 04:51:22,-32,-1,210,0,0,6
2024-11-08 04:51:52,-32,0,222,0,0,5
2024-11-08 04:52:22,-33,0,230,0,0,3
2024-11-08 04:52:52,-33,0,232,0,0,2
2024-11-08 04:53:34,-37,3,220,1,-1,1
2024-11-08 04:54:04,-37,4,218,1,-1,1
2024-11-08 04:54:34,-35,5,216,1,-1,-1
2024-11-08 04:55:04,-34,5,211,1,-2,-2
2024-11-08 04:55:34,-31,5,202,1,-1,-2
2024-11-08 04:56:04,-29,7,188,2,-2,-2
2024-11-08 04:56:34,-26,9,166,1,-2,-3
2024-11-08 04:57:04,-23,10,143,1,-3,-4
2024-11-08 04:57:34,-19,9,116,2,-3,-4
2024-11-08 04:58:04,-14,8,90,2,-2,-4
2024-11-08 04:58:34,-10,6,65,1,-2,-4
2024-11-08 04:59:04,-6,5,46,1,-2,-3
2024-11-08 04:59:34,-3,3,33,0,-2,-1
2024-11-08 05:00:04,-1,3,27,-1,-1,0
2024-11-08 05:00:34,-1,3,27,-2,-1,2
2024-11-08 05:01:19,-2,2,36,-3,-1,2
2024-11-08 05:01:49,-5,2,54,-3,0,3
2024-11-08 05:02:19,-7,3,80,-4,0,3
2024-11-08 05:02:49,-10,2,93,-4,-1,3
2024-11-08 05:03:19,-13,1,105,-3,0,2
2024-11-08 05:03:49,-15,0,115,-3,1,2
2024-11-08 05:04:19,-15,-1,122,-2,0,1
2024-11-08 05:04:49,-15,-3,129,-2,1,0
2024-11-08 05:05:19,-14,-5,133,-1,1,-1
2024-11-08 05:05:49,-12,-6,134,0,1,-2
2024-11-08 05:06:19,-9,-7,134,1,1,-2
2024-11-08 05:06:49,-3,-7,130,1,1,-3
2024-11-08 05:07:19,2,-7,126,2,1,-4
2024-11-08 05:07:49,9,-7,120,3,1,-4
2024-11-08 05:08:19,17,-8,113,2,1,-3
2024-11-08 05:08:49,24,-7,108,3,1,-3
2024-11-08 05:09:19,33,-5,102,3,1,-4
2024-11-08 05:09:49,42,-3,95,3,1,-3
2024-11-08 05:10:19,49,-2,91,2,0,-2
2024-11-08 05:10:49,53,-2,88,1,1,-1
2024-11-08 05:11:19,57,-1,87,1,0,-2
2024-11-08 05:11:49,62,0,84,1,0,-2
2024-11-08 05:12:19,66,0,82,0,0,-1
2024-11-08 05:12:49,70,1,80,0,-1,-2
2024-11-08 05:13:19,75,1,77,1,0,-1
2024-11-08 05:13:49,82,0,75,2,0,-2
2024-11-08 05:14:19,88,0,71,1,-1,-1
2024-11-08 05:14:49,91,0,70,1,0,-1
2024-11-08 05:15:19,93,0,69,1,0,-1
2024-11-08 05:15:50,96,0,68,1,0,0
2024-11-08 05:16:20,99,0,67,1,0,-1
2024-11-08 05:16:50,100,0,65,-1,0,0
2024-11-08 05:17:20,100,0,62,-1,0,-1
2024-11-08 05:17:50,99,-1,59,-1,0,-1
2024-11-08 05:18:20,99,-1,55,-2,0,-2
2024-11-08 05:18:50,97,-1,49,-3,0,-3
2024-11-08 05:19:20,91,0,40,-4,0,-4
2024-11-08 05:19:50,84,0,31,-4,0,-4
2024-11-08 05:20:20,76,1,19,-4,0,-5
2024-11-08 05:20:50,66,2,5,-4,-1,-6
2024-11-08 05:21:20,55,3,-9,-5,-1,-6
2024-11-08 05:21:50,43,3,-26,-5,0,-7
2024-11-08 05:22:20,33,3,-42,-4,-1,-6
2024-11-08 05:22:50,24,0,-57,-4,-1,-7
2024-11-08 05:23:20,15,-1,-72,-3,0,-6
2024-11-08 05:23:50,9,-2,-85,-2,0,-5
2024-11-08 05:24:20,5,-3,-94,-2,0,-3
2024-11-08 05:24:50,3,-4,-99,-1,1,-2
2024-11-08 05:25:20,2,-4,-101,-1,1,-1
2024-11-08 05:25:50,2,-3,-100,-1,1,-1
2024-11-08 05:26:20,1,-2,-98,-1,0,0
2024-11-08 05:26:50,1,-2,-94,-1,0,1
2024-11-08 05:27:20,2,-1,-88,-1,0,1
2024-11-08 05:27:50,3,-1,-81,-1,0,1
2024-11-08 05:28:20,2,-2,-77,-1,1,0
2024-11-08 05:28:50,0,-3,-73,0,0,0
2024-11-08 05:29:20,0,-4,-69,0,1,0
2024-11-08 05:29:50,-1,-3,-66,0,1,0
2024-11-08 05:30:20,-2,-4,-63,0,0,0
2024-11-08 05:30:51,-2,-3,-59,0,0,1
2024-11-08 05:31:21,-3,-3,-55,-1,1,1
2024-11-08 05:31:51,-2,-3,-49,-1,0,2
2024-11-08 05:32:21,-2,-3,-41,-1,1,3
2024-11-08 05:32:51,-1,-4,-29,-1,0,4
2024-11-08 05:33:21,0,-4,-16,-1,0,4
2024-11-08 05:33:51,0,-3,-5,-1,1,4
2024-11-08 05:34:21,0,-1,5,-1,0,4
2024-11-08 05:34:51,0,-1,16,-1,0,4
2024-11-08 05:35:21,-1,-2,26,-1,0,3
2024-11-08 05:35:51,-2,-2,35,-1,0,3
2024-11-08 05:36:21,-4,-2,41,0,0,1
2024-11-08 05:36:51,-4,-2,43,0,1,1
2024-11-08 05:37:21,-4,-3,43,0,0,0
2024-11-08 05:37:51,-4,-5,41,0,1,0
2024-11-08 05:38:21,-3,-5,40,0,1,0
2024-11-08 05:38:51,-2,-3,37,0,1,0
2024-11-08 05:39:21,0,-3,33,0,1,0
2024-11-08 05:39:51,1,-2,29,1,0,0
2024-11-08 05:40:21,2,-1,25,0,0,0
2024-11-08 05:40:51,4,-2,23,-1,0,1
2024-11-08 05:41:21,4,-3,24,-1,0,1
2024-11-08 05:41:51,4,-4,27,-2,1,2
2024-11-08 05:42:21,3,-4,31,-2,0,2
2024-11-08 05:42:51,2,-3,36,-2,1,2
2024-11-08 05:43:21,0,-3,42,-2,1,2
2024-11-08 05:43:51,0,-4,48,-2,0,2
2024-11-08 05:44:21,-2,-4,56,-3,1,3
2024-11-08 05:44:51,-4,-4,64,-2,1,3
