timestamp,int32__battCapacity,int32__battVoltage,int32__battCurrent,int32__battTemperature
2024-11-17 23:51:23,97092,0,2,167
2024-11-17 23:51:53,96911,0,2,167
2024-11-17 23:52:23,96940,0,7,167
2024-11-17 23:52:53,96911,0,2,167
2024-11-17 23:53:23,97092,0,2,167
2024-11-17 23:53:53,96911,0,2,167
2024-11-17 23:54:23,97092,0,2,167
2024-11-17 23:54:53,97092,0,2,167
2024-11-17 23:55:23,97092,0,2,167
2024-11-17 23:55:53,96911,0,2,167
2024-11-17 23:56:23,97092,0,2,167
2024-11-17 23:56:53,97092,0,2,167
2024-11-17 23:57:23,96911,0,2,167
2024-11-17 23:57:53,96911,0,2,167
2024-11-17 23:58:23,97092,0,2,167
2024-11-17 23:58:53,97092,0,2,167
2024-11-17 23:59:23,97092,0,2,167
2024-11-17 23:59:53,97092,0,2,167
2024-11-18 00:00:23,96911,0,2,167
2024-11-18 00:00:53,97092,0,2,167
2024-11-18 00:01:23,97092,0,2,167
2024-11-18 00:01:53,97092,0,2,167
2024-11-18 00:02:23,96911,0,2,167
2024-11-18 00:02:53,97092,0,2,167
2024-11-18 00:03:23,97092,0,2,167
2024-11-18 00:03:53,97092,0,2,167
2024-11-18 00:04:23,97092,0,2,167
2024-11-18 00:04:54,97092,0,2,167
2024-11-18 00:05:24,96911,0,2,167
2024-11-18 00:05:54,97092,0,2,167
2024-11-18 00:06:24,97092,0,2,167
2024-11-18 00:06:54,96911,0,2,167
2024-11-18 00:07:24,97092,0,2,167
2024-11-18 00:07:54,97092,0,2,167
2024-11-18 00:08:24,97092,0,2,167
2024-11-18 00:08:54,97092,0,2,167
2024-11-18 00:09:24,97092,0,2,167
2024-11-18 00:09:54,97092,0,2,167
2024-11-18 00:10:24,97092,0,2,167
2024-11-18 00:10:54,97092,0,2,167
2024-11-18 00:11:24,97092,0,2,167
2024-11-18 00:11:54,96911,0,2,167
2024-11-18 00:12:24,97092,0,2,167
2024-11-18 00:12:54,96911,0,2,167
2024-11-18 00:13:24,97092,0,2,167
2024-11-18 00:13:54,97092,0,2,167
2024-11-18 00:14:24,97092,0,2,167
2024-11-18 00:14:54,97092,0,2,167
2024-11-18 00:15:24,96911,0,2,167
2024-11-18 00:15:54,96911,0,2,167
2024-11-18 00:16:24,97092,0,2,167
2024-11-18 00:16:54,96911,0,2,167
2024-11-18 00:17:24,97092,0,2,167
2024-11-18 00:17:54,96911,0,2,167
2024-11-18 00:18:24,96911,0,2,167
2024-11-18 00:18:54,97092,0,2,167
2024-11-18 00:19:24,97273,0,2,167
2024-11-18 00:19:54,96911,0,2,167
2024-11-18 00:20:24,97092,0,2,167
2024-11-18 00:20:54,96911,0,2,167
2024-11-18 00:21:24,96911,0,2,167
2024-11-18 00:21:54,97092,0,2,167
2024-11-18 00:22:24,96911,0,2,167
2024-11-18 00:22:54,96911,0,2,167
2024-11-18 00:23:25,97092,0,2,167
2024-11-18 00:23:55,97092,0,2,167
2024-11-18 00:24:25,97092,0,2,167
2024-11-18 00:24:55,97092,0,2,167
2024-11-18 00:25:25,97273,0,2,167
2024-11-18 00:25:55,97092,0,2,167
2024-11-18 00:26:25,96911,0,2,167
2024-11-18 00:26:55,96911,0,2,167
2024-11-18 00:27:25,97092,0,2,167
2024-11-18 00:27:55,97092,0,2,167
2024-11-18 00:28:25,97092,0,2,167
2024-11-18 00:28:55,97092,0,2,167
2024-11-18 00:29:25,97092,0,2,167
2024-11-18 00:29:55,96911,0,2,167
2024-11-18 00:30:25,96911,0,2,167
2024-11-18 00:30:55,97092,0,2,167
2024-11-18 00:31:25,97273,0,2,167
2024-11-18 00:31:55,97092,0,2,167
2024-11-18 00:32:25,97092,0,2,167
2024-11-18 00:32:55,96911,0,2,167
2024-11-18 00:33:25,97092,0,2,167
2024-11-18 00:33:55,96911,0,2,167
2024-11-18 00:34:25,96911,0,2,167
2024-11-18 00:34:55,96911,0,2,167
2024-11-18 00:35:25,96911,0,2,167
2024-11-18 00:35:55,97092,0,2,167
2024-11-18 00:36:25,97092,0,2,167
2024-11-18 00:36:55,97092,0,2,167
2024-11-18 00:37:25,96911,0,2,167
2024-11-18 00:37:55,96911,0,2,167
2024-11-18 00:38:25,97092,0,2,167
2024-11-18 00:38:55,97092,0,2,167
2024-11-18 00:39:25,97273,0,2,167
2024-11-18 00:39:55,97273,0,2,167
2024-11-18 00:40:25,97092,0,2,167
2024-11-18 00:40:55,96911,0,2,167
2024-11-18 00:41:25,97092,0,2,167
2024-11-18 00:41:56,97092,0,2,167
2024-11-18 00:42:26,97092,0,2,167
2024-11-18 00:42:56,97092,0,2,167
2024-11-18 00:43:26,97092,0,2,167
2024-11-18 00:43:56,97092,0,2,167
2024-11-18 00:44:26,96911,0,2,167
2024-11-18 00:44:56,97092,0,2,167
2024-11-18 00:45:26,97092,0,2,167
2024-11-18 00:45:56,97092,0,2,167
2024-11-18 00:46:26,97092,0,2,167
2024-11-18 00:46:56,97273,0,2,167
2024-11-18 00:47:26,96911,0,2,167
2024-11-18 00:47:56,96911,0,2,167
2024-11-18 00:48:26,97273,0,2,167
2024-11-18 00:48:56,96911,0,2,167
2024-11-18 00:49:26,97092,0,2,167
2024-11-18 00:49:56,96911,0,2,167
2024-11-18 00:50:26,96911,0,2,167
2024-11-18 00:50:56,96911,0,2,167
2024-11-18 00:51:26,97092,0,2,167
2024-11-18 00:51:56,97092,0,2,167
2024-11-18 00:52:26,96911,0,2,167
