timestamp,uint16__STAT_CH_ON,uint16__STAT_CH_OCF,uint16__OCF_CNT_CH00,uint16__OCF_CNT_CH04,uint16__OCF_CNT_CH06,uint16__OCF_CNT_CH07,uint16__OCF_CNT_CH08,uint16__OCF_CNT_CH09,uint16__OCF_CNT_CH10,uint16__OCF_CNT_CH11
2024-11-07 14:55:47,0,0,0,0,0,0,0,0,0,0
2024-11-07 14:56:17,0,0,0,0,0,0,0,0,0,0
2024-11-07 14:56:47,0,0,0,0,0,0,0,0,0,0
2024-11-07 14:57:17,0,0,0,0,0,0,0,0,0,0
2024-11-07 14:57:47,0,0,0,0,0,0,0,0,0,0
2024-11-07 14:58:17,0,0,0,0,0,0,0,0,0,0
2024-11-07 14:58:47,0,0,0,0,0,0,0,0,0,0
2024-11-07 14:59:17,0,0,0,0,0,0,0,0,0,0
2024-11-07 14:59:47,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:00:17,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:00:47,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:01:17,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:01:47,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:02:17,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:02:47,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:03:55,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:04:25,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:04:55,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:05:25,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:05:56,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:06:26,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:06:56,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:07:26,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:07:56,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:08:53,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:09:23,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:09:53,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:10:23,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:11:36,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:12:06,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:12:36,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:13:06,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:13:36,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:14:06,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:14:36,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:15:06,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:15:36,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:16:06,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:16:36,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:17:06,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:17:59,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:18:29,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:18:59,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:19:29,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:19:59,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:20:29,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:20:59,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:21:29,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:21:59,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:22:29,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:22:59,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:23:30,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:24:00,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:24:30,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:25:00,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:25:30,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:26:00,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:26:30,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:27:00,0,0,0,0,0,0,0,0,0,0
2024-11-07 15:27:30,0,0,0,0,0,0,0,0,0,0
