timestamp,a__int16__taskStackMaxUnusedSize
2024-11-08 00:31:42,"[464, 1340, 496, 2376, 628, 10240, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 804, 2812, 1924, 1452, -1, -1, 276, -1, -1]"
2024-11-08 00:32:12,"[464, 1340, 496, 2376, 628, 10240, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 804, 2812, 1924, 1452, -1, -1, 276, -1, -1]"
2024-11-08 00:32:42,"[464, 1340, 496, 2376, 628, 10240, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 804, 2812, 1924, 1452, -1, -1, 276, -1, -1]"
2024-11-08 00:33:12,"[464, 1340, 496, 2376, 628, 10240, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 804, 2812, 1924, 1452, -1, -1, 276, -1, -1]"
2024-11-08 00:33:42,"[464, 1340, 496, 2376, 628, 10240, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 804, 2812, 1924, 1452, -1, -1, 276, -1, -1]"
2024-11-08 00:34:12,"[464, 1340, 496, 2376, 628, 10240, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 804, 2812, 1924, 1452, -1, -1, 276, -1, -1]"
2024-11-08 00:34:42,"[464, 1340, 496, 2376, 628, 10240, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 804, 2812, 1924, 1452, -1, -1, 276, -1, -1]"
2024-11-08 00:35:12,"[464, 1340, 496, 2376, 628, 10240, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 804, 2812, 1924, 1452, -1, -1, 276, -1, -1]"
2024-11-08 00:35:42,"[464, 1340, 496, 2376, 628, 10240, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 804, 2812, 1924, 1452, -1, -1, 276, -1, -1]"
2024-11-08 00:36:12,"[464, 1340, 496, 2376, 628, 10240, -1, 1552, 3916, -1, -1, 2116, 1160, -1, 1856, 4876, 2316, 3972, 2320, 2388, 1236, 804, 2812, 1924, 1452, -1, -1, 276, -1, -1]"
