timestamp,adcsErrFlags,estAngRateNorm,estAngRateVec_X,estAngRateVec_Y,estAngRateVec_Z,estAttAngles_Roll,estAttAngles_Pitch,estAttAngles_Yaw,measWheelSpeed_X,measWheelSpeed_Y,measWheelSpeed_Z
2024-11-17 16:39:08,0,0,0,0,0,390,-290,1840,0,-3605,0
2024-11-17 16:39:38,0,0,0,0,0,470,-320,2030,0,-3602,0
2024-11-17 16:40:08,0,0,0,0,0,470,-310,2160,0,-3602,0
2024-11-17 16:40:38,0,0,0,0,0,320,-350,2210,0,-3607,0
2024-11-17 16:41:08,0,0,0,0,0,80,-320,2250,0,-3606,0
2024-11-17 16:41:38,0,0,0,0,0,-80,-220,2200,0,-3591,0
2024-11-17 16:42:08,0,0,0,0,0,-310,-140,2160,0,-3574,0
2024-11-17 16:42:38,0,0,0,0,0,-470,-150,2120,0,-3567,0
2024-11-17 16:43:08,0,0,0,0,0,-580,-170,2060,0,-3561,0
2024-11-17 16:43:38,0,0,0,0,0,-780,-180,1980,0,-3554,0
2024-11-17 16:44:08,0,0,0,0,0,-970,-200,1850,0,-3546,0
2024-11-17 16:44:38,0,0,0,0,0,-1350,-270,1680,0,-3549,0
2024-11-17 16:45:08,0,0,0,0,0,-1760,-250,1440,0,-3545,0
2024-11-17 16:45:38,0,0,0,0,0,-2000,-250,1300,0,-3535,0
2024-11-17 16:46:08,0,0,0,0,0,-2160,-220,1150,0,-3517,0
2024-11-17 16:46:38,0,0,0,0,0,-2490,-340,880,0,-3518,0
2024-11-17 16:47:08,0,0,0,0,0,-2820,-410,600,0,-3518,0
2024-11-17 16:47:38,0,0,0,0,0,-3070,-430,280,0,-3511,0
2024-11-17 16:48:08,0,0,0,0,0,-3250,-500,60,0,-3512,0
2024-11-17 16:48:38,0,0,0,0,0,-3310,-560,-70,0,-3513,0
2024-11-17 16:49:08,0,0,0,0,0,-3370,-670,-210,0,-3524,0
2024-11-17 16:49:39,0,0,0,0,0,-3380,-720,-200,0,-3531,0
2024-11-17 16:50:09,0,0,0,0,0,-3330,-770,-120,0,-3544,0
2024-11-17 16:50:39,0,0,0,0,0,-3160,-750,110,0,-3547,0
2024-11-17 16:51:09,0,0,0,0,0,-2900,-650,410,0,-3540,0
2024-11-17 16:51:39,0,0,0,0,0,-2580,-530,850,0,-3524,0
2024-11-17 16:52:09,0,0,0,0,0,-2250,-560,1360,0,-3525,0
2024-11-17 16:52:39,0,0,0,0,0,-1970,-590,1810,0,-3533,0
2024-11-17 16:53:09,0,0,0,0,0,-1590,-530,2430,0,-3531,0
2024-11-17 16:53:39,0,0,0,0,0,-1280,-500,3000,0,-3543,0
2024-11-17 16:54:09,0,0,0,0,0,-950,-380,3610,0,-3544,0
2024-11-17 16:54:39,0,0,0,0,0,-690,-260,4130,0,-3531,0
2024-11-17 16:55:09,0,0,0,0,0,-440,-160,4580,0,-3524,0
2024-11-17 16:55:39,0,0,0,0,0,-250,-80,4930,0,-3509,0
