timestamp,uint8__opMode,uint32__upTime,uint16__totalResetCount,uint16__resetReasonBitField,uint16__payloadModesStatus
2024-11-17 16:39:08,2,178517,9516,890,0
2024-11-17 16:39:38,2,178547,9516,890,0
2024-11-17 16:40:08,2,178577,9516,890,0
2024-11-17 16:40:38,2,178607,9516,890,0
2024-11-17 16:41:08,2,178637,9516,890,0
2024-11-17 16:41:38,2,178667,9516,890,0
2024-11-17 16:42:08,2,178697,9516,890,0
2024-11-17 16:42:38,2,178727,9516,890,0
2024-11-17 16:43:08,2,178757,9516,890,0
2024-11-17 16:43:38,2,178787,9516,890,0
2024-11-17 16:44:08,2,178817,9516,890,0
2024-11-17 16:44:38,2,178847,9516,890,0
2024-11-17 16:45:08,2,178877,9516,890,0
2024-11-17 16:45:38,2,178907,9516,890,0
2024-11-17 16:46:08,2,178937,9516,890,0
2024-11-17 16:46:38,2,178967,9516,890,0
2024-11-17 16:47:08,2,178997,9516,890,0
2024-11-17 16:47:38,2,179027,9516,890,0
2024-11-17 16:48:08,2,179057,9516,890,0
2024-11-17 16:48:38,2,179087,9516,890,0
2024-11-17 16:49:08,2,179117,9516,890,0
2024-11-17 16:49:39,2,179147,9516,890,0
2024-11-17 16:50:09,2,179177,9516,890,0
2024-11-17 16:50:39,2,179207,9516,890,0
2024-11-17 16:51:09,2,179237,9516,890,0
2024-11-17 16:51:39,2,179267,9516,890,0
2024-11-17 16:52:09,2,179297,9516,890,0
2024-11-17 16:52:39,2,179327,9516,890,0
2024-11-17 16:53:09,2,179357,9516,890,0
2024-11-17 16:53:39,2,179387,9516,890,0
2024-11-17 16:54:09,2,179417,9516,890,0
2024-11-17 16:54:39,2,179447,9516,890,0
2024-11-17 16:55:09,2,179477,9516,890,0
2024-11-17 16:55:39,2,179507,9516,890,0
2024-11-17 16:56:09,2,179537,9516,890,0
2024-11-17 16:56:39,2,179567,9516,890,0
2024-11-17 16:57:09,2,179597,9516,890,0
2024-11-17 16:57:39,2,179627,9516,890,0
2024-11-17 16:58:09,2,179657,9516,890,0
2024-11-17 16:58:39,2,179687,9516,890,0
2024-11-17 16:59:09,2,179717,9516,890,0
2024-11-17 16:59:39,2,179747,9516,890,0
2024-11-17 17:00:09,2,179777,9516,890,0
2024-11-17 17:00:39,2,179807,9516,890,0
2024-11-17 17:01:09,2,179837,9516,890,0
2024-11-17 17:01:39,2,179867,9516,890,0
2024-11-17 17:02:09,2,179897,9516,890,0
2024-11-17 17:02:39,2,179927,9516,890,0
2024-11-17 17:03:09,2,179957,9516,890,0
2024-11-17 17:03:39,2,179987,9516,890,0
2024-11-17 17:04:09,2,180017,9516,890,0
2024-11-17 17:04:39,2,180047,9516,890,0
2024-11-17 17:05:09,2,180077,9516,890,0
2024-11-17 17:05:39,2,180107,9516,890,0
2024-11-17 17:06:09,2,180137,9516,890,0
2024-11-17 17:06:39,2,180167,9516,890,0
2024-11-17 17:07:10,2,180197,9516,890,0
2024-11-17 17:07:40,2,180227,9516,890,0
2024-11-17 17:08:10,2,180257,9516,890,0
2024-11-17 17:08:40,2,180287,9516,890,0
2024-11-17 17:09:10,2,180317,9516,890,0
2024-11-17 17:09:40,2,180347,9516,890,0
2024-11-17 17:10:10,2,180377,9516,890,0
2024-11-17 17:10:40,2,180407,9516,890,0
2024-11-17 17:11:10,2,180437,9516,890,0
2024-11-17 17:11:40,2,180467,9516,890,0
2024-11-17 17:12:10,2,180497,9516,890,0
2024-11-17 17:12:40,2,180527,9516,890,0
2024-11-17 17:13:10,2,180557,9516,890,0
2024-11-17 17:13:40,2,180587,9516,890,0
2024-11-17 17:14:10,2,180617,9516,890,0
2024-11-17 17:14:40,2,180647,9516,890,0
2024-11-17 17:15:10,2,180677,9516,890,0
2024-11-17 17:15:40,2,180707,9516,890,0
2024-11-17 17:16:10,2,180737,9516,890,0
2024-11-17 17:16:40,2,180767,9516,890,0
2024-11-17 17:17:10,2,180797,9516,890,0
2024-11-17 17:17:40,2,180827,9516,890,0
2024-11-17 17:18:10,2,180857,9516,890,0
