timestamp,magFieldVec_X,magFieldVec_Y,magFieldVec_Z,coarseSunVec_X,coarseSunVec_Y,coarseSunVec_Z,fineSunVec_X,fineSunVec_Y,fineSunVec_Z,nadirVec_X,nadirVec_Y,nadirVec_Z,angRateVec_X,angRateVec_Y,angRateVec_Z,wheelSpeedArr_X,wheelSpeedArr_Y,wheelSpeedArr_Z
2024-11-17 09:27:12,-1392,887,3920,9088,-1241,-3983,9338,161,-3575,-77,1347,9909,4,-8,-11,0,-4332,0
2024-11-17 09:27:42,-1441,873,3863,9679,381,-2485,9240,298,-3813,-82,1393,9902,2,-7,-9,0,-4345,0
2024-11-17 09:28:12,-1501,860,3796,8919,341,-4510,9141,420,-4034,-94,1533,9881,3,-7,-8,0,-4356,0
2024-11-17 09:28:42,-1558,856,3727,9490,-440,-3123,9041,481,-4246,-115,1600,9870,2,-8,-7,0,-4361,0
2024-11-17 09:29:12,-1620,838,3653,8870,1722,-4285,8953,491,-4428,-165,1685,9856,2,-6,-6,0,-4347,0
2024-11-17 09:29:42,-1681,814,3581,8811,180,-4726,8870,513,-4589,-208,1721,9849,0,-7,-4,0,-4323,0
2024-11-17 09:30:12,-1743,783,3506,8738,361,-4850,8795,508,-4731,-266,1733,9845,0,-7,-3,0,-4289,0
2024-11-17 09:30:42,-1808,751,3426,8935,-621,-4447,8717,501,-4874,-325,1724,9845,0,-7,-3,0,-4255,0
2024-11-17 09:31:12,-1867,709,3342,9141,221,-4049,8634,483,-5022,-391,1688,9849,-1,-8,-3,0,-4204,0
2024-11-17 09:31:42,-1923,674,3255,8832,981,-4586,8557,453,-5154,-458,1681,9847,-1,-8,-2,0,-4169,0
2024-11-17 09:32:12,-1967,637,3173,8998,361,-4349,8481,427,-5281,-514,1658,9848,-1,-8,-1,0,-4129,0
2024-11-17 09:32:42,-2022,602,3079,7850,761,-6148,8407,370,-5402,-594,1680,9840,-2,-8,-1,0,-4082,0
2024-11-17 09:33:12,-2061,570,2988,7995,-421,-5991,8316,325,-5544,-627,1637,9845,-3,-8,0,0,-4017,0
2024-11-17 09:33:42,-2092,515,2902,8357,-20,-5491,8197,292,-5721,-634,1534,9861,-3,-9,0,0,-3957,0
2024-11-17 09:34:12,-2119,472,2819,7588,1061,-6427,8086,256,-5878,-655,1474,9869,-3,-10,0,0,-3931,0
2024-11-17 09:34:42,-2139,428,2734,7952,941,-5989,7972,240,-6033,-661,1384,9882,-3,-11,-1,0,-3889,0
2024-11-17 09:35:12,-2159,385,2654,7787,1942,-5966,7838,214,-6206,-656,1301,9893,-3,-10,0,0,-3851,0
