timestamp,estQSet_Q1,estQSet_Q2,estQSet_Q3,estQSet_X,estQSet_Y,estQSet_Z
2024-11-07 13:43:39,0,0,0,0,0,0
2024-11-07 13:44:09,0,0,0,0,0,0
2024-11-07 13:44:39,0,0,0,0,0,0
2024-11-07 13:45:10,0,0,0,0,0,0
2024-11-07 13:45:40,0,0,0,0,0,0
2024-11-07 13:46:10,0,0,0,0,0,0
2024-11-07 13:46:40,0,0,0,0,0,0
2024-11-07 13:47:10,0,0,0,0,0,0
2024-11-07 13:47:40,0,0,0,0,0,0
2024-11-07 13:48:10,0,0,0,0,0,0
2024-11-07 13:48:40,0,0,0,0,0,0
2024-11-07 13:49:10,0,0,0,0,0,0
2024-11-07 13:49:40,0,0,0,0,0,0
2024-11-07 13:50:10,0,0,0,0,0,0
2024-11-07 13:50:40,0,0,0,0,0,0
2024-11-07 13:51:10,0,0,0,0,0,0
2024-11-07 13:51:40,0,0,0,0,0,0
2024-11-07 13:52:10,0,0,0,0,0,0
2024-11-07 13:52:40,0,0,0,0,0,0
2024-11-07 13:53:10,0,0,0,0,0,0
2024-11-07 13:53:40,0,0,0,0,0,0
2024-11-07 13:54:10,0,0,0,0,0,0
2024-11-07 13:54:40,0,0,0,0,0,0
2024-11-07 13:55:10,0,0,0,0,0,0
2024-11-07 13:55:40,0,0,0,0,0,0
2024-11-07 13:56:10,0,0,0,0,0,0
2024-11-07 13:56:40,0,0,0,0,0,0
2024-11-07 13:57:10,0,0,0,0,0,0
2024-11-07 13:57:40,0,0,0,0,0,0
2024-11-07 13:58:10,0,0,0,0,0,0
2024-11-07 13:58:40,0,0,0,0,0,0
2024-11-07 13:59:11,0,0,0,0,0,0
2024-11-07 13:59:41,0,0,0,0,0,0
2024-11-07 14:00:11,0,0,0,0,0,0
2024-11-07 14:00:41,0,0,0,0,0,0
2024-11-07 14:01:11,0,0,0,0,0,0
2024-11-07 14:01:41,0,0,0,0,0,0
2024-11-07 14:02:11,0,0,0,0,0,0
2024-11-07 14:02:41,0,0,0,0,0,0
2024-11-07 14:03:11,0,0,0,0,0,0
2024-11-07 14:03:41,0,0,0,0,0,0
2024-11-07 14:04:11,0,0,0,0,0,0
2024-11-07 14:04:41,0,0,0,0,0,0
2024-11-07 14:05:11,0,0,0,0,0,0
2024-11-07 14:05:41,0,0,0,0,0,0
2024-11-07 14:06:11,0,0,0,0,0,0
2024-11-07 14:06:41,0,0,0,0,0,0
2024-11-07 14:07:11,0,0,0,0,0,0
2024-11-07 14:07:41,0,0,0,0,0,0
2024-11-07 14:08:11,0,0,0,0,0,0
2024-11-07 14:08:41,0,0,0,0,0,0
2024-11-07 14:09:11,0,0,0,0,0,0
2024-11-07 14:09:41,0,0,0,0,0,0
2024-11-07 14:10:11,0,0,0,0,0,0
2024-11-07 14:10:41,0,0,0,0,0,0
2024-11-07 14:11:11,0,0,0,0,0,0
2024-11-07 14:11:41,0,0,0,0,0,0
2024-11-07 14:12:11,0,0,0,0,0,0
2024-11-07 14:12:41,0,0,0,0,0,0
2024-11-07 14:13:11,0,0,0,0,0,0
2024-11-07 14:13:42,0,0,0,0,0,0
2024-11-07 14:14:12,0,0,0,0,0,0
2024-11-07 14:14:42,0,0,0,0,0,0
2024-11-07 14:15:12,0,0,0,0,0,0
2024-11-07 14:15:42,0,0,0,0,0,0
2024-11-07 14:16:12,0,0,0,0,0,0
2024-11-07 14:16:42,0,0,0,0,0,0
2024-11-07 14:17:12,0,0,0,0,0,0
2024-11-07 14:17:42,0,0,0,0,0,0
2024-11-07 14:18:12,0,0,0,0,0,0
