timestamp,estQSet_Q1,estQSet_Q2,estQSet_Q3,estQSet_X,estQSet_Y,estQSet_Z
2024-11-17 10:28:45,5,7,-73,2,1,0
2024-11-17 10:29:15,4,8,-71,1,1,-2
2024-11-17 10:29:45,4,7,-66,0,2,-4
2024-11-17 10:30:15,3,7,-60,1,1,-4
2024-11-17 10:30:45,2,8,-53,2,1,-5
2024-11-17 10:31:15,1,8,-45,1,1,-4
2024-11-17 10:31:45,0,7,-37,1,2,-5
2024-11-17 10:32:15,-1,8,-27,1,1,-6
2024-11-17 10:32:45,-2,8,-17,2,1,-6
2024-11-17 10:33:15,-4,7,-6,2,1,-7
2024-11-17 10:33:46,-6,6,5,3,1,-7
2024-11-17 10:34:16,-7,5,16,2,1,-6
2024-11-17 10:34:46,-9,4,25,2,1,-6
2024-11-17 10:35:16,-12,2,35,3,0,-5
2024-11-17 10:35:46,-14,1,43,1,1,-6
2024-11-17 10:36:16,-16,0,51,2,0,-5
2024-11-17 10:36:46,-17,0,57,2,0,-5
2024-11-17 10:37:16,-19,-1,61,2,0,-2
2024-11-17 10:37:46,-20,-1,61,-1,0,-1
2024-11-17 10:38:16,-20,0,57,0,0,0
2024-11-17 10:38:46,-19,0,53,-1,0,0
2024-11-17 10:39:16,-18,0,47,-1,0,0
2024-11-17 10:39:46,-17,-1,41,-1,-1,0
2024-11-17 10:40:16,-17,-1,34,-1,0,0
2024-11-17 10:40:46,-16,-1,28,-1,-1,0
2024-11-17 10:41:16,-16,-1,22,-1,0,0
2024-11-17 10:41:46,-16,-1,17,-1,0,0
2024-11-17 10:42:16,-15,-1,11,-1,0,0
2024-11-17 10:42:46,-14,-1,3,-2,-1,0
2024-11-17 10:43:16,-13,-1,-3,-2,0,1
2024-11-17 10:43:46,-12,-1,-11,-1,-1,1
2024-11-17 10:44:16,-10,-1,-18,-2,0,2
2024-11-17 10:44:46,-8,-1,-27,-2,0,1
2024-11-17 10:45:16,-7,-1,-33,-1,0,0
2024-11-17 10:45:46,-6,0,-40,0,0,-1
2024-11-17 10:46:16,-6,0,-44,0,-1,-2
2024-11-17 10:46:46,-7,0,-47,0,0,-1
2024-11-17 10:47:16,-8,0,-50,1,1,-1
2024-11-17 10:47:46,-9,0,-53,1,-1,-2
2024-11-17 10:48:16,-11,0,-55,2,-1,-1
2024-11-17 10:48:46,-12,0,-56,1,0,-2
2024-11-17 10:49:16,-15,1,-58,1,-1,-1
2024-11-17 10:49:46,-19,2,-58,3,0,-3
2024-11-17 10:50:16,-26,2,-55,5,-1,-3
2024-11-17 10:50:46,-34,2,-51,6,0,-3
2024-11-17 10:51:17,-44,3,-46,6,0,-2
2024-11-17 10:51:47,-54,3,-42,5,1,-2
2024-11-17 10:52:17,-65,3,-37,5,1,-4
2024-11-17 10:52:47,-78,3,-32,6,0,-2
2024-11-17 10:53:17,-89,4,-28,5,1,-2
2024-11-17 10:53:47,-100,5,-24,5,1,-2
2024-11-17 10:54:17,-107,6,-22,2,1,-1
2024-11-17 10:54:47,-111,6,-21,0,2,0
2024-11-17 10:55:17,-114,8,-20,0,2,0
2024-11-17 10:55:47,-116,8,-20,0,2,0
2024-11-17 10:56:17,-123,8,-19,2,3,0
2024-11-17 10:56:47,-130,9,-18,2,2,0
2024-11-17 10:57:17,-133,9,-19,-1,3,0
2024-11-17 10:57:47,-135,9,-19,1,1,-1
2024-11-17 10:58:17,-139,10,-19,0,3,-1
2024-11-17 10:58:47,-142,10,-20,1,2,-1
2024-11-17 10:59:17,-145,11,-21,1,2,0
2024-11-17 10:59:47,-147,10,-21,0,3,-1
2024-11-17 11:00:17,-145,9,-21,-1,3,0
2024-11-17 11:00:47,-143,9,-21,-1,2,0
2024-11-17 11:01:17,-140,9,-21,0,1,-2
2024-11-17 11:01:47,-135,9,-20,-2,1,-1
2024-11-17 11:02:17,-128,9,-18,-2,2,-1
2024-11-17 11:02:47,-122,9,-16,-1,2,-1
2024-11-17 11:03:17,-115,8,-14,-2,3,-1
