timestamp,magFieldVec_X,magFieldVec_Y,magFieldVec_Z,coarseSunVec_X,coarseSunVec_Y,coarseSunVec_Z,fineSunVec_X,fineSunVec_Y,fineSunVec_Z,nadirVec_X,nadirVec_Y,nadirVec_Z,angRateVec_X,angRateVec_Y,angRateVec_Z,wheelSpeedArr_X,wheelSpeedArr_Y,wheelSpeedArr_Z
2024-11-18 01:54:45,-1227,1096,-4318,-1481,100,-9889,-2778,284,-9602,-54,-1316,9913,4,-9,2,0,-3513,0
2024-11-18 01:55:15,-1133,1142,-4356,-2481,200,-9685,-2952,280,-9550,-94,-1324,9911,4,-9,1,0,-3516,0
2024-11-18 01:55:45,-1038,1175,-4387,-3984,881,-9130,-3115,261,-9499,-132,-1307,9913,4,-9,2,0,-3513,0
2024-11-18 01:56:15,-949,1213,-4416,-3342,100,-9425,-3311,243,-9433,-162,-1331,9910,5,-9,1,0,-3502,0
2024-11-18 01:56:45,-865,1236,-4440,-3606,-982,-9275,-3517,207,-9359,-165,-1302,9914,5,-9,2,0,-3497,0
2024-11-18 01:57:15,-799,1253,-4456,-3447,401,-9379,-3705,164,-9287,-181,-1286,9915,6,-10,2,0,-3500,0
2024-11-18 01:57:45,-717,1274,-4474,-3466,-220,-9377,-3925,136,-9197,-179,-1262,9918,4,-11,3,0,-3517,0
2024-11-18 01:58:15,-640,1284,-4490,-5030,882,-8598,-4117,85,-9113,-186,-1174,9929,5,-10,4,0,-3544,0
2024-11-18 01:58:45,-556,1294,-4502,-5565,140,-8307,-4324,56,-9017,-192,-1109,9936,5,-11,5,0,-3571,0
2024-11-18 01:59:15,-476,1302,-4511,-2683,-120,-9632,-4538,52,-8911,-211,-1144,9932,5,-11,5,0,-3597,0
2024-11-18 01:59:45,-395,1312,-4511,-5411,1102,-8337,-4718,45,-8817,-211,-1042,9943,5,-10,3,0,-3621,0
2024-11-18 02:00:15,-318,1328,-4511,-6351,-681,-7694,-4909,82,-8712,-207,-998,9948,4,-11,4,0,-3637,0
2024-11-18 02:00:45,-235,1347,-4505,-4608,-80,-8875,-5128,121,-8584,-228,-1035,9944,3,-10,4,0,-3657,0
2024-11-18 02:01:15,-154,1365,-4494,-4886,481,-8712,-5330,167,-8460,-237,-1026,9944,4,-11,4,0,-3666,0
2024-11-18 02:01:45,-88,1379,-4478,-4670,281,-8838,-5504,216,-8346,-240,-1033,9944,4,-12,3,0,-3682,0
2024-11-18 02:02:15,-9,1394,-4460,-6191,541,-7834,-5686,272,-8221,-239,-1000,9947,4,-12,3,0,-3688,0
