timestamp,magFieldVec_X,magFieldVec_Y,magFieldVec_Z,coarseSunVec_X,coarseSunVec_Y,coarseSunVec_Z,fineSunVec_X,fineSunVec_Y,fineSunVec_Z,nadirVec_X,nadirVec_Y,nadirVec_Z,angRateVec_X,angRateVec_Y,angRateVec_Z,wheelSpeedArr_X,wheelSpeedArr_Y,wheelSpeedArr_Z
2024-11-08 03:43:17,-2723,-364,-1187,2262,-1021,-9687,2583,-1502,-9543,35,997,9950,8,-23,-2,0,-3529,0
2024-11-08 03:43:47,-2712,-405,-1381,2584,-1562,-9533,2242,-1693,-9597,47,1149,9934,9,-23,-1,0,-3527,0
2024-11-08 03:44:17,-2689,-458,-1583,1581,-1441,-9768,1911,-1917,-9627,47,1361,9907,9,-22,0,0,-3518,0
2024-11-08 03:44:47,-2657,-517,-1771,500,-700,-9963,1584,-2167,-9633,52,1606,9870,9,-22,1,0,-3486,0
2024-11-08 03:45:17,-2631,-573,-1940,461,-861,-9952,1264,-2372,-9632,71,1786,9839,8,-23,1,0,-3457,0
2024-11-08 03:45:47,-2602,-629,-2121,380,-980,-9945,907,-2546,-9628,88,1939,9810,7,-23,1,0,-3436,0
2024-11-08 03:46:18,-2559,-696,-2309,140,-1361,-9906,519,-2691,-9617,126,2069,9783,6,-22,0,0,-3413,0
2024-11-08 03:46:48,-2520,-764,-2473,60,-2123,-9772,138,-2827,-9591,168,2188,9756,6,-23,1,0,-3395,0
2024-11-08 03:47:18,-2477,-829,-2614,-260,-1802,-9833,-210,-2944,-9555,220,2310,9727,6,-22,2,0,-3379,0
2024-11-08 03:47:48,-2431,-897,-2765,-340,-1802,-9830,-601,-3037,-9509,271,2412,9701,5,-22,1,0,-3367,0
2024-11-08 03:48:18,-2375,-967,-2924,-921,-3382,-9366,-943,-3094,-9463,278,2460,9689,5,-22,2,0,-3371,0
2024-11-08 03:48:48,-2294,-1030,-3089,-862,-3627,-9279,-1260,-3111,-9420,243,2490,9682,5,-21,1,0,-3354,0
2024-11-08 03:49:18,-2213,-1075,-3248,-1803,-4327,-8833,-1559,-3062,-9391,226,2433,9697,3,-22,0,0,-3351,0
2024-11-08 03:49:48,-2116,-1116,-3406,-1441,-3141,-9384,-1843,-3004,-9358,181,2395,9707,3,-22,-2,0,-3353,0
2024-11-08 03:50:18,-2024,-1155,-3547,-962,-1643,-9817,-2094,-2967,-9317,143,2373,9713,3,-22,-2,0,-3362,0
2024-11-08 03:50:48,-1924,-1186,-3690,-1142,-1262,-9854,-2373,-2905,-9270,116,2295,9732,3,-22,-3,0,-3396,0
2024-11-08 03:51:18,-1815,-1207,-3838,-1664,-1644,-9723,-2653,-2830,-9217,73,2181,9759,3,-23,-4,0,-3431,0
