timestamp,uint8__opMode,uint32__upTime,uint16__totalResetCount,uint16__resetReasonBitField,uint16__payloadModesStatus
2024-11-17 13:33:26,2,167385,9516,890,0
2024-11-17 13:33:56,2,167415,9516,890,0
2024-11-17 13:34:26,2,167445,9516,890,0
2024-11-17 13:34:56,2,167475,9516,890,0
2024-11-17 13:35:26,2,167505,9516,890,0
2024-11-17 13:35:56,2,167535,9516,890,0
2024-11-17 13:36:26,2,167565,9516,890,0
2024-11-17 13:36:56,2,167595,9516,890,0
2024-11-17 13:37:26,2,167625,9516,890,0
2024-11-17 13:37:56,2,167655,9516,890,0
2024-11-17 13:38:26,2,167685,9516,890,0
2024-11-17 13:38:56,2,167715,9516,890,0
2024-11-17 13:39:26,2,167745,9516,890,0
2024-11-17 13:39:56,2,167775,9516,890,0
2024-11-17 13:40:26,2,167805,9516,890,0
2024-11-17 13:40:56,2,167835,9516,890,0
2024-11-17 13:41:26,2,167865,9516,890,0
2024-11-17 13:41:56,2,167895,9516,890,0
2024-11-17 13:42:26,2,167925,9516,890,0
2024-11-17 13:43:13,4,167972,9516,890,0
2024-11-17 13:43:43,4,168002,9516,890,0
2024-11-17 13:44:13,4,168032,9516,890,0
2024-11-17 13:44:43,4,168062,9516,890,0
2024-11-17 13:45:13,4,168092,9516,890,0
2024-11-17 13:45:43,4,168122,9516,890,0
2024-11-17 13:46:13,4,168152,9516,890,0
2024-11-17 13:46:43,4,168182,9516,890,0
2024-11-17 13:47:13,4,168212,9516,890,0
2024-11-17 13:47:43,4,168242,9516,890,0
2024-11-17 13:48:13,4,168272,9516,890,0
2024-11-17 13:48:44,4,168302,9516,890,0
2024-11-17 13:49:14,4,168332,9516,890,0
2024-11-17 13:49:44,4,168362,9516,890,0
2024-11-17 13:50:14,4,168392,9516,890,0
2024-11-17 13:50:44,4,168422,9516,890,0
2024-11-17 13:51:14,4,168452,9516,890,0
2024-11-17 13:51:44,4,168482,9516,890,0
2024-11-17 13:52:14,4,168512,9516,890,0
2024-11-17 13:52:44,4,168542,9516,890,0
2024-11-17 13:53:14,4,168572,9516,890,0
2024-11-17 13:53:44,4,168602,9516,890,0
2024-11-17 13:54:28,2,168646,9516,890,0
2024-11-17 13:54:58,2,168676,9516,890,0
2024-11-17 13:55:28,2,168706,9516,890,0
2024-11-17 13:55:58,2,168736,9516,890,0
