timestamp,uint8__opMode,uint32__upTime,uint16__totalResetCount,uint16__resetReasonBitField,uint16__payloadModesStatus
2024-11-17 18:42:15,2,185897,9516,890,0
2024-11-17 18:42:45,2,185927,9516,890,0
2024-11-17 18:43:15,2,185957,9516,890,0
2024-11-17 18:43:45,2,185987,9516,890,0
2024-11-17 18:44:15,2,186017,9516,890,0
2024-11-17 18:44:45,2,186047,9516,890,0
2024-11-17 18:45:15,2,186077,9516,890,0
2024-11-17 18:45:45,2,186107,9516,890,0
2024-11-17 18:46:15,2,186137,9516,890,0
2024-11-17 18:46:45,2,186167,9516,890,0
2024-11-17 18:47:15,2,186197,9516,890,0
2024-11-17 18:47:45,2,186227,9516,890,0
2024-11-17 18:48:15,2,186257,9516,890,0
2024-11-17 18:48:45,2,186287,9516,890,0
2024-11-17 18:49:15,2,186317,9516,890,0
2024-11-17 18:49:45,2,186347,9516,890,0
2024-11-17 18:50:15,2,186377,9516,890,0
2024-11-17 18:50:45,2,186407,9516,890,0
2024-11-17 18:51:15,2,186437,9516,890,0
2024-11-17 18:51:45,2,186467,9516,890,0
2024-11-17 18:52:15,2,186497,9516,890,0
2024-11-17 18:52:45,2,186527,9516,890,0
2024-11-17 18:53:15,2,186557,9516,890,0
2024-11-17 18:53:45,2,186587,9516,890,0
2024-11-17 18:54:15,2,186617,9516,890,0
2024-11-17 18:54:46,2,186647,9516,890,0
2024-11-17 18:55:16,2,186677,9516,890,0
2024-11-17 18:55:46,2,186707,9516,890,0
2024-11-17 18:56:16,2,186737,9516,890,0
2024-11-17 18:56:46,2,186767,9516,890,0
2024-11-17 18:57:16,2,186797,9516,890,0
2024-11-17 18:57:46,2,186827,9516,890,0
2024-11-17 18:58:16,2,186857,9516,890,0
2024-11-17 18:58:46,2,186887,9516,890,0
2024-11-17 18:59:16,2,186917,9516,890,0
2024-11-17 18:59:46,2,186947,9516,890,0
2024-11-17 19:00:16,2,186977,9516,890,0
2024-11-17 19:00:46,2,187007,9516,890,0
2024-11-17 19:01:16,2,187037,9516,890,0
2024-11-17 19:01:46,2,187067,9516,890,0
2024-11-17 19:02:16,2,187097,9516,890,0
2024-11-17 19:02:46,2,187127,9516,890,0
2024-11-17 19:03:16,2,187157,9516,890,0
2024-11-17 19:03:46,2,187187,9516,890,0
2024-11-17 19:04:16,2,187217,9516,890,0
2024-11-17 19:04:46,2,187247,9516,890,0
2024-11-17 19:05:16,2,187277,9516,890,0
2024-11-17 19:05:46,2,187307,9516,890,0
2024-11-17 19:06:16,2,187337,9516,890,0
2024-11-17 19:06:46,2,187367,9516,890,0
2024-11-17 19:07:16,2,187397,9516,890,0
2024-11-17 19:07:46,2,187427,9516,890,0
2024-11-17 19:08:16,2,187457,9516,890,0
2024-11-17 19:08:46,2,187487,9516,890,0
2024-11-17 19:09:16,2,187517,9516,890,0
2024-11-17 19:09:46,2,187547,9516,890,0
2024-11-17 19:10:16,2,187577,9516,890,0
2024-11-17 19:10:46,2,187607,9516,890,0
2024-11-17 19:11:16,2,187637,9516,890,0
2024-11-17 19:11:46,2,187667,9516,890,0
2024-11-17 19:12:17,2,187697,9516,890,0
2024-11-17 19:12:47,2,187727,9516,890,0
2024-11-17 19:13:17,2,187757,9516,890,0
2024-11-17 19:13:47,2,187787,9516,890,0
2024-11-17 19:14:17,2,187817,9516,890,0
2024-11-17 19:14:47,2,187847,9516,890,0
2024-11-17 19:15:17,2,187877,9516,890,0
2024-11-17 19:15:47,2,187907,9516,890,0
2024-11-17 19:16:17,2,187937,9516,890,0
2024-11-17 19:16:47,2,187967,9516,890,0
2024-11-17 19:17:17,2,187997,9516,890,0
2024-11-17 19:17:47,2,188027,9516,890,0
2024-11-17 19:18:17,2,188057,9516,890,0
2024-11-17 19:18:47,2,188087,9516,890,0
2024-11-17 19:19:17,2,188117,9516,890,0
2024-11-17 19:19:47,2,188147,9516,890,0
2024-11-17 19:20:17,2,188177,9516,890,0
2024-11-17 19:20:47,2,188207,9516,890,0
2024-11-17 19:21:17,2,188237,9516,890,0
2024-11-17 19:21:47,2,188267,9516,890,0
2024-11-17 19:22:17,2,188297,9516,890,0
2024-11-17 19:22:47,2,188327,9516,890,0
2024-11-17 19:23:17,2,188357,9516,890,0
2024-11-17 19:23:47,2,188387,9516,890,0
2024-11-17 19:24:17,2,188417,9516,890,0
2024-11-17 19:24:47,2,188447,9516,890,0
2024-11-17 19:25:17,2,188477,9516,890,0
2024-11-17 19:25:47,2,188507,9516,890,0
2024-11-17 19:26:17,2,188537,9516,890,0
2024-11-17 19:26:47,2,188567,9516,890,0
2024-11-17 19:27:17,2,188597,9516,890,0
2024-11-17 19:27:47,2,188627,9516,890,0
2024-11-17 19:28:17,2,188657,9516,890,0
2024-11-17 19:28:47,2,188687,9516,890,0
2024-11-17 19:29:17,2,188717,9516,890,0
2024-11-17 19:29:47,2,188747,9516,890,0
2024-11-17 19:30:18,2,188777,9516,890,0
