timestamp,estQSet_Q1,estQSet_Q2,estQSet_Q3,estQSet_X,estQSet_Y,estQSet_Z
2024-11-17 18:42:15,-36,4,49,1,0,0
2024-11-17 18:42:45,-37,4,51,1,2,-1
2024-11-17 18:43:15,-38,4,52,2,0,0
2024-11-17 18:43:45,-39,4,55,3,2,0
2024-11-17 18:44:15,-42,4,58,2,0,1
2024-11-17 18:44:45,-43,4,60,2,0,0
2024-11-17 18:45:15,-45,4,62,2,0,0
2024-11-17 18:45:45,-47,3,64,2,0,1
2024-11-17 18:46:15,-48,3,66,2,1,0
2024-11-17 18:46:45,-49,2,67,2,0,1
2024-11-17 18:47:15,-50,0,69,3,1,1
2024-11-17 18:47:45,-51,0,70,1,0,1
2024-11-17 18:48:15,-51,0,71,1,0,2
2024-11-17 18:48:45,-50,0,72,1,0,1
2024-11-17 18:49:15,-50,0,72,1,0,2
2024-11-17 18:49:45,-52,-1,73,2,0,1
2024-11-17 18:50:15,-55,-2,74,3,0,2
2024-11-17 18:50:45,-57,-3,75,2,1,2
2024-11-17 18:51:15,-60,-3,76,2,-1,3
2024-11-17 18:51:45,-62,-4,76,2,-1,2
2024-11-17 18:52:15,-64,-4,77,3,-1,2
2024-11-17 18:52:45,-67,-3,77,2,-2,2
2024-11-17 18:53:15,-69,-4,78,2,-1,3
2024-11-17 18:53:45,-72,-3,78,3,-1,3
2024-11-17 18:54:15,-74,-3,79,1,-1,3
2024-11-17 18:54:46,-74,-3,79,2,-1,3
2024-11-17 18:55:16,-75,-2,79,1,-1,4
2024-11-17 18:55:46,-75,-1,79,1,0,3
2024-11-17 18:56:16,-75,-1,79,1,0,3
2024-11-17 18:56:46,-75,-1,79,1,0,3
2024-11-17 18:57:16,-75,-1,79,2,-1,2
2024-11-17 18:57:46,-75,-1,78,1,0,2
2024-11-17 18:58:16,-73,-1,78,1,-1,3
2024-11-17 18:58:46,-72,-1,78,0,-1,1
2024-11-17 18:59:16,-70,-2,78,1,0,2
2024-11-17 18:59:46,-67,-2,79,0,-1,1
2024-11-17 19:00:16,-64,-1,80,0,-2,2
2024-11-17 19:00:46,-61,-1,81,-1,-1,1
2024-11-17 19:01:16,-58,-1,82,-1,-1,2
2024-11-17 19:01:46,-55,-1,83,0,0,2
2024-11-17 19:02:16,-53,-1,84,0,-1,1
2024-11-17 19:02:46,-51,0,84,0,-1,1
2024-11-17 19:03:16,-48,0,84,-1,0,1
2024-11-17 19:03:46,-46,0,85,-1,-1,1
2024-11-17 19:04:16,-43,1,85,-1,-1,1
2024-11-17 19:04:46,-41,1,86,-1,0,0
2024-11-17 19:05:16,-38,2,87,-1,0,1
2024-11-17 19:05:46,-35,3,88,-1,-1,0
2024-11-17 19:06:16,-33,4,89,-2,1,1
2024-11-17 19:06:46,-31,5,89,0,1,1
2024-11-17 19:07:16,-29,6,89,-2,2,1
2024-11-17 19:07:46,-27,7,90,0,2,1
2024-11-17 19:08:16,-25,8,90,-1,1,2
2024-11-17 19:08:46,-22,8,91,-1,1,1
2024-11-17 19:09:16,-20,10,92,-1,1,1
2024-11-17 19:09:46,-17,11,94,-1,3,2
2024-11-17 19:10:16,-15,11,95,0,2,0
2024-11-17 19:10:46,-12,11,97,0,2,0
2024-11-17 19:11:16,-8,11,100,-1,3,-1
2024-11-17 19:11:46,-5,10,103,0,3,-1
2024-11-17 19:12:17,-1,10,106,-1,2,-1
2024-11-17 19:12:47,1,10,109,0,2,-1
2024-11-17 19:13:17,4,11,111,-1,1,1
2024-11-17 19:13:47,6,11,109,-1,3,2
2024-11-17 19:14:17,6,12,105,0,1,3
2024-11-17 19:14:47,7,12,101,0,2,3
2024-11-17 19:15:17,7,11,97,-1,2,4
2024-11-17 19:15:47,7,9,91,-1,3,4
2024-11-17 19:16:17,7,8,84,0,3,4
2024-11-17 19:16:47,7,7,77,0,3,5
2024-11-17 19:17:17,7,6,69,-1,1,6
2024-11-17 19:17:47,7,5,59,-1,2,5
2024-11-17 19:18:17,7,5,49,0,1,6
2024-11-17 19:18:47,7,5,38,0,1,7
2024-11-17 19:19:17,7,4,27,0,1,7
2024-11-17 19:19:47,7,5,16,-2,0,6
2024-11-17 19:20:17,7,4,6,-1,2,4
2024-11-17 19:20:47,7,3,-1,-1,1,5
2024-11-17 19:21:17,8,3,-11,-1,0,5
2024-11-17 19:21:47,9,2,-21,-1,0,4
2024-11-17 19:22:17,9,2,-30,-2,1,5
2024-11-17 19:22:47,10,2,-42,-1,1,5
2024-11-17 19:23:17,10,2,-53,-1,0,6
2024-11-17 19:23:47,11,1,-63,-1,0,4
2024-11-17 19:24:17,12,1,-71,-1,1,4
2024-11-17 19:24:47,12,1,-78,-1,0,3
2024-11-17 19:25:17,13,2,-83,0,0,4
2024-11-17 19:25:47,13,2,-89,-1,1,2
2024-11-17 19:26:17,13,2,-92,0,1,1
2024-11-17 19:26:47,12,3,-95,0,1,1
2024-11-17 19:27:17,12,4,-97,-1,0,1
2024-11-17 19:27:47,11,5,-99,0,1,0
2024-11-17 19:28:17,10,6,-100,0,0,0
2024-11-17 19:28:47,8,6,-99,0,1,-2
2024-11-17 19:29:17,7,5,-96,0,0,-2
2024-11-17 19:29:47,5,5,-92,1,1,-4
2024-11-17 19:30:18,2,5,-87,1,2,-4
2024-11-17 19:30:48,0,4,-82,2,1,-4
2024-11-17 19:31:18,-3,4,-75,3,0,-5
2024-11-17 19:31:48,-6,4,-69,1,0,-4
2024-11-17 19:32:18,-9,5,-63,2,1,-5
2024-11-17 19:32:48,-12,5,-57,2,1,-4
2024-11-17 19:33:18,-16,5,-51,2,1,-3
2024-11-17 19:33:48,-20,5,-45,1,1,-4
2024-11-17 19:34:18,-23,6,-39,2,1,-3
2024-11-17 19:34:48,-26,7,-34,1,1,-3
2024-11-17 19:35:18,-29,7,-29,1,1,-3
2024-11-17 19:35:48,-32,7,-24,1,2,-3
2024-11-17 19:36:18,-34,8,-22,0,1,-1
2024-11-17 19:36:48,-35,9,-21,0,1,-1
2024-11-17 19:37:18,-35,9,-20,-1,2,-1
2024-11-17 19:37:48,-36,8,-19,-1,2,-1
2024-11-17 19:38:18,-36,8,-20,-1,2,-1
2024-11-17 19:38:48,-36,8,-20,-1,2,0
2024-11-17 19:39:18,-35,8,-22,-2,2,1
2024-11-17 19:39:48,-35,8,-25,-1,2,1
2024-11-17 19:40:18,-35,8,-26,0,1,0
2024-11-17 19:40:48,-35,8,-27,0,1,-1
2024-11-17 19:41:18,-36,8,-26,0,2,-1
2024-11-17 19:41:48,-38,8,-25,0,2,-2
2024-11-17 19:42:18,-39,7,-24,-1,2,-1
2024-11-17 19:42:48,-40,6,-22,0,1,-1
2024-11-17 19:43:18,-42,6,-21,0,1,-1
