timestamp,magFieldVec_X,magFieldVec_Y,magFieldVec_Z,coarseSunVec_X,coarseSunVec_Y,coarseSunVec_Z,fineSunVec_X,fineSunVec_Y,fineSunVec_Z,nadirVec_X,nadirVec_Y,nadirVec_Z,angRateVec_X,angRateVec_Y,angRateVec_Z,wheelSpeedArr_X,wheelSpeedArr_Y,wheelSpeedArr_Z
2024-11-17 14:35:30,-1720,-37,-3254,-3424,661,-9372,-3293,597,-9423,-170,-1468,9890,1,-9,1,0,-3568,0
2024-11-17 14:36:00,-1676,-37,-3338,-3505,461,-9354,-3485,569,-9356,-197,-1405,9899,1,-9,2,0,-3557,0
2024-11-17 14:36:30,-1632,-37,-3421,-1784,40,-9840,-3695,552,-9276,-224,-1383,9901,1,-9,2,0,-3556,0
2024-11-17 14:37:00,-1600,-37,-3500,-3067,541,-9503,-3888,520,-9199,-240,-1277,9915,1,-10,3,0,-3553,0
2024-11-17 14:37:30,-1557,-52,-3577,-5488,881,-8313,-4061,493,-9125,-251,-1134,9932,1,-10,2,0,-3557,0
2024-11-17 14:38:00,-1515,-71,-3649,-4848,942,-8695,-4255,463,-9038,-280,-1042,9942,1,-11,4,0,-3563,0
2024-11-17 14:38:30,-1470,-87,-3724,-5389,401,-8414,-4406,448,-8966,-310,-929,9952,0,-10,4,0,-3566,0
2024-11-17 14:39:00,-1413,-120,-3795,-3768,200,-9261,-4580,437,-8879,-375,-838,9958,1,-10,5,0,-3568,0
2024-11-17 14:39:30,-1360,-142,-3871,-5125,1001,-8528,-4725,447,-8802,-415,-694,9967,0,-12,5,0,-3571,0
2024-11-17 14:40:00,-1300,-167,-3941,-5726,701,-8168,-4869,483,-8721,-460,-577,9973,0,-11,7,0,-3569,0
2024-11-17 14:40:30,-1241,-189,-4011,-6570,-641,-7512,-5015,540,-8635,-481,-462,9978,-1,-11,7,0,-3556,0
2024-11-17 14:41:00,-1197,-210,-4068,-4087,741,-9096,-5187,586,-8529,-555,-413,9976,-1,-13,8,0,-3544,0
2024-11-17 14:41:30,-1150,-244,-4129,-3907,381,-9197,-5351,658,-8422,-586,-319,9978,0,-13,7,0,-3545,0
2024-11-17 14:42:00,-1100,-272,-4192,-4931,-120,-8699,-5505,749,-8315,-581,-228,9981,-2,-13,7,0,-3533,0
2024-11-17 14:42:31,-1063,-308,-4242,-6150,461,-7872,-5671,826,-8195,-546,-136,9984,-1,-13,6,0,-3522,0
2024-11-17 14:43:01,-1024,-345,-4290,-6726,1401,-7266,-5847,902,-8062,-508,-49,9987,-2,-13,7,0,-3506,0
2024-11-17 14:43:31,-994,-382,-4333,-6610,701,-7471,-6035,998,-7911,-482,19,9988,-3,-13,6,0,-3495,0
2024-11-17 14:44:01,-969,-427,-4373,-6123,220,-7903,-6207,1068,-7768,-462,103,9989,-3,-13,6,0,-3488,0
2024-11-17 14:44:31,-942,-488,-4407,-6485,640,-7585,-6388,1137,-7609,-408,201,9990,-3,-13,6,0,-3486,0
2024-11-17 14:45:01,-914,-539,-4446,-6030,1703,-7793,-6564,1210,-7446,-375,300,9988,-3,-13,6,0,-3479,0
2024-11-17 14:45:31,-885,-596,-4474,-6028,661,-7951,-6733,1310,-7277,-337,384,9987,-5,-13,5,0,-3461,0
