timestamp,adcsErrFlags,estAngRateNorm,estAngRateVec_X,estAngRateVec_Y,estAngRateVec_Z,estAttAngles_Roll,estAttAngles_Pitch,estAttAngles_Yaw,measWheelSpeed_X,measWheelSpeed_Y,measWheelSpeed_Z
2024-10-30 20:02:08,0,1,0,0,-1,3110,-390,-10730,0,-3774,0
2024-10-30 20:02:38,0,0,0,0,0,2780,-350,-11650,0,-3777,0
2024-10-30 20:03:09,0,0,0,0,0,2520,-350,-12270,0,-3788,0
2024-10-30 20:03:39,0,0,0,0,0,2460,-370,-12310,0,-3795,0
2024-10-30 20:04:09,0,0,0,0,0,2400,-340,-12180,0,-3796,0
2024-10-30 20:04:39,0,0,0,0,0,2250,-300,-12120,0,-3795,0
2024-10-30 20:05:09,0,0,0,0,0,2070,-250,-11950,0,-3795,0
2024-10-30 20:05:39,0,0,0,0,0,1870,-160,-11700,0,-3785,0
2024-10-30 20:06:09,0,0,0,0,0,1640,-100,-11570,0,-3780,0
2024-10-30 20:06:39,0,0,0,0,0,1350,-50,-11710,0,-3781,0
2024-10-30 20:07:09,0,0,0,0,0,1000,100,-12180,0,-3774,0
2024-10-30 20:07:39,0,0,0,0,0,670,320,-12730,0,-3752,0
2024-10-30 20:08:09,0,0,0,0,0,330,560,-13230,0,-3715,0
2024-10-30 20:08:39,0,0,0,0,0,-30,610,-13700,0,-3705,0
2024-10-30 20:09:09,0,0,0,0,0,-360,620,-14050,0,-3688,0
2024-10-30 20:09:39,0,0,0,0,0,-720,510,-14410,0,-3693,0
2024-10-30 20:10:09,0,0,0,0,0,-1070,480,-14420,0,-3697,0
2024-10-30 20:10:39,0,0,0,0,0,-1440,500,-14260,0,-3698,0
2024-10-30 20:11:09,0,0,0,0,0,-1840,490,-13830,0,-3707,0
2024-10-30 20:11:39,0,0,0,0,0,-2220,570,-13200,0,-3708,0
2024-10-30 20:12:09,0,0,0,0,0,-2610,610,-12270,0,-3703,0
2024-10-30 20:12:39,0,0,0,0,0,-3010,540,-11290,0,-3721,0
2024-10-30 20:13:09,0,0,0,0,0,-3390,530,-10220,0,-3735,0
2024-10-30 20:13:39,0,0,0,0,0,-3780,620,-9170,0,-3735,0
2024-10-30 20:14:09,0,0,0,0,0,-4200,670,-8260,0,-3723,0
2024-10-30 20:14:39,0,0,0,0,0,-4480,530,-7640,0,-3728,0
2024-10-30 20:15:09,0,0,0,0,0,-4550,320,-7480,0,-3750,0
2024-10-30 20:15:39,0,0,0,0,0,-4570,290,-7560,0,-3758,0
2024-10-30 20:16:09,0,0,0,0,0,-4570,380,-7740,0,-3747,0
2024-10-30 20:16:39,0,0,0,0,0,-4610,510,-7840,0,-3731,0
2024-10-30 20:17:09,0,0,0,0,0,-4740,650,-7720,0,-3705,0
2024-10-30 20:17:39,0,0,0,0,0,-4920,750,-7490,0,-3675,0
2024-10-30 20:18:09,0,0,0,0,0,-5250,690,-6970,0,-3668,0
2024-10-30 20:18:39,0,0,0,0,0,-5670,530,-6170,0,-3685,0
2024-10-30 20:19:09,0,0,0,0,0,-6200,300,-5090,0,-3722,0
2024-10-30 20:19:39,0,0,0,0,0,-6750,100,-3970,0,-3760,0
2024-10-30 20:20:09,0,0,0,0,0,-7370,-70,-2670,0,-3786,0
2024-10-30 20:20:39,0,0,0,0,0,-7940,-340,-1450,0,-3823,0
2024-10-30 20:21:10,0,0,0,0,0,-8490,-540,-300,0,-3858,0
2024-10-30 20:21:40,0,0,0,0,0,-8940,-640,680,0,-3866,0
2024-10-30 20:22:10,0,0,0,0,0,-9300,-760,1610,0,-3869,0
2024-10-30 20:22:40,0,0,0,0,0,-9530,-920,2380,0,-3879,0
2024-10-30 20:23:10,0,0,0,0,0,-9490,-1030,2850,0,-3895,0
2024-10-30 20:23:40,0,0,0,0,0,-9090,-1010,2970,0,-3893,0
2024-10-30 20:24:10,0,0,0,0,0,-8370,-810,2790,0,-3869,0
2024-10-30 20:24:40,0,0,0,0,0,-7540,-640,2530,0,-3843,0
2024-10-30 20:25:10,0,0,0,0,0,-6620,-390,2190,0,-3799,0
2024-10-30 20:25:40,0,0,0,0,0,-5920,-300,1940,0,-3764,0
2024-10-30 20:26:10,0,0,0,0,0,-5780,-370,1960,0,-3766,0
2024-10-30 20:26:40,0,0,0,0,0,-5720,-410,1930,0,-3778,0
2024-10-30 20:27:10,0,0,0,0,0,-5750,-320,1920,0,-3769,0
2024-10-30 20:27:40,0,0,0,0,0,-5620,-200,1870,0,-3755,0
2024-10-30 20:28:10,0,0,0,0,0,-5450,-190,1820,0,-3755,0
2024-10-30 20:28:40,0,0,0,0,0,-5550,-210,1720,0,-3779,0
2024-10-30 20:29:10,0,0,0,0,0,-5960,-50,1570,0,-3778,0
2024-10-30 20:29:40,0,0,0,0,0,-5990,180,1420,0,-3760,0
2024-10-30 20:30:10,0,0,0,0,0,-5580,380,1380,0,-3735,0
2024-10-30 20:30:40,0,0,0,0,0,-5010,460,1420,0,-3721,0
2024-10-30 20:31:10,0,0,0,0,0,-4150,490,1580,0,-3721,0
2024-10-30 20:31:40,0,0,0,0,0,-3430,600,1660,0,-3705,0
2024-10-30 20:32:10,0,0,0,0,0,-2640,560,1820,0,-3705,0
2024-10-30 20:32:40,0,0,0,0,0,-1990,630,1830,0,-3688,0
2024-10-30 20:33:10,0,0,0,0,0,-1880,570,1490,0,-3691,0
2024-10-30 20:33:40,0,0,0,0,0,-2020,590,870,0,-3683,0
2024-10-30 20:34:10,0,0,0,0,0,-2140,590,150,0,-3673,0
2024-10-30 20:34:40,0,0,0,0,0,-2610,570,-970,0,-3664,0
2024-10-30 20:35:10,0,1,0,0,-1,-3400,480,-2520,0,-3672,0
2024-10-30 20:35:40,0,1,0,0,-1,-4400,500,-4430,0,-3679,0
2024-10-30 20:36:10,0,1,0,0,-1,-5490,630,-6620,0,-3669,0
2024-10-30 20:36:40,0,1,0,0,-1,-6610,760,-9040,0,-3673,0
2024-10-30 20:37:10,0,1,0,0,-1,-7540,970,-11400,0,-3659,0
2024-10-30 20:37:40,0,1,0,0,-1,-8480,1170,-13860,0,-3644,0
2024-10-30 20:38:10,0,1,0,0,-1,-9230,1290,-16020,0,-3646,0
2024-10-30 20:38:40,0,0,0,0,0,-9660,1380,-17710,0,-3647,0
2024-10-30 20:39:10,0,0,0,0,0,-9780,1340,-18740,0,-3667,0
2024-10-30 20:39:41,0,0,0,0,0,-9790,1330,-19510,0,-3687,0
2024-10-30 20:40:11,0,0,0,0,0,-9640,1380,-19970,0,-3686,0
2024-10-30 20:40:41,0,0,0,0,0,-9350,1370,-20040,0,-3677,0
2024-10-30 20:41:11,0,0,0,0,0,-8920,1310,-19720,0,-3661,0
2024-10-30 20:41:41,0,0,0,0,0,-8360,1090,-18910,0,-3646,0
