timestamp,uint8__opMode,uint32__upTime,uint16__totalResetCount,uint16__resetReasonBitField,uint16__payloadModesStatus
2024-11-17 12:31:52,2,163694,9516,890,0
2024-11-17 12:32:22,2,163724,9516,890,0
2024-11-17 12:32:52,2,163754,9516,890,0
2024-11-17 12:33:22,2,163784,9516,890,0
2024-11-17 12:33:52,2,163814,9516,890,0
2024-11-17 12:34:22,2,163844,9516,890,0
2024-11-17 12:34:52,2,163874,9516,890,0
2024-11-17 12:35:22,2,163904,9516,890,0
2024-11-17 12:35:52,2,163934,9516,890,0
2024-11-17 12:36:22,2,163964,9516,890,0
2024-11-17 12:36:52,2,163994,9516,890,0
2024-11-17 12:37:22,2,164024,9516,890,0
2024-11-17 12:37:53,2,164054,9516,890,0
2024-11-17 12:38:23,2,164084,9516,890,0
2024-11-17 12:38:53,2,164114,9516,890,0
2024-11-17 12:39:23,2,164144,9516,890,0
2024-11-17 12:39:53,2,164174,9516,890,0
2024-11-17 12:40:23,2,164204,9516,890,0
2024-11-17 12:40:53,2,164234,9516,890,0
2024-11-17 12:41:23,2,164264,9516,890,0
2024-11-17 12:41:53,2,164294,9516,890,0
2024-11-17 12:42:23,2,164324,9516,890,0
2024-11-17 12:42:53,2,164354,9516,890,0
2024-11-17 12:43:23,2,164384,9516,890,0
2024-11-17 12:43:53,2,164414,9516,890,0
2024-11-17 12:44:23,2,164444,9516,890,0
2024-11-17 12:44:53,2,164474,9516,890,0
2024-11-17 12:45:23,2,164504,9516,890,0
2024-11-17 12:45:53,2,164534,9516,890,0
2024-11-17 12:46:23,2,164564,9516,890,0
2024-11-17 12:46:53,2,164594,9516,890,0
2024-11-17 12:47:23,2,164624,9516,890,0
2024-11-17 12:47:53,2,164654,9516,890,0
2024-11-17 12:48:23,2,164684,9516,890,0
2024-11-17 12:48:53,2,164714,9516,890,0
2024-11-17 12:49:23,2,164744,9516,890,0
2024-11-17 12:49:53,2,164774,9516,890,0
2024-11-17 12:50:23,2,164804,9516,890,0
2024-11-17 12:50:53,2,164834,9516,890,0
2024-11-17 12:51:23,2,164864,9516,890,0
2024-11-17 12:51:53,2,164894,9516,890,0
