timestamp,magFieldVec_X,magFieldVec_Y,magFieldVec_Z,coarseSunVec_X,coarseSunVec_Y,coarseSunVec_Z,fineSunVec_X,fineSunVec_Y,fineSunVec_Z,nadirVec_X,nadirVec_Y,nadirVec_Z,angRateVec_X,angRateVec_Y,angRateVec_Z,wheelSpeedArr_X,wheelSpeedArr_Y,wheelSpeedArr_Z
2024-11-17 12:31:52,-560,-1496,-4275,-8787,-1641,-4483,-8238,-2071,-5276,-122,1412,9899,3,-6,-5,0,-3711,0
2024-11-17 12:32:22,-479,-1499,-4305,-8637,-1743,-4729,-8331,-2136,-5103,-150,1393,9901,3,-5,-6,0,-3721,0
2024-11-17 12:32:52,-398,-1503,-4332,-8735,-2344,-4267,-8424,-2194,-4922,-171,1343,9908,4,-6,-4,0,-3728,0
2024-11-17 12:33:22,-331,-1501,-4354,-8197,-3607,-4449,-8509,-2246,-4750,-197,1321,9910,3,-7,-5,0,-3733,0
2024-11-17 12:33:52,-249,-1498,-4373,-8497,-3647,-3808,-8588,-2307,-4574,-212,1274,9916,4,-6,-5,0,-3745,0
2024-11-17 12:34:22,-179,-1496,-4387,-8157,-3948,-4229,-8675,-2368,-4374,-230,1248,9919,4,-7,-6,0,-3753,0
2024-11-17 12:34:52,-103,-1479,-4403,-9517,-521,-3025,-8743,-2449,-4190,-219,1175,9928,3,-8,-5,0,-3771,0
2024-11-17 12:35:22,-41,-1471,-4414,-8749,-601,-4805,-8819,-2505,-3994,-237,1177,9928,4,-7,-6,0,-3792,0
2024-11-17 12:35:52,36,-1455,-4421,-8916,-2324,-3887,-8891,-2551,-3800,-247,1111,9935,5,-7,-6,0,-3820,0
2024-11-17 12:36:22,106,-1434,-4422,-9247,-420,-3783,-8950,-2619,-3611,-256,1064,9940,4,-8,-5,0,-3842,0
2024-11-17 12:36:52,181,-1413,-4429,-9454,-2283,-2324,-9008,-2661,-3433,-277,990,9947,4,-6,-5,0,-3865,0
2024-11-17 12:37:22,253,-1397,-4422,-8269,-5005,-2563,-9075,-2695,-3223,-294,958,9950,4,-7,-5,0,-3858,0
2024-11-17 12:37:53,299,-1381,-4416,-8504,-2881,-4402,-9129,-2756,-3010,-294,981,9947,5,-7,-5,0,-3862,0
2024-11-17 12:38:23,343,-1363,-4412,-9457,-2164,-2424,-9186,-2801,-2788,-256,906,9956,5,-8,-5,0,-3866,0
2024-11-17 12:38:53,393,-1344,-4399,-9236,-3306,-1943,-9244,-2821,-2566,-239,873,9959,5,-8,-4,0,-3881,0
2024-11-17 12:39:23,441,-1319,-4388,-8970,-1482,-4165,-9297,-2856,-2327,-246,880,9958,5,-8,-4,0,-3901,0
2024-11-17 12:39:53,503,-1287,-4372,-8335,-5149,-2004,-9343,-2845,-2148,-261,791,9965,5,-7,-5,0,-3923,0
2024-11-17 12:40:23,553,-1270,-4352,-8750,-4485,-1822,-9374,-2864,-1982,-281,760,9967,5,-8,-3,0,-3913,0
2024-11-17 12:40:53,606,-1250,-4337,-8915,-4327,-1342,-9412,-2875,-1772,-289,731,9969,5,-8,-3,0,-3896,0
2024-11-17 12:41:23,648,-1236,-4312,-9342,-3167,-1644,0,0,0,-281,722,9970,5,-8,-2,0,-3876,0
2024-11-17 12:41:53,686,-1214,-4288,-9342,-3568,-20,0,0,0,-262,668,9974,5,-8,-1,0,-3878,0
2024-11-17 12:42:23,725,-1201,-4258,-9238,-3587,-1343,0,0,0,-281,691,9972,4,-7,0,0,-3871,0
2024-11-17 12:42:53,771,-1186,-4231,-9857,-1022,-1342,0,0,0,-295,677,9973,4,-8,0,0,-3843,0
2024-11-17 12:43:23,808,-1169,-4197,-9919,-1122,-601,0,0,0,-303,645,9975,4,-8,1,0,-3815,0
2024-11-17 12:43:53,845,-1147,-4167,-9736,-2244,-421,0,0,0,-317,607,9977,4,-8,0,0,-3788,0
2024-11-17 12:44:23,882,-1128,-4133,-9691,-2443,-340,0,0,0,-333,583,9977,3,-8,0,0,-3766,0
2024-11-17 12:44:53,909,-1108,-4101,-9772,-1662,-1322,0,0,0,-361,574,9977,3,-8,1,0,-3741,0
