timestamp,adcsErrFlags,estAngRateNorm,estAngRateVec_X,estAngRateVec_Y,estAngRateVec_Z,estAttAngles_Roll,estAttAngles_Pitch,estAttAngles_Yaw,measWheelSpeed_X,measWheelSpeed_Y,measWheelSpeed_Z
2024-11-18 01:54:45,0,0,0,0,0,-6380,370,-5610,0,-3513,0
2024-11-18 01:55:15,0,0,0,0,0,-6480,440,-5450,0,-3516,0
2024-11-18 01:55:45,0,0,0,0,0,-6560,560,-5360,0,-3512,0
2024-11-18 01:56:15,0,0,0,0,0,-6680,700,-5390,0,-3502,0
2024-11-18 01:56:45,0,0,0,0,0,-6720,750,-5210,0,-3497,0
2024-11-18 01:57:15,0,0,0,0,0,-6720,730,-4920,0,-3500,0
2024-11-18 01:57:45,0,0,0,0,0,-6720,670,-4550,0,-3521,0
2024-11-18 01:58:15,0,0,0,0,0,-6640,580,-4040,0,-3545,0
2024-11-18 01:58:45,0,0,0,0,0,-6480,540,-3370,0,-3571,0
2024-11-18 01:59:15,0,0,0,0,0,-6370,490,-2740,0,-3600,0
2024-11-18 01:59:45,0,0,0,0,0,-6260,480,-2170,0,-3620,0
2024-11-18 02:00:15,0,0,0,0,0,-6100,470,-1630,0,-3640,0
2024-11-18 02:00:45,0,0,0,0,0,-6020,450,-1100,0,-3657,0
2024-11-18 02:01:15,0,0,0,0,0,-5950,450,-560,0,-3666,0
2024-11-18 02:01:45,0,0,0,0,0,-5940,390,-40,0,-3685,0
2024-11-18 02:02:15,0,0,0,0,0,-5890,420,420,0,-3691,0
2024-11-18 02:02:45,0,0,0,0,0,-5850,420,860,0,-3692,0
2024-11-18 02:03:15,0,0,0,0,0,-5820,410,1260,0,-3693,0
2024-11-18 02:03:45,0,0,0,0,0,-5830,370,1560,0,-3691,0
2024-11-18 02:04:15,0,0,0,0,0,-5850,330,1760,0,-3688,0
2024-11-18 02:04:45,0,0,0,0,0,-5830,290,1840,0,-3681,0
2024-11-18 02:05:15,0,0,0,0,0,-5810,260,1840,0,-3674,0
2024-11-18 02:05:45,0,0,0,0,0,-5820,230,1780,0,-3661,0
2024-11-18 02:06:15,0,0,0,0,0,-5860,190,1660,0,-3656,0
2024-11-18 02:06:45,0,0,0,0,0,-5850,170,1460,0,-3649,0
2024-11-18 02:07:15,0,0,0,0,0,-5800,190,1220,0,-3633,0
2024-11-18 02:07:45,0,0,0,0,0,-5770,240,790,0,-3615,0
2024-11-18 02:08:15,0,0,0,0,0,-5820,320,300,0,-3582,0
2024-11-18 02:08:45,0,0,0,0,0,-5870,400,-230,0,-3551,0
2024-11-18 02:09:15,0,0,0,0,0,-5930,420,-670,0,-3512,0
2024-11-18 02:09:45,0,0,0,0,0,-5970,340,-1000,0,-3491,0
2024-11-18 02:10:15,0,0,0,0,0,-5990,180,-1290,0,-3487,0
2024-11-18 02:10:45,0,0,0,0,0,-5980,0,-1590,0,-3501,0
2024-11-18 02:11:15,0,0,0,0,0,-6000,-110,-1820,0,-3509,0
2024-11-18 02:11:45,0,0,0,0,0,-6010,-160,-2090,0,-3517,0
2024-11-18 02:12:15,0,0,0,0,0,-5950,-80,-2380,0,-3507,0
2024-11-18 02:12:46,0,0,0,0,0,-5910,-110,-2600,0,-3513,0
2024-11-18 02:13:16,0,0,0,0,0,-5860,-170,-2750,0,-3523,0
2024-11-18 02:13:46,0,0,0,0,0,-5820,-200,-2880,0,-3532,0
2024-11-18 02:14:16,0,0,0,0,0,-5770,-190,-2920,0,-3538,0
2024-11-18 02:14:46,0,0,0,0,0,-5730,-240,-2830,0,-3554,0
2024-11-18 02:15:16,0,0,0,0,0,-5700,-200,-2740,0,-3560,0
2024-11-18 02:15:46,0,0,0,0,0,-5640,-270,-2650,0,-3580,0
2024-11-18 02:16:16,0,0,0,0,0,-5580,-260,-2430,0,-3592,0
2024-11-18 02:16:46,0,0,0,0,0,-5580,-280,-1990,0,-3609,0
2024-11-18 02:17:16,0,0,0,0,0,-5650,-350,-1360,0,-3627,0
2024-11-18 02:17:46,0,0,0,0,0,-5740,-490,-690,0,-3665,0
2024-11-18 02:18:16,0,0,0,0,0,-5790,-600,50,0,-3699,0
2024-11-18 02:18:46,0,0,0,0,0,-5900,-680,880,0,-3735,0
2024-11-18 02:19:16,0,0,0,0,0,-5970,-800,1740,0,-3781,0
2024-11-18 02:19:46,0,0,0,0,0,-6050,-850,2600,0,-3836,0
2024-11-18 02:20:16,0,0,0,0,0,-6140,-770,3330,0,-3863,0
2024-11-18 02:20:46,0,0,0,0,0,-6210,-670,3970,0,-3875,0
2024-11-18 02:21:16,0,0,0,0,0,-6320,-620,4580,0,-3885,0
2024-11-18 02:21:46,0,0,0,0,0,-6370,-580,5070,0,-3898,0
2024-11-18 02:22:16,0,0,0,0,0,-6390,-540,5530,0,-3905,0
2024-11-18 02:22:46,0,0,0,0,0,-6500,-510,6030,0,-3908,0
2024-11-18 02:23:16,0,0,0,0,0,-6590,-480,6460,0,-3909,0
2024-11-18 02:23:46,0,0,0,0,0,-6630,-520,6870,0,-3921,0
2024-11-18 02:24:16,0,0,0,0,0,-6610,-530,7140,0,-3929,0
2024-11-18 02:24:46,0,0,0,0,0,-6600,-520,7400,0,-3937,0
2024-11-18 02:25:16,0,0,0,0,0,-6540,-450,7630,0,-3936,0
2024-11-18 02:25:46,0,0,0,0,0,-6520,-340,7830,0,-3921,0
2024-11-18 02:26:16,0,0,0,0,0,-6430,-350,7980,0,-3913,0
2024-11-18 02:26:46,0,0,0,0,0,-6250,-400,8070,0,-3923,0
2024-11-18 02:27:16,0,0,0,0,0,-6180,-430,8220,0,-3931,0
2024-11-18 02:27:46,0,0,0,0,0,-6100,-390,8400,0,-3936,0
2024-11-18 02:28:16,0,0,0,0,0,-5950,-300,8410,0,-3928,0
2024-11-18 02:28:46,0,0,0,0,0,-5770,-150,8450,0,-3911,0
2024-11-18 02:29:16,0,0,0,0,0,-5580,-50,8490,0,-3897,0
2024-11-18 02:29:46,0,0,0,0,0,-5340,30,8450,0,-3879,0
2024-11-18 02:30:16,0,0,0,0,0,-5120,100,8480,0,-3860,0
2024-11-18 02:30:47,0,0,0,0,0,-4900,110,8530,0,-3845,0
2024-11-18 02:31:17,0,0,0,0,0,-4640,90,8560,0,-3839,0
2024-11-18 02:31:47,0,0,0,0,0,-4370,0,8640,0,-3839,0
2024-11-18 02:32:17,0,0,0,0,0,-4010,-130,8630,0,-3838,0
2024-11-18 02:32:47,0,0,0,0,0,-3520,-80,8530,0,-3821,0
2024-11-18 02:33:17,0,0,0,0,0,-2980,-30,8400,0,-3803,0
2024-11-18 02:33:47,0,0,0,0,0,-2200,80,8110,0,-3781,0
2024-11-18 02:34:17,0,0,0,0,0,-1300,210,7720,0,-3756,0
2024-11-18 02:34:47,0,0,0,0,0,-520,280,7380,0,-3737,0
2024-11-18 02:35:17,0,0,0,0,0,260,330,7050,0,-3716,0
2024-11-18 02:35:47,0,0,0,0,0,760,310,6950,0,-3699,0
2024-11-18 02:36:17,0,0,0,0,0,1030,180,6820,0,-3704,0
2024-11-18 02:36:47,0,0,0,0,0,1250,100,6760,0,-3707,0
2024-11-18 02:37:17,0,0,0,0,0,1400,0,6740,0,-3716,0
2024-11-18 02:37:47,0,0,0,0,0,1490,-120,6760,0,-3731,0
2024-11-18 02:38:17,0,0,0,0,0,1620,-130,6750,0,-3737,0
2024-11-18 02:38:47,0,0,0,0,0,1750,-100,6820,0,-3735,0
2024-11-18 02:39:17,0,0,0,0,0,1900,-40,6910,0,-3726,0
2024-11-18 02:39:47,0,0,0,0,0,2280,-90,6850,0,-3736,0
2024-11-18 02:40:17,0,0,0,0,0,2520,-120,6890,0,-3756,0
2024-11-18 02:40:47,0,0,0,0,0,2450,-80,7050,0,-3764,0
2024-11-18 02:41:17,0,0,0,0,0,2290,40,7150,0,-3760,0
2024-11-18 02:41:47,0,0,0,0,0,2190,140,7220,0,-3753,0
2024-11-18 02:42:17,0,0,0,0,0,1970,220,7360,0,-3746,0
2024-11-18 02:42:47,0,0,0,0,0,1630,250,7440,0,-3741,0
2024-11-18 02:43:17,0,0,0,0,0,1210,340,7560,0,-3734,0
2024-11-18 02:43:47,0,0,0,0,0,830,430,7580,0,-3720,0
2024-11-18 02:44:17,0,0,0,0,0,510,520,7580,0,-3706,0
2024-11-18 02:44:47,0,0,0,0,0,70,520,7530,0,-3700,0
2024-11-18 02:45:17,0,0,0,0,0,-450,480,7450,0,-3702,0
2024-11-18 02:45:47,0,0,0,0,0,-1070,480,7310,0,-3695,0
2024-11-18 02:46:17,0,0,0,0,0,-1500,510,7200,0,-3684,0
2024-11-18 02:46:47,0,0,0,0,0,-1720,530,7110,0,-3673,0
2024-11-18 02:47:17,0,0,0,0,0,-1960,510,6950,0,-3667,0
2024-11-18 02:47:47,0,0,0,0,0,-2340,490,6800,0,-3662,0
2024-11-18 02:48:17,0,0,0,0,0,-2640,420,6590,0,-3664,0
2024-11-18 02:48:48,0,0,0,0,0,-2600,440,6540,0,-3658,0
2024-11-18 02:49:18,0,0,0,0,0,-2310,450,6610,0,-3648,0
2024-11-18 02:49:48,0,0,0,0,0,-1850,440,6820,0,-3648,0
2024-11-18 02:50:18,0,0,0,0,0,-1210,470,7130,0,-3642,0
2024-11-18 02:50:48,0,0,0,0,0,-410,510,7540,0,-3622,0
2024-11-18 02:51:18,0,0,0,0,0,540,470,8030,0,-3622,0
2024-11-18 02:51:48,0,0,0,0,0,1510,450,8540,0,-3614,0
2024-11-18 02:52:18,0,0,0,0,0,2660,390,9120,0,-3618,0
2024-11-18 02:52:48,0,0,0,0,0,3670,390,9640,0,-3611,0
2024-11-18 02:53:18,0,0,0,0,0,4850,420,10300,0,-3597,0
2024-11-18 02:53:48,0,0,0,0,0,6000,360,10870,0,-3608,0
2024-11-18 02:54:18,0,0,0,0,0,7020,310,11370,0,-3617,0
2024-11-18 02:54:48,0,0,0,0,0,8010,220,11760,0,-3648,0
2024-11-18 02:55:18,0,0,0,0,0,8760,270,12090,0,-3657,0
2024-11-18 02:55:48,0,0,0,0,0,9570,370,12550,0,-3663,0
