timestamp,estQSet_Q1,estQSet_Q2,estQSet_Q3,estQSet_X,estQSet_Y,estQSet_Z
2024-11-17 17:40:41,19,0,-100,-1,0,-1
2024-11-17 17:41:11,19,-2,-104,-1,0,-1
2024-11-17 17:41:41,19,-3,-106,0,-1,-1
2024-11-17 17:42:11,19,-4,-109,0,-1,-2
2024-11-17 17:42:41,18,-4,-112,0,-2,-2
2024-11-17 17:43:12,16,-5,-113,1,-2,-2
2024-11-17 17:43:42,15,-6,-114,1,-1,-2
2024-11-17 17:44:12,13,-6,-115,1,-1,-3
2024-11-17 17:44:42,11,-6,-116,1,-2,-2
2024-11-17 17:45:12,8,-7,-115,3,-1,-2
2024-11-17 17:45:42,4,-8,-114,3,-1,-2
2024-11-17 17:46:12,0,-8,-111,2,-3,-2
2024-11-17 17:46:42,-3,-8,-109,3,-2,-2
2024-11-17 17:47:12,-5,-8,-108,2,-2,-1
2024-11-17 17:47:42,-9,-8,-105,2,-2,-1
2024-11-17 17:48:12,-13,-7,-102,2,-1,-1
2024-11-17 17:48:42,-17,-7,-100,2,-3,-2
2024-11-17 17:49:12,-21,-7,-96,1,-2,-2
2024-11-17 17:49:42,-25,-5,-92,1,-3,-1
2024-11-17 17:50:12,-27,-5,-88,0,-1,-1
2024-11-17 17:50:42,-28,-5,-85,1,0,-1
2024-11-17 17:51:12,-30,-5,-81,1,-2,-2
2024-11-17 17:51:42,-31,-5,-77,1,-2,-1
2024-11-17 17:52:12,-32,-4,-73,-1,-2,-2
2024-11-17 17:52:42,-32,-4,-68,-2,-1,-3
2024-11-17 17:53:12,-28,-3,-62,-4,-2,-3
2024-11-17 17:53:42,-19,-2,-53,-5,-1,-5
2024-11-17 17:54:12,-8,-1,-42,-5,0,-6
2024-11-17 17:54:42,2,-1,-31,-4,0,-6
2024-11-17 17:55:12,12,0,-21,-4,-1,-5
2024-11-17 17:55:42,20,0,-12,-3,0,-4
2024-11-17 17:56:12,26,0,-3,-3,-1,-4
2024-11-17 17:56:42,30,0,3,-1,0,-3
2024-11-17 17:57:12,32,-1,8,-1,0,-3
2024-11-17 17:57:42,34,-1,14,-1,-1,-2
2024-11-17 17:58:12,35,-1,19,-2,0,-2
2024-11-17 17:58:42,37,-1,24,-2,0,-3
2024-11-17 17:59:12,38,0,29,-1,-1,-3
2024-11-17 17:59:42,39,0,35,-2,0,-3
2024-11-17 18:00:12,40,0,40,-2,-1,-3
2024-11-17 18:00:42,41,-1,45,-1,0,-2
2024-11-17 18:01:12,41,-1,49,-1,-1,-2
2024-11-17 18:01:43,40,-1,51,0,0,-2
2024-11-17 18:02:13,37,-1,50,-1,0,0
2024-11-17 18:02:43,34,-1,48,-1,0,0
2024-11-17 18:03:13,31,-1,46,0,-1,0
2024-11-17 18:03:43,27,0,42,-1,-1,2
2024-11-17 18:04:13,22,1,37,-1,-1,2
2024-11-17 18:04:43,17,1,32,0,-1,1
2024-11-17 18:05:13,12,0,25,-1,0,2
2024-11-17 18:05:43,7,0,19,0,0,2
2024-11-17 18:06:13,2,0,11,-1,1,2
2024-11-17 18:06:43,-2,0,4,-2,0,1
2024-11-17 18:07:13,-7,0,-1,-1,0,1
2024-11-17 18:07:43,-12,0,-8,-2,-1,1
